"FTE Staffing Report for 2001-02"

"District","School","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Amistad Academy","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Andover School District",="Andover Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.2
="Ansonia School District",="Ansonia High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Ansonia Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.8
,="Mead School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Prendergast School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
="Area Cooperative Educational Services",="Collaborative Alternative Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Thomas Edison Magnet Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Wintergreen Interdistrict Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Ashford School District",="Ashford School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
="Avon School District",="Avon High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Avon Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Pine Grove School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Roaring Brook School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
="Barkhamsted School District",="Barkhamsted Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Berlin School District",="Berlin High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.7
,="Catherine M. McGee Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.8
,="Emma Hart Willard School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.9
,="Mary E. Griswold School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.4
,="Richard D. Hubbard School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.2
="Bethany School District",="Bethany Community School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Bethel School District",="Anna H. Rockwell School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Bethel High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Bethel Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Frank A. Berry School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Ralph M. T. Johnson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
="Bloomfield School District",="J. P. Vincent School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Laurel School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Bolton School District",="Bolton Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Bolton High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
