"FTE Staffing Report for 2010-11"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","Library/Media - Support Staff","Non-Certified",0.0
="Amistad Academy District",="Amistad Academy",="Library/Media - Support Staff",="Non-Certified",0.0
="Andover School District",="Andover Elementary School",="Library/Media - Support Staff",="Non-Certified",0.0
="Ansonia School District",="Ansonia High School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Ansonia Middle School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Mead School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Prendergast School",="Library/Media - Support Staff",="Non-Certified",1.0
="Area Cooperative Educational Services",="Thomas Edison Magnet Middle School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Wintergreen Interdistrict Magnet School",="Library/Media - Support Staff",="Non-Certified",0.0
="Ashford School District",="Ashford School",="Library/Media - Support Staff",="Non-Certified",0.8
="Avon School District",="Avon High School",="Library/Media - Support Staff",="Non-Certified",1.2
,="Avon Middle School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Pine Grove School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Roaring Brook School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Thompson Brook School",="Library/Media - Support Staff",="Non-Certified",0.0
="Barkhamsted School District",="Barkhamsted Elementary School",="Library/Media - Support Staff",="Non-Certified",0.0
="Berlin School District",="Berlin High School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Catherine M. McGee Middle School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Emma Hart Willard School",="Library/Media - Support Staff",="Non-Certified",0.9
,="Mary E. Griswold School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Richard D. Hubbard School",="Library/Media - Support Staff",="Non-Certified",1.0
="Bethany School District",="Bethany Community School",="Library/Media - Support Staff",="Non-Certified",0.4
="Bethel School District",="Anna H. Rockwell School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Bethel High School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Bethel Middle School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Frank A. Berry School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Ralph M. T. Johnson School",="Library/Media - Support Staff",="Non-Certified",1.0
="Bloomfield School District",="Bloomfield High School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Carmen Arace Intermediate School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Carmen Arace Middle School",="Library/Media - Support Staff",="Non-Certified",1.0
,="J. P. Vincent School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Laurel School",="Library/Media - Support Staff",="Non-Certified",1.0
,="The Big Picture High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Wintonbury Early Childhood Magnet School",="Library/Media - Support Staff",="Non-Certified",0.0
="Bolton School District",="Bolton Center School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Bolton High School",="Library/Media - Support Staff",="Non-Certified",1.6
="Bozrah School District",="Fields Memorial School",="Library/Media - Support Staff",="Non-Certified",1.0
="Branford School District",="Branford High School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Francis Walsh Intermediate School",="Library/Media - Support Staff",="Non-Certified",1.5
,="John B. Sliney School",="Library/Media - Support Staff",="Non-Certified",0.5
,="Mary R. Tisko School",="Library/Media - Support Staff",="Non-Certified",0.5
,="Mary T. Murphy School",="Library/Media - Support Staff",="Non-Certified",0.5
="Bridgeport Achievement First District",="Achievement First Bridgeport Academy",="Library/Media - Support Staff",="Non-Certified",0.0
="Bridgeport School District",="Barnum School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Bassick High School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Beardsley School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Black Rock School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Blackham School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Bryant School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Central High School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Cesar Batalla School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Classical Studies Academy",="Library/Media - Support Staff",="Non-Certified",0.0
,="Columbus School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Cross School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Curiale School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Dunbar School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Edison School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Geraldine Johnson School",="Library/Media - Support Staff",="Non-Certified",0.6
,="Hall School",="Library/Media - Support Staff",="Non-Certified",0.6
,="Hallen School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Harding High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="High Horizons Magnet School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Hooker School",="Library/Media - Support Staff",="Non-Certified",0.4
,="Interdistrict Discovery Magnet School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Jettie S. Tisdale School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Longfellow School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Luis Munoz Marin School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Madison School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Multicultural Magnet School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Park City Magnet School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Read School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Roosevelt School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Skane Center",="Library/Media - Support Staff",="Non-Certified",0.4
,="Waltersville School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Winthrop School",="Library/Media - Support Staff",="Non-Certified",0.0
="Bristol School District",="Bristol Central High School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Bristol Eastern High School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Chippens Hill Middle School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Clara T. O'Connell School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Edgewood School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Ellen P. Hubbell School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Greene-Hills School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Ivy Drive School",="Library/Media - Support Staff",="Non-Certified",1.0
,="John J. Jennings School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Memorial Boulevard Middle School",="Library/Media - Support Staff",="Non-Certified",0.5
,="Mountain View School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Northeast Middle School",="Library/Media - Support Staff",="Non-Certified",0.5
,="South Side School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Stafford School",="Library/Media - Support Staff",="Non-Certified",1.0
="Brookfield School District",="Brookfield High School",="Library/Media - Support Staff",="Non-Certified",1.5
,="Center Elementary School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Huckleberry Hill Elementary School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Whisconier Middle School",="Library/Media - Support Staff",="Non-Certified",1.0
="Brooklyn School District",="Brooklyn Elementary School",="Library/Media - Support Staff",="Non-Certified",0.8
,="Brooklyn Middle School",="Library/Media - Support Staff",="Non-Certified",0.0
="Canaan School District",="Lee H. Kellogg School",="Library/Media - Support Staff",="Non-Certified",0.0
="Canterbury School District",="Canterbury Elementary School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Dr. Helen Baldwin Middle School",="Library/Media - Support Staff",="Non-Certified",0.6
="Canton School District",="Canton High School",="Library/Media - Support Staff",="Non-Certified",1.6
,="Canton Intermediate School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Canton Middle School",="Library/Media - Support Staff",="Non-Certified",1.2
,="Cherry Brook Primary School",="Library/Media - Support Staff",="Non-Certified",1.0
="Capitol Region Education Council",="Academy of Aerospace and Engineering",="Library/Media - Support Staff",="Non-Certified",0.0
,="Glastonbury/East Hartford Magnet School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Great Path Academy at MCC",="Library/Media - Support Staff",="Non-Certified",0.0
,="Greater Hartford Academy of the Arts High School - Full Time",="Library/Media - Support Staff",="Non-Certified",0.0
,="International Magnet School for Global Citizenship",="Library/Media - Support Staff",="Non-Certified",0.0
,="Medical Professions and Teacher Preparation Academy",="Library/Media - Support Staff",="Non-Certified",0.0
,="Metropolitan Learning Center for Global and International Studies",="Library/Media - Support Staff",="Non-Certified",1.0
,="Montessori Magnet School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Public Safety Academy",="Library/Media - Support Staff",="Non-Certified",0.0
,="Reggio Magnet School of the Arts",="Library/Media - Support Staff",="Non-Certified",0.0
,="Two Rivers Magnet Middle School",="Library/Media - Support Staff",="Non-Certified",0.0
,="University of Hartford Magnet School",="Library/Media - Support Staff",="Non-Certified",0.0
="Chaplin School District",="Chaplin Elementary School",="Library/Media - Support Staff",="Non-Certified",2.0
="Charter School for Young Children on Asylum Hill District",="Charter School for Young Children on Asylum Hill Inc.",="Library/Media - Support Staff",="Non-Certified",0.0
="Cheshire School District",="Chapman School",="Library/Media - Support Staff",="Non-Certified",0.8
,="Cheshire High School",="Library/Media - Support Staff",="Non-Certified",2.0
,="Darcey School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Dodd Middle School",="Library/Media - Support Staff",="Non-Certified",2.0
,="Doolittle School",="Library/Media - Support Staff",="Non-Certified",1.8
,="Highland School",="Library/Media - Support Staff",="Non-Certified",2.0
,="Norton School",="Library/Media - Support Staff",="Non-Certified",1.1
="Chester School District",="Chester Elementary School",="Library/Media - Support Staff",="Non-Certified",0.0
="Clinton School District",="Abraham Pierson School",="Library/Media - Support Staff",="Non-Certified",0.7
,="Jared Eliot School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Lewin G. Joel Jr. School",="Library/Media - Support Staff",="Non-Certified",0.7
,="The Morgan School",="Library/Media - Support Staff",="Non-Certified",0.0
="Colchester School District",="Bacon Academy",="Library/Media - Support Staff",="Non-Certified",1.5
,="Colchester Elementary School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Jack Jackter Intermediate School",="Library/Media - Support Staff",="Non-Certified",1.0
,="William J. Johnston Middle School",="Library/Media - Support Staff",="Non-Certified",1.0
="Colebrook School District",="Colebrook Consolidated School",="Library/Media - Support Staff",="Non-Certified",0.6
="Columbia School District",="Horace W. Porter School",="Library/Media - Support Staff",="Non-Certified",0.0
="Common Ground High School District",="Common Ground High School",="Library/Media - Support Staff",="Non-Certified",0.0
="Connecticut Technical High School System",="A. I. Prince Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Bullard-Havens Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="E. C. Goodwin Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Eli Whitney Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Ella T. Grasso Southeastern Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Emmett O'Brien Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="H. C. Wilcox Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="H. H. Ellis Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Henry Abbott Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Howell Cheney Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Norwich Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Oliver Wolcott Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Platt Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Vinal Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="W. F. Kaynor Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Windham Technical High School",="Library/Media - Support Staff",="Non-Certified",0.0
="Cooperative Educational Services",="Six-Six Magnet School",="Library/Media - Support Staff",="Non-Certified",0.0
="Cornwall School District",="Cornwall Consolidated School",="Library/Media - Support Staff",="Non-Certified",0.8
="Coventry School District",="Capt. Nathan Hale School",="Library/Media - Support Staff",="Non-Certified",0.5
,="Coventry Grammar School",="Library/Media - Support Staff",="Non-Certified",0.7
,="Coventry High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="George Hersey Robertson School",="Library/Media - Support Staff",="Non-Certified",0.5
="Cromwell School District",="Cromwell High School",="Library/Media - Support Staff",="Non-Certified",1.0
