"FTE Staffing Report for 2006-07"

"District","School","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Amistad Academy","General Education - Paraprofessional Instructional Assistants","Non-Certified",6.5
="Andover School District",="Andover Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.9
="Ansonia School District",="Ansonia High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Ansonia Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Mead School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Prendergast School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",29.5
="Area Cooperative Educational Services",="Collaborative Alternative Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Thomas Edison Magnet Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Wintergreen Interdistrict Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Ashford School District",="Ashford School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Avon School District",="Avon High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Avon Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Pine Grove School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Roaring Brook School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Thompson Brook School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Barkhamsted School District",="Barkhamsted Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.8
="Berlin School District",="Berlin High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
,="Catherine M. McGee Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.1
,="Emma Hart Willard School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Mary E. Griswold School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.6
,="Richard D. Hubbard School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.4
="Bethany School District",="Bethany Community School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Bethel School District",="Anna H. Rockwell School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
,="Bethel High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Bethel Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Frank A. Berry School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
