"FTE Staffing Report for Trend"

"",,,,"Year",,,,
"District","School","Assignment Category","Educator Type","2010-11","2011-12","2012-13","2013-14","2014-15"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","General Education - Paraprofessional Instructional Assistants","Non-Certified",0.0,0.0,0.0,0.0,0.0
="Amistad Academy District",="Amistad Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,5.0,7.0,13.0,10.5
="Andover School District",="Andover Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5,0.5,3.5,3.0,2.0
="Ansonia School District",="Ansonia High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,5.0,4.0,4.0,3.0
,="Ansonia Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0,22.5,18.0,22.0,9.0
,="Mead School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,6.5,2.0,4.0,9.5
,="Prendergast School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,8.0,3.0,6.0,7.0
="Area Cooperative Educational Services",="Thomas Edison Magnet Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,5.0,5.0,5.0
,="Wintergreen Interdistrict Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.9,6.3,6.0,7.0,5.5
="Ashford School District",="Ashford School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,6.5,9.0,6.5,7.0
="Avon School District",="Avon High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,4.9,3.7,4.0,7.0
,="Avon Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,2.2,1.1,2.0,2.0
,="Pine Grove School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,4.2,2.0,4.3,5.8
,="Roaring Brook School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,3.7,3.7,3.3,5.3
,="Thompson Brook School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,2.0
="Barkhamsted School District",="Barkhamsted Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.6,3.8,2.8,2.8,2.8
="Berlin School District",="Berlin High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,4.0,3.8,2.9,2.9
,="Catherine M. McGee Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,1.9,1.8,1.9,0.9
,="Emma Hart Willard School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,2.6,4.2,4.2,6.3
,="Mary E. Griswold School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.8,5.4,4.5,5.7
,="Richard D. Hubbard School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.7,4.9,5.2,5.2,5.9
="Bethany School District",="Bethany Community School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.8,1.8,1.8,2.1,1.5
="Bethel School District",="Anna H. Rockwell School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,5.0,5.0,5.0
,="Bethel High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,2.0,2.0,2.0
,="Bethel Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Frank A. Berry School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,5.0,4.0,5.0
,="Ralph M. T. Johnson School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,1.0
="Bloomfield School District",="Bloomfield High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,6.0,3.0,4.0,4.0
,="Carmen Arace Intermediate School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,4.0,4.0,4.5
,="Carmen Arace Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,5.5,3.0,4.0,4.5
,="J. P. Vincent School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,.,.,.
,"Laurel School","General Education - Paraprofessional Instructional Assistants","Non-Certified",6.0,.,4.0,5.0,5.0
,="The Big Picture High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,.,.,.
,"Wintonbury Early Childhood Magnet School","General Education - Paraprofessional Instructional Assistants","Non-Certified",14.0,15.0,16.0,16.0,19.0
,="Metacomet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",.,5.0,3.0,4.0,5.0
,="Global Experience Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,0.0,0.0,0.0
,="Learning Academy at Bloomfield",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,0.0,0.0
="Bolton School District",="Bolton Center School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8,5.2,3.2,8.8,8.5
,="Bolton High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.4,0.4,0.0,0.0,0.0
