"FTE Staffing Report for Trend"

"",,,"Year",,,,
"District","Assignment Category","Educator Type","2010-11","2011-12","2012-13","2013-14","2014-15"
"State of Connecticut","Administrators  Coordinators and Department Chairs - District Central Office","Certified",889.5,908.0,902.5,943.8,969.1
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",2372.7,2394.0,2438.2,2531.7,2613.2
,="Counselors  Social Workers  and School Psychologists",="Certified",3144.1,3155.7,3162.8,3250.8,3348.9
,="General Education - Teachers and Instructors",="Certified",35955.7,35948.6,36037.4,36206.3,36130.6
,="Instructional Specialists Who Support Teachers",="Certified",1981.0,1985.8,2019.1,2052.2,2207.0
,="Library/Media - Specialists (Certified)",="Certified",779.2,754.9,740.1,747.7,741.5
,="Special Education - Teachers and Instructors",="Certified",5760.8,5806.7,5833.1,5859.6,5826.1

