"FTE Staffing Report for 2007-08"

"District","School","Assignment Category","Educator Type","FTE Count"
"Andover School District","Andover Elementary School","Instructional Specialists Who Support Teachers","Certified",1.4
="Ansonia School District",="Ansonia High School",="Instructional Specialists Who Support Teachers",="Certified",0.1
,="Ansonia Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.2
,="Mead School",="Instructional Specialists Who Support Teachers",="Certified",2.2
,="Prendergast School",="Instructional Specialists Who Support Teachers",="Certified",3.5
="Area Cooperative Educational Services",="A. C. E. S. Special Education Town Campus Learning Center",="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Mill Road School",="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Village School",="Instructional Specialists Who Support Teachers",="Certified",5.4
,="Whitney High School East",="Instructional Specialists Who Support Teachers",="Certified",0.2
,="Whitney High School West",="Instructional Specialists Who Support Teachers",="Certified",0.6
,="Wintergreen Interdistrict Magnet School",="Instructional Specialists Who Support Teachers",="Certified",2.3
="Ashford School District",="Ashford School",="Instructional Specialists Who Support Teachers",="Certified",3.4
="Avon School District",="Avon High School",="Instructional Specialists Who Support Teachers",="Certified",0.8
,="Avon Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.8
,="Pine Grove School",="Instructional Specialists Who Support Teachers",="Certified",3.6
,="Roaring Brook School",="Instructional Specialists Who Support Teachers",="Certified",4.1
,="Thompson Brook School",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Barkhamsted School District",="Barkhamsted Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.2
="Berlin School District",="Berlin High School",="Instructional Specialists Who Support Teachers",="Certified",2.8
,="Catherine M. McGee Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Emma Hart Willard School",="Instructional Specialists Who Support Teachers",="Certified",3.5
,="Mary E. Griswold School",="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Richard D. Hubbard School",="Instructional Specialists Who Support Teachers",="Certified",1.5
="Bethany School District",="Bethany Community School",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Bethel School District",="Anna H. Rockwell School",="Instructional Specialists Who Support Teachers",="Certified",1.5
,="Bethel Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Frank A. Berry School",="Instructional Specialists Who Support Teachers",="Certified",2.5
