"FTE Staffing Report for 2009-10"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","General Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Amistad Academy District",="Amistad Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
="Andover School District",="Andover Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Ansonia School District",="Ansonia High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Ansonia Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
,="Mead School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Prendergast School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Area Cooperative Educational Services",="Collaborative Alternative Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Thomas Edison Magnet Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Wintergreen Interdistrict Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Ashford School District",="Ashford School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
="Avon School District",="Avon High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Avon Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Pine Grove School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.9
,="Roaring Brook School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Thompson Brook School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Barkhamsted School District",="Barkhamsted Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.7
="Berlin School District",="Berlin High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Catherine M. McGee Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
,="Emma Hart Willard School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.4
,="Mary E. Griswold School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.7
,="Richard D. Hubbard School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
="Bethany School District",="Bethany Community School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.8
="Bethel School District",="Anna H. Rockwell School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Bethel High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Bethel Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Frank A. Berry School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Ralph M. T. Johnson School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Bloomfield School District",="Bloomfield High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Carmen Arace Intermediate School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Carmen Arace Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="J. P. Vincent School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Laurel School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Metacomet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="The Big Picture High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Wintonbury Early Childhood Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
="Bolton School District",="Bolton Center School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.1
,="Bolton High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.6
="Branford School District",="Branford High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.5
,="Francis Walsh Intermediate School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="John B. Sliney School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.7
,="Mary R. Tisko School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.3
,="Mary T. Murphy School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.4
="Bridgeport Achievement First District",="Achievement First Bridgeport Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Bridgeport School District",="Barnum School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Bassick High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Beardsley School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Black Rock School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Blackham School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Bryant School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Central High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Cesar Batalla School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Classical Studies Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Columbus School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Cross School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Curiale School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Dunbar School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Edison School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Geraldine Johnson School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Hall School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Hallen School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Harding High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="High Horizons Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Hooker School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Jettie S. Tisdale School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Longfellow School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Luis Munoz Marin School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Madison School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Multicultural Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Park City Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Read School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Roosevelt School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Skane Center",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Waltersville School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Winthrop School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Bristol School District",="Bristol Central High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Bristol Eastern High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.1
,="Chippens Hill Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Clara T. O'Connell School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Clarence A. Bingham School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Edgewood School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Ellen P. Hubbell School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Greene-Hills School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Ivy Drive School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.1
,="John J. Jennings School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Memorial Boulevard Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.5
,="Mountain View School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.2
,="Northeast Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="South Side School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Stafford School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Brookfield School District",="Brookfield High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Center Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.7
,="Huckleberry Hill Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
