"FTE Staffing Report for 2010-11"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",35.0
="Amistad Academy District",="Amistad Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.0
="Andover School District",="Andover Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.4
="Ansonia School District",="Ansonia High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.0
,="Ansonia Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.9
,="Mead School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0
,="Prendergast School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.5
="Area Cooperative Educational Services",="Thomas Edison Magnet Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0
,="Wintergreen Interdistrict Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0
="Ashford School District",="Ashford School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.3
="Avon School District",="Avon High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.5
,="Avon Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0
,="Pine Grove School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.8
,="Roaring Brook School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0
,="Thompson Brook School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.0
="Barkhamsted School District",="Barkhamsted Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.6
="Berlin School District",="Berlin High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.8
,="Catherine M. McGee Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.6
,="Emma Hart Willard School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.3
,="Mary E. Griswold School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.8
,="Richard D. Hubbard School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0
="Bethany School District",="Bethany Community School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.3
="Bethel School District",="Anna H. Rockwell School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.6
,="Bethel High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.6
,="Bethel Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.6
,="Frank A. Berry School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.6
,="Ralph M. T. Johnson School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.6
="Bloomfield School District",="Bloomfield High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.0
,="Carmen Arace Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5
,="Carmen Arace Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5
,="J. P. Vincent School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.3
,="Laurel School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0
,="The Big Picture High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.1
,="Wintonbury Early Childhood Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.3
="Bolton School District",="Bolton Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.1
,="Bolton High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.2
="Bozrah School District",="Fields Memorial School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.2
="Branford School District",="Branford High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",34.9
,="Francis Walsh Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.0
,="John B. Sliney School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.9
,="Mary R. Tisko School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.4
,="Mary T. Murphy School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.5
="Bridgeport Achievement First District",="Achievement First Bridgeport Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.5
="Bridgeport School District",="Barnum School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.0
,="Bassick High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",45.0
,="Beardsley School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0
,="Black Rock School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5
