"FTE Staffing Report for 2007-08"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Andover School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Ansonia School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
="Area Cooperative Educational Services",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
="Ashford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5
="Avon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Barkhamsted School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.2
="Berlin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",40.6
="Bethany School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.8
="Bethel School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.0
="Bloomfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
="Bolton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.3
="Bozrah School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
="Branford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",55.0
="Bridgeport Achievement First District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Bridgeport School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",169.0
="Bristol School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",113.5
="Brookfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.0
="Brooklyn School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.9
="Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
="Canterbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.7
="Canton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.0
="Capitol Region Education Council",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",40.6
="Chaplin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Cheshire School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",87.4
="Chester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.8
="Clinton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.9
="Colchester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",49.0
="Colebrook School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.3
="Columbia School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
="Common Ground High School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Connecticut Technical High School System",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",58.7
="Cooperative Educational Services",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Cornwall School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.4
="Coventry School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.8
="Cromwell School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
="Danbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",161.0
="Darien School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",61.3
="Deep River School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
="Derby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.0
