"FTE Staffing Report for 2008-09"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Special Education - Teachers and Instructors","Certified",2.0
="Andover School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Ansonia School District",="Special Education - Teachers and Instructors",="Certified",23.0
="Area Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",88.3
="Ashford School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Avon School District",="Special Education - Teachers and Instructors",="Certified",28.0
="Barkhamsted School District",="Special Education - Teachers and Instructors",="Certified",2.1
="Berlin School District",="Special Education - Teachers and Instructors",="Certified",36.2
="Bethany School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Bethel School District",="Special Education - Teachers and Instructors",="Certified",34.6
="Bloomfield School District",="Special Education - Teachers and Instructors",="Certified",26.3
="Bolton School District",="Special Education - Teachers and Instructors",="Certified",6.6
="Bozrah School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Branford School District",="Special Education - Teachers and Instructors",="Certified",31.5
="Bridgeport School District",="Special Education - Teachers and Instructors",="Certified",221.5
="Bristol School District",="Special Education - Teachers and Instructors",="Certified",78.7
="Brookfield School District",="Special Education - Teachers and Instructors",="Certified",18.3
="Brooklyn School District",="Special Education - Teachers and Instructors",="Certified",5.0
="Canaan School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Canterbury School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Canton School District",="Special Education - Teachers and Instructors",="Certified",14.8
="Capitol Region Education Council",="Special Education - Teachers and Instructors",="Certified",113.4
="Chaplin School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Charter School for Young Children on Asylum Hill District",="Special Education - Teachers and Instructors",="Certified",1.0
="Cheshire School District",="Special Education - Teachers and Instructors",="Certified",45.5
="Chester School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Clinton School District",="Special Education - Teachers and Instructors",="Certified",26.0
="Colchester School District",="Special Education - Teachers and Instructors",="Certified",27.5
="Colebrook School District",="Special Education - Teachers and Instructors",="Certified",1.6
