"FTE Staffing Report for 2013-14"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Special Education - Teachers and Instructors","Certified",6.0
="Amistad Academy District",="Special Education - Teachers and Instructors",="Certified",11.0
="Andover School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Ansonia School District",="Special Education - Teachers and Instructors",="Certified",21.0
="Area Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",87.0
="Ashford School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Avon School District",="Special Education - Teachers and Instructors",="Certified",28.8
="Barkhamsted School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Berlin School District",="Special Education - Teachers and Instructors",="Certified",35.1
="Bethany School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Bethel School District",="Special Education - Teachers and Instructors",="Certified",33.8
="Bloomfield School District",="Special Education - Teachers and Instructors",="Certified",22.0
="Bolton School District",="Special Education - Teachers and Instructors",="Certified",7.8
="Bozrah School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Branford School District",="Special Education - Teachers and Instructors",="Certified",33.0
="Bridgeport Achievement First District",="Special Education - Teachers and Instructors",="Certified",4.5
="Bridgeport School District",="Special Education - Teachers and Instructors",="Certified",217.0
="Bristol School District",="Special Education - Teachers and Instructors",="Certified",78.7
="Brookfield School District",="Special Education - Teachers and Instructors",="Certified",22.6
="Brooklyn School District",="Special Education - Teachers and Instructors",="Certified",7.0
="Canaan School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Canterbury School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Canton School District",="Special Education - Teachers and Instructors",="Certified",15.6
="Capitol Region Education Council",="Special Education - Teachers and Instructors",="Certified",146.6
="Chaplin School District",="Special Education - Teachers and Instructors",="Certified",2.0
="Cheshire School District",="Special Education - Teachers and Instructors",="Certified",46.4
="Chester School District",="Special Education - Teachers and Instructors",="Certified",3.8
="Clinton School District",="Special Education - Teachers and Instructors",="Certified",26.0
="Colchester School District",="Special Education - Teachers and Instructors",="Certified",23.0
="Colebrook School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Columbia School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Common Ground High School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Connecticut Technical High School System",="Special Education - Teachers and Instructors",="Certified",65.6
="Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",67.8
="Cornwall School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Coventry School District",="Special Education - Teachers and Instructors",="Certified",22.9
="Cromwell School District",="Special Education - Teachers and Instructors",="Certified",22.0
="Danbury School District",="Special Education - Teachers and Instructors",="Certified",95.0
="Darien School District",="Special Education - Teachers and Instructors",="Certified",65.8
="Deep River School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Department of Mental Health and Addiction Services",="Special Education - Teachers and Instructors",="Certified",1.0
="Department of Social Services",="Special Education - Teachers and Instructors",="Certified",35.0
="Derby School District",="Special Education - Teachers and Instructors",="Certified",15.6
="East Granby School District",="Special Education - Teachers and Instructors",="Certified",10.0
="East Haddam School District",="Special Education - Teachers and Instructors",="Certified",14.1
="East Hampton School District",="Special Education - Teachers and Instructors",="Certified",23.6
="East Hartford School District",="Special Education - Teachers and Instructors",="Certified",75.6
="East Haven School District",="Special Education - Teachers and Instructors",="Certified",31.0
="East Lyme School District",="Special Education - Teachers and Instructors",="Certified",35.9
="East Windsor School District",="Special Education - Teachers and Instructors",="Certified",17.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Special Education - Teachers and Instructors",="Certified",22.1
="Eastford School District",="Special Education - Teachers and Instructors",="Certified",2.0
="Easton School District",="Special Education - Teachers and Instructors",="Certified",11.3
="EdAdvance",="Special Education - Teachers and Instructors",="Certified",4.3
="Ellington School District",="Special Education - Teachers and Instructors",="Certified",22.6
="Elm City College Preparatory School District",="Special Education - Teachers and Instructors",="Certified",0.8
="Enfield School District",="Special Education - Teachers and Instructors",="Certified",53.8
="Essex School District",="Special Education - Teachers and Instructors",="Certified",10.0
="Explorations District",="Special Education - Teachers and Instructors",="Certified",2.0
="Fairfield School District",="Special Education - Teachers and Instructors",="Certified",103.0
="Farmington School District",="Special Education - Teachers and Instructors",="Certified",36.4
="Franklin School District",="Special Education - Teachers and Instructors",="Certified",1.6
="Glastonbury School District",="Special Education - Teachers and Instructors",="Certified",51.3
="Granby School District",="Special Education - Teachers and Instructors",="Certified",19.8
="Greenwich School District",="Special Education - Teachers and Instructors",="Certified",95.2
="Griswold School District",="Special Education - Teachers and Instructors",="Certified",26.3
="Groton School District",="Special Education - Teachers and Instructors",="Certified",55.3
="Guilford School District",="Special Education - Teachers and Instructors",="Certified",39.5
="Hamden School District",="Special Education - Teachers and Instructors",="Certified",61.0
="Hampton School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Hartford School District",="Special Education - Teachers and Instructors",="Certified",202.7
="Hartland School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Hebron School District",="Special Education - Teachers and Instructors",="Certified",10.5
="Integrated Day Charter School District",="Special Education - Teachers and Instructors",="Certified",2.0
="Interdistrict School for Arts and Comm District",="Special Education - Teachers and Instructors",="Certified",5.0
="Jumoke Academy District",="Special Education - Teachers and Instructors",="Certified",2.0
="Kent School District",="Special Education - Teachers and Instructors",="Certified",2.5
="Killingly School District",="Special Education - Teachers and Instructors",="Certified",27.0
="Learn",="Special Education - Teachers and Instructors",="Certified",36.0
="Lebanon School District",="Special Education - Teachers and Instructors",="Certified",12.0
="Ledyard School District",="Special Education - Teachers and Instructors",="Certified",25.0
="Lisbon School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Litchfield School District",="Special Education - Teachers and Instructors",="Certified",10.0
="Madison School District",="Special Education - Teachers and Instructors",="Certified",35.2
="Manchester School District",="Special Education - Teachers and Instructors",="Certified",65.0
="Mansfield School District",="Special Education - Teachers and Instructors",="Certified",14.5
="Marlborough School District",="Special Education - Teachers and Instructors",="Certified",4.6
="Meriden School District",="Special Education - Teachers and Instructors",="Certified",90.4
="Middletown School District",="Special Education - Teachers and Instructors",="Certified",47.4
="Milford School District",="Special Education - Teachers and Instructors",="Certified",87.9
="Monroe School District",="Special Education - Teachers and Instructors",="Certified",32.3
="Montville School District",="Special Education - Teachers and Instructors",="Certified",32.2
="Naugatuck School District",="Special Education - Teachers and Instructors",="Certified",40.8
="New Beginnings Inc Family Academy District",="Special Education - Teachers and Instructors",="Certified",2.0
="New Britain School District",="Special Education - Teachers and Instructors",="Certified",104.7
="New Canaan School District",="Special Education - Teachers and Instructors",="Certified",35.7
="New Fairfield School District",="Special Education - Teachers and Instructors",="Certified",25.2
="New Hartford School District",="Special Education - Teachers and Instructors",="Certified",6.0
="New Haven School District",="Special Education - Teachers and Instructors",="Certified",209.2
="New London School District",="Special Education - Teachers and Instructors",="Certified",36.0
="New Milford School District",="Special Education - Teachers and Instructors",="Certified",48.0
="Newington School District",="Special Education - Teachers and Instructors",="Certified",32.5
="Newtown School District",="Special Education - Teachers and Instructors",="Certified",36.0
="Norfolk School District",="Special Education - Teachers and Instructors",="Certified",2.0
="North Branford School District",="Special Education - Teachers and Instructors",="Certified",26.8
="North Canaan School District",="Special Education - Teachers and Instructors",="Certified",4.0
="North Haven School District",="Special Education - Teachers and Instructors",="Certified",25.0
="North Stonington School District",="Special Education - Teachers and Instructors",="Certified",9.0
="Norwalk School District",="Special Education - Teachers and Instructors",="Certified",86.3
="Norwich Free Academy District",="Special Education - Teachers and Instructors",="Certified",22.0
="Norwich School District",="Special Education - Teachers and Instructors",="Certified",42.0
="Odyssey Community School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Office of Early Childhood (OEC)",="Special Education - Teachers and Instructors",="Certified",10.0
="Old Saybrook School District",="Special Education - Teachers and Instructors",="Certified",24.6
="Orange School District",="Special Education - Teachers and Instructors",="Certified",10.8
="Oxford School District",="Special Education - Teachers and Instructors",="Certified",20.8
="Park City Prep Charter School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Plainfield School District",="Special Education - Teachers and Instructors",="Certified",32.0
="Plainville School District",="Special Education - Teachers and Instructors",="Certified",32.0
="Plymouth School District",="Special Education - Teachers and Instructors",="Certified",18.0
="Pomfret School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Portland School District",="Special Education - Teachers and Instructors",="Certified",12.0
="Preston School District",="Special Education - Teachers and Instructors",="Certified",4.8
="Putnam School District",="Special Education - Teachers and Instructors",="Certified",17.0
="Redding School District",="Special Education - Teachers and Instructors",="Certified",15.7
="Regional School District 01",="Special Education - Teachers and Instructors",="Certified",6.0
="Regional School District 04",="Special Education - Teachers and Instructors",="Certified",10.0
="Regional School District 05",="Special Education - Teachers and Instructors",="Certified",17.0
="Regional School District 06",="Special Education - Teachers and Instructors",="Certified",9.3
="Regional School District 07",="Special Education - Teachers and Instructors",="Certified",14.2
="Regional School District 08",="Special Education - Teachers and Instructors",="Certified",21.1
="Regional School District 09",="Special Education - Teachers and Instructors",="Certified",8.7
="Regional School District 10",="Special Education - Teachers and Instructors",="Certified",28.4
="Regional School District 11",="Special Education - Teachers and Instructors",="Certified",5.0
="Regional School District 12",="Special Education - Teachers and Instructors",="Certified",13.9
="Regional School District 13",="Special Education - Teachers and Instructors",="Certified",19.2
="Regional School District 14",="Special Education - Teachers and Instructors",="Certified",20.0
