"FTE Staffing Report for 2009-10"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Special Education - Teachers and Instructors","Certified",1.5
="Amistad Academy District",="Special Education - Teachers and Instructors",="Certified",2.8
="Andover School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Ansonia School District",="Special Education - Teachers and Instructors",="Certified",22.0
="Area Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",88.5
="Ashford School District",="Special Education - Teachers and Instructors",="Certified",7.0
="Avon School District",="Special Education - Teachers and Instructors",="Certified",28.0
="Barkhamsted School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Berlin School District",="Special Education - Teachers and Instructors",="Certified",34.3
="Bethany School District",="Special Education - Teachers and Instructors",="Certified",7.0
="Bethel School District",="Special Education - Teachers and Instructors",="Certified",33.5
="Bloomfield School District",="Special Education - Teachers and Instructors",="Certified",25.0
="Bolton School District",="Special Education - Teachers and Instructors",="Certified",7.1
="Bozrah School District",="Special Education - Teachers and Instructors",="Certified",5.4
="Branford School District",="Special Education - Teachers and Instructors",="Certified",30.5
="Bridgeport School District",="Special Education - Teachers and Instructors",="Certified",229.5
="Bristol School District",="Special Education - Teachers and Instructors",="Certified",78.7
="Brookfield School District",="Special Education - Teachers and Instructors",="Certified",20.5
="Brooklyn School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Canaan School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Canterbury School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Canton School District",="Special Education - Teachers and Instructors",="Certified",15.8
="Capitol Region Education Council",="Special Education - Teachers and Instructors",="Certified",116.4
="Chaplin School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Charter School for Young Children on Asylum Hill District",="Special Education - Teachers and Instructors",="Certified",1.0
="Cheshire School District",="Special Education - Teachers and Instructors",="Certified",46.1
="Chester School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Clinton School District",="Special Education - Teachers and Instructors",="Certified",25.1
="Colchester School District",="Special Education - Teachers and Instructors",="Certified",27.5
="Colebrook School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Columbia School District",="Special Education - Teachers and Instructors",="Certified",5.0
="Common Ground High School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Connecticut Technical High School System",="Special Education - Teachers and Instructors",="Certified",62.9
="Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",59.8
="Cornwall School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Coventry School District",="Special Education - Teachers and Instructors",="Certified",20.5
="Cromwell School District",="Special Education - Teachers and Instructors",="Certified",22.5
="Danbury School District",="Special Education - Teachers and Instructors",="Certified",89.7
="Darien School District",="Special Education - Teachers and Instructors",="Certified",58.0
="Deep River School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Department of Mental Health and Addiction Services",="Special Education - Teachers and Instructors",="Certified",2.0
="Department of Social Services",="Special Education - Teachers and Instructors",="Certified",33.0
="Derby School District",="Special Education - Teachers and Instructors",="Certified",11.5
="East Granby School District",="Special Education - Teachers and Instructors",="Certified",8.5
="East Haddam School District",="Special Education - Teachers and Instructors",="Certified",14.0
="East Hampton School District",="Special Education - Teachers and Instructors",="Certified",22.0
="East Hartford School District",="Special Education - Teachers and Instructors",="Certified",76.0
="East Haven School District",="Special Education - Teachers and Instructors",="Certified",28.0
="East Lyme School District",="Special Education - Teachers and Instructors",="Certified",35.1
="East Windsor School District",="Special Education - Teachers and Instructors",="Certified",11.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Special Education - Teachers and Instructors",="Certified",14.0
="Eastford School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Easton School District",="Special Education - Teachers and Instructors",="Certified",11.3
="EdAdvance",="Special Education - Teachers and Instructors",="Certified",4.8
="Ellington School District",="Special Education - Teachers and Instructors",="Certified",22.6
="Elm City College Preparatory School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Enfield School District",="Special Education - Teachers and Instructors",="Certified",54.8
="Essex School District",="Special Education - Teachers and Instructors",="Certified",8.0
="Explorations District",="Special Education - Teachers and Instructors",="Certified",1.0
="Fairfield School District",="Special Education - Teachers and Instructors",="Certified",88.1
="Farmington School District",="Special Education - Teachers and Instructors",="Certified",32.9
="Franklin School District",="Special Education - Teachers and Instructors",="Certified",2.1
="Glastonbury School District",="Special Education - Teachers and Instructors",="Certified",49.1
="Granby School District",="Special Education - Teachers and Instructors",="Certified",16.5
="Greenwich School District",="Special Education - Teachers and Instructors",="Certified",99.9
="Griswold School District",="Special Education - Teachers and Instructors",="Certified",24.1
="Groton School District",="Special Education - Teachers and Instructors",="Certified",55.3
="Guilford School District",="Special Education - Teachers and Instructors",="Certified",32.0
="Hamden School District",="Special Education - Teachers and Instructors",="Certified",61.0
="Hampton School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Hartford School District",="Special Education - Teachers and Instructors",="Certified",188.0
="Hartland School District",="Special Education - Teachers and Instructors",="Certified",1.5
="Hebron School District",="Special Education - Teachers and Instructors",="Certified",11.0
="Integrated Day Charter School District",="Special Education - Teachers and Instructors",="Certified",2.0
="Interdistrict School for Arts and Comm District",="Special Education - Teachers and Instructors",="Certified",4.0
="Jumoke Academy District",="Special Education - Teachers and Instructors",="Certified",0.8
="Kent School District",="Special Education - Teachers and Instructors",="Certified",2.5
="Killingly School District",="Special Education - Teachers and Instructors",="Certified",28.0
="Learn",="Special Education - Teachers and Instructors",="Certified",32.4
="Lebanon School District",="Special Education - Teachers and Instructors",="Certified",12.0
="Ledyard School District",="Special Education - Teachers and Instructors",="Certified",26.0
="Lisbon School District",="Special Education - Teachers and Instructors",="Certified",8.0
="Litchfield School District",="Special Education - Teachers and Instructors",="Certified",8.0
="Madison School District",="Special Education - Teachers and Instructors",="Certified",38.2
="Manchester School District",="Special Education - Teachers and Instructors",="Certified",73.0
="Mansfield School District",="Special Education - Teachers and Instructors",="Certified",16.0
="Marlborough School District",="Special Education - Teachers and Instructors",="Certified",5.0
="Meriden School District",="Special Education - Teachers and Instructors",="Certified",94.2
="Middletown School District",="Special Education - Teachers and Instructors",="Certified",51.6
="Milford School District",="Special Education - Teachers and Instructors",="Certified",93.7
="Monroe School District",="Special Education - Teachers and Instructors",="Certified",38.3
="Montville School District",="Special Education - Teachers and Instructors",="Certified",34.2
="Naugatuck School District",="Special Education - Teachers and Instructors",="Certified",42.0
="New Britain School District",="Special Education - Teachers and Instructors",="Certified",126.5
="New Canaan School District",="Special Education - Teachers and Instructors",="Certified",33.8
="New Fairfield School District",="Special Education - Teachers and Instructors",="Certified",30.4
="New Hartford School District",="Special Education - Teachers and Instructors",="Certified",7.1
="New Haven School District",="Special Education - Teachers and Instructors",="Certified",200.6
="New London School District",="Special Education - Teachers and Instructors",="Certified",41.1
="New Milford School District",="Special Education - Teachers and Instructors",="Certified",50.6
="Newington School District",="Special Education - Teachers and Instructors",="Certified",29.0
="Newtown School District",="Special Education - Teachers and Instructors",="Certified",36.7
="Norfolk School District",="Special Education - Teachers and Instructors",="Certified",2.8
="North Branford School District",="Special Education - Teachers and Instructors",="Certified",24.0
="North Canaan School District",="Special Education - Teachers and Instructors",="Certified",4.0
="North Haven School District",="Special Education - Teachers and Instructors",="Certified",37.0
="North Stonington School District",="Special Education - Teachers and Instructors",="Certified",11.0
="Norwalk School District",="Special Education - Teachers and Instructors",="Certified",90.1
="Norwich Free Academy District",="Special Education - Teachers and Instructors",="Certified",20.0
="Norwich School District",="Special Education - Teachers and Instructors",="Certified",42.0
="Odyssey Community School District",="Special Education - Teachers and Instructors",="Certified",1.5
="Office of Early Childhood (OEC)",="Special Education - Teachers and Instructors",="Certified",26.0
="Old Saybrook School District",="Special Education - Teachers and Instructors",="Certified",20.7
="Orange School District",="Special Education - Teachers and Instructors",="Certified",11.5
="Oxford School District",="Special Education - Teachers and Instructors",="Certified",17.3
