"FTE Staffing Report for 2011-12"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","General Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Amistad Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Andover School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.5
="Ansonia School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.0
="Area Cooperative Educational Services",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.2
="Ashford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
="Avon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.9
="Barkhamsted School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
="Berlin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.1
="Bethany School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.8
="Bethel School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
="Bloomfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",41.5
="Bolton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6
="Bozrah School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Branford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.7
="Bridgeport Achievement First District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
="Bridgeport School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",147.0
="Bristol School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
="Brookfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.7
="Brooklyn School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Canaan School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.7
="Canterbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.1
="Canton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",29.9
="Capitol Region Education Council",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",165.4
="Chaplin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Cheshire School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",45.1
="Chester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
="Clinton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.3
="Colchester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.7
="Colebrook School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Columbia School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Common Ground High School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Connecticut Technical High School System",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
="Cooperative Educational Services",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.8
="Cornwall School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.2
="Coventry School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.7
="Cromwell School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.7
="Danbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",50.2
="Darien School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",31.7
="Deep River School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.1
="Derby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.9
="East Granby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.2
="East Haddam School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="East Hampton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.6
="East Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",92.0
="East Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.5
="East Lyme School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.2
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",48.0
="Eastford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.9
="Easton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.4
="EdAdvance",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0
="Ellington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.8
="Elm City College Preparatory School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Enfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
="Essex School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Explorations District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Fairfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",51.8
="Farmington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.9
="Glastonbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",61.8
="Granby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.4
="Greenwich School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",50.2
