"FTE Staffing Report for 2004-05"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Administrators  Coordinators and Department Chairs - School Level","Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",20.0
,="Special Education - Teachers and Instructors",="Certified",1.0
="Andover School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",25.8
,="Special Education - Teachers and Instructors",="Certified",2.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.3
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Ansonia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.0
,="Counselors  Social Workers  and School Psychologists",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",150.7
,="Special Education - Teachers and Instructors",="Certified",20.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",10.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Area Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.5
,="Counselors  Social Workers  and School Psychologists",="Certified",24.9
,="General Education - Teachers and Instructors",="Certified",129.0
,="Special Education - Teachers and Instructors",="Certified",86.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.7
,="Instructional Specialists Who Support Teachers",="Certified",9.8
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Ashford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.6
,="General Education - Teachers and Instructors",="Certified",37.4
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",2.4
="Avon School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
,="Counselors  Social Workers  and School Psychologists",="Certified",15.8
,="General Education - Teachers and Instructors",="Certified",204.8
,="Special Education - Teachers and Instructors",="Certified",16.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",9.1
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Barkhamsted School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.3
,="General Education - Teachers and Instructors",="Certified",19.7
,="Special Education - Teachers and Instructors",="Certified",2.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.6
,="Instructional Specialists Who Support Teachers",="Certified",0.8
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Berlin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.8
,="Counselors  Social Workers  and School Psychologists",="Certified",17.1
,="General Education - Teachers and Instructors",="Certified",201.9
,="Special Education - Teachers and Instructors",="Certified",31.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.2
,="Instructional Specialists Who Support Teachers",="Certified",9.5
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Bethany School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.1
,="General Education - Teachers and Instructors",="Certified",38.8
,="Special Education - Teachers and Instructors",="Certified",3.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Bethel School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
,="Counselors  Social Workers  and School Psychologists",="Certified",17.6
,="General Education - Teachers and Instructors",="Certified",185.0
,="Special Education - Teachers and Instructors",="Certified",23.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.9
,="Instructional Specialists Who Support Teachers",="Certified",4.9
,="Library/Media - Specialists (Certified)",="Certified",6.0
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.1
,="Counselors  Social Workers  and School Psychologists",="Certified",18.0
,="General Education - Teachers and Instructors",="Certified",166.2
,="Special Education - Teachers and Instructors",="Certified",27.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0
,="Instructional Specialists Who Support Teachers",="Certified",12.7
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Bolton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",5.6
,="General Education - Teachers and Instructors",="Certified",71.6
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",3.5
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Bozrah School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.5
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",19.1
,="Special Education - Teachers and Instructors",="Certified",3.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Branford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.6
,="Counselors  Social Workers  and School Psychologists",="Certified",20.3
,="General Education - Teachers and Instructors",="Certified",236.5
,="Special Education - Teachers and Instructors",="Certified",31.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",7.5
,="Library/Media - Specialists (Certified)",="Certified",7.0
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",69.0
,="Counselors  Social Workers  and School Psychologists",="Certified",110.4
,="General Education - Teachers and Instructors",="Certified",1184.3
,="Special Education - Teachers and Instructors",="Certified",232.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",30.0
,="Instructional Specialists Who Support Teachers",="Certified",44.2
,="Library/Media - Specialists (Certified)",="Certified",18.0
="Bristol School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",28.6
,="Counselors  Social Workers  and School Psychologists",="Certified",34.2
,="General Education - Teachers and Instructors",="Certified",528.7
,="Special Education - Teachers and Instructors",="Certified",72.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.8
,="Instructional Specialists Who Support Teachers",="Certified",21.7
,="Library/Media - Specialists (Certified)",="Certified",5.8
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.2
,="Counselors  Social Workers  and School Psychologists",="Certified",13.1
,="General Education - Teachers and Instructors",="Certified",191.5
,="Special Education - Teachers and Instructors",="Certified",19.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.2
,="Instructional Specialists Who Support Teachers",="Certified",8.3
