"FTE Staffing Report for 2010-11"

"District","Assignment Category","Educator Type","FTE Count"
"State of Connecticut","Administrators  Coordinators and Department Chairs - District Central Office","Certified",889.5
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",2372.7
,="Counselors  Social Workers  and School Psychologists",="Certified",3144.1
,="General Education - Teachers and Instructors",="Certified",35955.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4239.1
,="Instructional Specialists Who Support Teachers",="Certified",1981.1
,="Library/Media - Specialists (Certified)",="Certified",779.2
,="Library/Media - Support Staff",="Non-Certified",629.6
,="School Nurses",="Non-Certified",1188.1
,="Special Education - Teachers and Instructors",="Certified",5760.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8761.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23859.2

