"FTE Staffing Report for 2011-12"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",31.0
="Amistad Academy District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.0
="Andover School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.4
="Ansonia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",91.5
="Area Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",55.2
="Ashford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.9
="Avon School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",137.7
="Barkhamsted School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.3
="Berlin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",131.4
="Bethany School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.7
="Bethel School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",122.0
="Bloomfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",158.1
="Bolton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",39.8
="Bozrah School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.2
="Branford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",147.6
="Bridgeport Achievement First District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.0
="Bridgeport School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",839.5
="Bristol School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",378.7
="Brookfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",119.1
="Brooklyn School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.0
="Canaan School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
="Canterbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",35.5
="Canton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",86.2
="Capitol Region Education Council",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",570.0
="Chaplin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0
="Cheshire School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",193.0
="Chester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0
="Clinton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",79.3
="Colchester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",115.8
="Colebrook School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0
="Columbia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.0
="Common Ground High School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.1
="Connecticut Technical High School System",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",415.1
="Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",53.7
="Cornwall School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.8
="Coventry School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",82.9
="Cromwell School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",98.9
="Danbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",322.8
="Darien School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",139.3
="Deep River School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.1
="Derby School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",51.0
="East Granby School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.6
="East Haddam School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",64.5
