"FTE Staffing Report for 2004-05"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","School Nurses","Non-Certified",0.2
="Andover School District",="School Nurses",="Non-Certified",1.0
="Ansonia School District",="School Nurses",="Non-Certified",4.0
="Area Cooperative Educational Services",="School Nurses",="Non-Certified",3.6
="Ashford School District",="School Nurses",="Non-Certified",1.2
="Avon School District",="School Nurses",="Non-Certified",5.0
="Barkhamsted School District",="School Nurses",="Non-Certified",1.0
="Berlin School District",="School Nurses",="Non-Certified",5.5
="Bethany School District",="School Nurses",="Non-Certified",1.0
="Bethel School District",="School Nurses",="Non-Certified",6.0
="Bloomfield School District",="School Nurses",="Non-Certified",5.0
="Bolton School District",="School Nurses",="Non-Certified",2.0
="Bozrah School District",="School Nurses",="Non-Certified",1.0
="Branford School District",="School Nurses",="Non-Certified",7.0
="Bridgeport School District",="School Nurses",="Non-Certified",28.1
="Bristol School District",="School Nurses",="Non-Certified",12.0
="Brookfield School District",="School Nurses",="Non-Certified",7.2
="Brooklyn School District",="School Nurses",="Non-Certified",2.0
="Canaan School District",="School Nurses",="Non-Certified",1.0
="Canterbury School District",="School Nurses",="Non-Certified",2.0
="Canton School District",="School Nurses",="Non-Certified",3.0
="Capitol Region Education Council",="School Nurses",="Non-Certified",10.0
="Chaplin School District",="School Nurses",="Non-Certified",1.0
="Cheshire School District",="School Nurses",="Non-Certified",7.4
="Chester School District",="School Nurses",="Non-Certified",1.0
="Clinton School District",="School Nurses",="Non-Certified",3.8
="Colchester School District",="School Nurses",="Non-Certified",4.5
="Colebrook School District",="School Nurses",="Non-Certified",0.9
="Columbia School District",="School Nurses",="Non-Certified",2.0
="Common Ground High School District",="School Nurses",="Non-Certified",0.0
="Connecticut Technical High School System",="School Nurses",="Non-Certified",18.0
="Cooperative Educational Services",="School Nurses",="Non-Certified",1.0
="Cornwall School District",="School Nurses",="Non-Certified",0.9
="Coventry School District",="School Nurses",="Non-Certified",4.0
="Cromwell School District",="School Nurses",="Non-Certified",3.0
="Danbury School District",="School Nurses",="Non-Certified",19.0
="Darien School District",="School Nurses",="Non-Certified",9.5
="Deep River School District",="School Nurses",="Non-Certified",1.0
="Derby School District",="School Nurses",="Non-Certified",3.0
="East Granby School District",="School Nurses",="Non-Certified",2.9
="East Haddam School District",="School Nurses",="Non-Certified",4.0
="East Hampton School District",="School Nurses",="Non-Certified",4.0
="East Hartford School District",="School Nurses",="Non-Certified",19.0
="East Haven School District",="School Nurses",="Non-Certified",10.0
="East Lyme School District",="School Nurses",="Non-Certified",5.0
