"FTE Staffing Report for 2010-11"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","General Education - Teachers and Instructors","Certified",50.6
="Amistad Academy District",="General Education - Teachers and Instructors",="Certified",72.1
="Andover School District",="General Education - Teachers and Instructors",="Certified",26.3
="Ansonia School District",="General Education - Teachers and Instructors",="Certified",147.0
="Area Cooperative Educational Services",="General Education - Teachers and Instructors",="Certified",116.7
="Ashford School District",="General Education - Teachers and Instructors",="Certified",39.5
="Avon School District",="General Education - Teachers and Instructors",="Certified",204.3
="Barkhamsted School District",="General Education - Teachers and Instructors",="Certified",21.2
="Berlin School District",="General Education - Teachers and Instructors",="Certified",199.6
="Bethany School District",="General Education - Teachers and Instructors",="Certified",37.9
="Bethel School District",="General Education - Teachers and Instructors",="Certified",189.8
="Bloomfield School District",="General Education - Teachers and Instructors",="Certified",177.0
="Bolton School District",="General Education - Teachers and Instructors",="Certified",63.5
="Bozrah School District",="General Education - Teachers and Instructors",="Certified",18.0
="Branford School District",="General Education - Teachers and Instructors",="Certified",236.3
="Bridgeport Achievement First District",="General Education - Teachers and Instructors",="Certified",29.9
="Bridgeport School District",="General Education - Teachers and Instructors",="Certified",1133.3
="Bristol School District",="General Education - Teachers and Instructors",="Certified",503.9
="Brookfield School District",="General Education - Teachers and Instructors",="Certified",177.6
="Brooklyn School District",="General Education - Teachers and Instructors",="Certified",57.4
="Canaan School District",="General Education - Teachers and Instructors",="Certified",11.1
="Canterbury School District",="General Education - Teachers and Instructors",="Certified",38.8
="Canton School District",="General Education - Teachers and Instructors",="Certified",104.6
="Capitol Region Education Council",="General Education - Teachers and Instructors",="Certified",323.5
="Chaplin School District",="General Education - Teachers and Instructors",="Certified",15.9
="Charter School for Young Children on Asylum Hill District",="General Education - Teachers and Instructors",="Certified",12.9
="Cheshire School District",="General Education - Teachers and Instructors",="Certified",270.8
="Chester School District",="General Education - Teachers and Instructors",="Certified",22.6
="Clinton School District",="General Education - Teachers and Instructors",="Certified",140.1
="Colchester School District",="General Education - Teachers and Instructors",="Certified",195.3
="Colebrook School District",="General Education - Teachers and Instructors",="Certified",8.2
="Columbia School District",="General Education - Teachers and Instructors",="Certified",41.8
="Common Ground High School District",="General Education - Teachers and Instructors",="Certified",12.5
="Connecticut Technical High School System",="General Education - Teachers and Instructors",="Certified",933.8
="Cooperative Educational Services",="General Education - Teachers and Instructors",="Certified",41.5
="Cornwall School District",="General Education - Teachers and Instructors",="Certified",14.8
="Coventry School District",="General Education - Teachers and Instructors",="Certified",108.2
="Cromwell School District",="General Education - Teachers and Instructors",="Certified",128.7
="Danbury School District",="General Education - Teachers and Instructors",="Certified",575.5
="Darien School District",="General Education - Teachers and Instructors",="Certified",322.7
="Deep River School District",="General Education - Teachers and Instructors",="Certified",26.6
="Derby School District",="General Education - Teachers and Instructors",="Certified",89.4
