"FTE Staffing Report for 2004-05"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Administrators  Coordinators and Department Chairs - School Level","Certified",1.0
="Andover School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Ansonia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.0
="Area Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.5
="Ashford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Avon School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
="Barkhamsted School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Berlin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.8
="Bethany School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Bethel School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.1
="Bolton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
="Bozrah School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.5
="Branford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.6
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",69.0
="Bristol School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",28.6
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.2
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.7
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.4
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",17.0
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",18.5
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.6
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.1
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",0.4
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.5
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Connecticut Technical High School System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",69.0
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
