"FTE Staffing Report for 2014-15"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","School Nurses","Non-Certified",1.0
="Amistad Academy District",="School Nurses",="Non-Certified",4.5
="Andover School District",="School Nurses",="Non-Certified",1.0
="Ansonia School District",="School Nurses",="Non-Certified",4.5
="Area Cooperative Educational Services",="School Nurses",="Non-Certified",5.5
="Ashford School District",="School Nurses",="Non-Certified",1.0
="Avon School District",="School Nurses",="Non-Certified",6.2
="Barkhamsted School District",="School Nurses",="Non-Certified",1.0
="Berlin School District",="School Nurses",="Non-Certified",6.0
="Bethany School District",="School Nurses",="Non-Certified",1.0
="Bethel School District",="School Nurses",="Non-Certified",6.0
="Bloomfield School District",="School Nurses",="Non-Certified",6.0
="Bolton School District",="School Nurses",="Non-Certified",2.5
="Bozrah School District",="School Nurses",="Non-Certified",1.0
="Branford School District",="School Nurses",="Non-Certified",6.0
="Brass City Charter School District",="School Nurses",="Non-Certified",0.2
="Bridgeport School District",="School Nurses",="Non-Certified",30.7
="Bristol School District",="School Nurses",="Non-Certified",16.0
="Brookfield School District",="School Nurses",="Non-Certified",7.0
="Brooklyn School District",="School Nurses",="Non-Certified",2.0
="Canaan School District",="School Nurses",="Non-Certified",0.8
="Canterbury School District",="School Nurses",="Non-Certified",2.0
="Canton School District",="School Nurses",="Non-Certified",2.0
="Capitol Region Education Council",="School Nurses",="Non-Certified",18.5
="Chaplin School District",="School Nurses",="Non-Certified",1.0
="Cheshire School District",="School Nurses",="Non-Certified",8.1
="Chester School District",="School Nurses",="Non-Certified",1.0
="Clinton School District",="School Nurses",="Non-Certified",3.8
="Colchester School District",="School Nurses",="Non-Certified",4.5
="Colebrook School District",="School Nurses",="Non-Certified",1.0
="Columbia School District",="School Nurses",="Non-Certified",1.0
="Common Ground High School District",="School Nurses",="Non-Certified",0.3
="Connecticut Technical High School System",="School Nurses",="Non-Certified",21.0
="Cooperative Educational Services",="School Nurses",="Non-Certified",1.0
="Cornwall School District",="School Nurses",="Non-Certified",0.8
="Coventry School District",="School Nurses",="Non-Certified",4.0
="Cromwell School District",="School Nurses",="Non-Certified",4.0
="Danbury School District",="School Nurses",="Non-Certified",22.4
="Darien School District",="School Nurses",="Non-Certified",12.0
="Deep River School District",="School Nurses",="Non-Certified",1.0
="Derby School District",="School Nurses",="Non-Certified",4.3
="East Granby School District",="School Nurses",="Non-Certified",3.0
="East Haddam School District",="School Nurses",="Non-Certified",3.5
="East Hampton School District",="School Nurses",="Non-Certified",4.0
="East Hartford School District",="School Nurses",="Non-Certified",19.2
="East Haven School District",="School Nurses",="Non-Certified",9.0
="East Lyme School District",="School Nurses",="Non-Certified",5.0
="East Windsor School District",="School Nurses",="Non-Certified",6.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="School Nurses",="Non-Certified",0.5
="Eastford School District",="School Nurses",="Non-Certified",1.0
="Easton School District",="School Nurses",="Non-Certified",2.0
="EdAdvance",="School Nurses",="Non-Certified",0.0
="Ellington School District",="School Nurses",="Non-Certified",6.0
="Elm City College Preparatory School District",="School Nurses",="Non-Certified",1.0
="Elm City Montessori School District",="School Nurses",="Non-Certified",0.1
="Enfield School District",="School Nurses",="Non-Certified",15.0
="Essex School District",="School Nurses",="Non-Certified",1.0
="Explorations District",="School Nurses",="Non-Certified",1.0
="Fairfield School District",="School Nurses",="Non-Certified",20.4
="Farmington School District",="School Nurses",="Non-Certified",7.0
="Franklin School District",="School Nurses",="Non-Certified",1.0
="Glastonbury School District",="School Nurses",="Non-Certified",12.7
="Granby School District",="School Nurses",="Non-Certified",5.0
="Great Oaks Charter School District",="School Nurses",="Non-Certified",0.5
="Greenwich School District",="School Nurses",="Non-Certified",16.7
="Griswold School District",="School Nurses",="Non-Certified",3.0
="Groton School District",="School Nurses",="Non-Certified",10.0
="Guilford School District",="School Nurses",="Non-Certified",7.9
="Hamden School District",="School Nurses",="Non-Certified",12.0
="Hampton School District",="School Nurses",="Non-Certified",1.0
="Hartford School District",="School Nurses",="Non-Certified",57.1
="Hartland School District",="School Nurses",="Non-Certified",1.0
="Hebron School District",="School Nurses",="Non-Certified",2.0
