"FTE Staffing Report for 2014-15"

"District","Assignment Category","Educator Type","FTE Count"
"Andover School District","Instructional Specialists Who Support Teachers","Certified",1.4
="Ansonia School District",="Instructional Specialists Who Support Teachers",="Certified",5.0
="Area Cooperative Educational Services",="Instructional Specialists Who Support Teachers",="Certified",15.3
="Ashford School District",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Avon School District",="Instructional Specialists Who Support Teachers",="Certified",9.1
="Barkhamsted School District",="Instructional Specialists Who Support Teachers",="Certified",0.5
="Berlin School District",="Instructional Specialists Who Support Teachers",="Certified",10.2
="Bethany School District",="Instructional Specialists Who Support Teachers",="Certified",1.6
="Bethel School District",="Instructional Specialists Who Support Teachers",="Certified",8.8
="Bloomfield School District",="Instructional Specialists Who Support Teachers",="Certified",15.0
="Bolton School District",="Instructional Specialists Who Support Teachers",="Certified",3.0
="Bozrah School District",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Branford School District",="Instructional Specialists Who Support Teachers",="Certified",6.0
="Bridgeport School District",="Instructional Specialists Who Support Teachers",="Certified",72.2
="Bristol School District",="Instructional Specialists Who Support Teachers",="Certified",29.5
="Brookfield School District",="Instructional Specialists Who Support Teachers",="Certified",5.0
="Brooklyn School District",="Instructional Specialists Who Support Teachers",="Certified",2.0
="Canaan School District",="Instructional Specialists Who Support Teachers",="Certified",0.5
="Canterbury School District",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Canton School District",="Instructional Specialists Who Support Teachers",="Certified",6.9
="Capitol Region Education Council",="Instructional Specialists Who Support Teachers",="Certified",56.7
="Chaplin School District",="Instructional Specialists Who Support Teachers",="Certified",2.0
="Cheshire School District",="Instructional Specialists Who Support Teachers",="Certified",14.9
="Chester School District",="Instructional Specialists Who Support Teachers",="Certified",0.9
="Clinton School District",="Instructional Specialists Who Support Teachers",="Certified",7.6
="Colchester School District",="Instructional Specialists Who Support Teachers",="Certified",12.0
="Colebrook School District",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Columbia School District",="Instructional Specialists Who Support Teachers",="Certified",4.4
="Cooperative Educational Services",="Instructional Specialists Who Support Teachers",="Certified",15.3
="Cornwall School District",="Instructional Specialists Who Support Teachers",="Certified",0.5
="Coventry School District",="Instructional Specialists Who Support Teachers",="Certified",7.4
="Cromwell School District",="Instructional Specialists Who Support Teachers",="Certified",8.0
="Danbury School District",="Instructional Specialists Who Support Teachers",="Certified",48.3
="Darien School District",="Instructional Specialists Who Support Teachers",="Certified",29.1
="Deep River School District",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Derby School District",="Instructional Specialists Who Support Teachers",="Certified",3.0
="East Granby School District",="Instructional Specialists Who Support Teachers",="Certified",1.4
="East Haddam School District",="Instructional Specialists Who Support Teachers",="Certified",4.0
="East Hampton School District",="Instructional Specialists Who Support Teachers",="Certified",4.4
="East Hartford School District",="Instructional Specialists Who Support Teachers",="Certified",49.4
="East Haven School District",="Instructional Specialists Who Support Teachers",="Certified",15.8
="East Lyme School District",="Instructional Specialists Who Support Teachers",="Certified",4.0
="East Windsor School District",="Instructional Specialists Who Support Teachers",="Certified",5.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Instructional Specialists Who Support Teachers",="Certified",3.7
="Easton School District",="Instructional Specialists Who Support Teachers",="Certified",6.6
="Ellington School District",="Instructional Specialists Who Support Teachers",="Certified",12.2
="Enfield School District",="Instructional Specialists Who Support Teachers",="Certified",15.1
="Essex School District",="Instructional Specialists Who Support Teachers",="Certified",5.1
="Fairfield School District",="Instructional Specialists Who Support Teachers",="Certified",69.4
="Farmington School District",="Instructional Specialists Who Support Teachers",="Certified",19.9
="Franklin School District",="Instructional Specialists Who Support Teachers",="Certified",0.8
="Glastonbury School District",="Instructional Specialists Who Support Teachers",="Certified",12.8
="Granby School District",="Instructional Specialists Who Support Teachers",="Certified",10.7
="Greenwich School District",="Instructional Specialists Who Support Teachers",="Certified",47.9
="Griswold School District",="Instructional Specialists Who Support Teachers",="Certified",8.5
="Groton School District",="Instructional Specialists Who Support Teachers",="Certified",12.0
="Guilford School District",="Instructional Specialists Who Support Teachers",="Certified",15.0
="Hamden School District",="Instructional Specialists Who Support Teachers",="Certified",33.9
="Hartford School District",="Instructional Specialists Who Support Teachers",="Certified",166.4
="Hebron School District",="Instructional Specialists Who Support Teachers",="Certified",6.0
="Highville Charter School District",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Integrated Day Charter School District",="Instructional Specialists Who Support Teachers",="Certified",4.0
="Interdistrict School for Arts and Comm District",="Instructional Specialists Who Support Teachers",="Certified",0.8
="Jumoke Academy District",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Kent School District",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Killingly School District",="Instructional Specialists Who Support Teachers",="Certified",7.1
="Learn",="Instructional Specialists Who Support Teachers",="Certified",23.2
="Lebanon School District",="Instructional Specialists Who Support Teachers",="Certified",2.2
