"FTE Staffing Report for 2002-03"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Library/Media - Support Staff","Non-Certified",0.0
="Andover School District",="Library/Media - Support Staff",="Non-Certified",0.1
="Ansonia School District",="Library/Media - Support Staff",="Non-Certified",5.0
="Area Cooperative Educational Services",="Library/Media - Support Staff",="Non-Certified",0.0
="Ashford School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Avon School District",="Library/Media - Support Staff",="Non-Certified",8.0
="Barkhamsted School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Berlin School District",="Library/Media - Support Staff",="Non-Certified",5.0
="Bethany School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Bethel School District",="Library/Media - Support Staff",="Non-Certified",6.0
="Bloomfield School District",="Library/Media - Support Staff",="Non-Certified",5.0
="Bolton School District",="Library/Media - Support Staff",="Non-Certified",2.0
="Bozrah School District",="Library/Media - Support Staff",="Non-Certified",0.6
="Branford School District",="Library/Media - Support Staff",="Non-Certified",4.1
="Bridgeport School District",="Library/Media - Support Staff",="Non-Certified",18.2
="Bristol School District",="Library/Media - Support Staff",="Non-Certified",13.0
="Brookfield School District",="Library/Media - Support Staff",="Non-Certified",6.0
="Brooklyn School District",="Library/Media - Support Staff",="Non-Certified",0.9
="Canaan School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Canterbury School District",="Library/Media - Support Staff",="Non-Certified",2.0
="Canton School District",="Library/Media - Support Staff",="Non-Certified",3.2
="Capitol Region Education Council",="Library/Media - Support Staff",="Non-Certified",0.0
="Chaplin School District",="Library/Media - Support Staff",="Non-Certified",2.0
="Cheshire School District",="Library/Media - Support Staff",="Non-Certified",14.5
="Chester School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Clinton School District",="Library/Media - Support Staff",="Non-Certified",1.8
="Colchester School District",="Library/Media - Support Staff",="Non-Certified",3.0
="Colebrook School District",="Library/Media - Support Staff",="Non-Certified",0.9
="Columbia School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Common Ground High School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Connecticut Technical High School System",="Library/Media - Support Staff",="Non-Certified",0.0
="Cooperative Educational Services",="Library/Media - Support Staff",="Non-Certified",1.0
="Cornwall School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Coventry School District",="Library/Media - Support Staff",="Non-Certified",3.0
="Cromwell School District",="Library/Media - Support Staff",="Non-Certified",3.5
="Danbury School District",="Library/Media - Support Staff",="Non-Certified",10.0
="Darien School District",="Library/Media - Support Staff",="Non-Certified",10.0
="Deep River School District",="Library/Media - Support Staff",="Non-Certified",0.5
="Derby School District",="Library/Media - Support Staff",="Non-Certified",1.0
="East Granby School District",="Library/Media - Support Staff",="Non-Certified",1.1
="East Haddam School District",="Library/Media - Support Staff",="Non-Certified",3.0
="East Hampton School District",="Library/Media - Support Staff",="Non-Certified",3.8
="East Hartford School District",="Library/Media - Support Staff",="Non-Certified",14.0
="East Haven School District",="Library/Media - Support Staff",="Non-Certified",4.5
="East Lyme School District",="Library/Media - Support Staff",="Non-Certified",5.5
="East Windsor School District",="Library/Media - Support Staff",="Non-Certified",3.5
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Library/Media - Support Staff",="Non-Certified",0.0
="Eastford School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Easton School District",="Library/Media - Support Staff",="Non-Certified",3.2
="EdAdvance",="Library/Media - Support Staff",="Non-Certified",0.0
="Ellington School District",="Library/Media - Support Staff",="Non-Certified",4.4
="Enfield School District",="Library/Media - Support Staff",="Non-Certified",13.5
="Essex School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Explorations District",="Library/Media - Support Staff",="Non-Certified",0.0
="Fairfield School District",="Library/Media - Support Staff",="Non-Certified",17.5
="Farmington School District",="Library/Media - Support Staff",="Non-Certified",5.0
="Franklin School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Glastonbury School District",="Library/Media - Support Staff",="Non-Certified",11.4
="Granby School District",="Library/Media - Support Staff",="Non-Certified",5.5
="Greenwich School District",="Library/Media - Support Staff",="Non-Certified",18.5
="Griswold School District",="Library/Media - Support Staff",="Non-Certified",2.0
="Groton School District",="Library/Media - Support Staff",="Non-Certified",14.6
="Guilford School District",="Library/Media - Support Staff",="Non-Certified",4.0
="Hamden School District",="Library/Media - Support Staff",="Non-Certified",3.0
="Hampton School District",="Library/Media - Support Staff",="Non-Certified",0.5
="Hartford School District",="Library/Media - Support Staff",="Non-Certified",6.0
="Hartland School District",="Library/Media - Support Staff",="Non-Certified",0.6
="Highville Mustard Seed Charter School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Integrated Day Charter School District",="Library/Media - Support Staff",="Non-Certified",0.8
="Interdistrict School for Arts and Comm District",="Library/Media - Support Staff",="Non-Certified",0.0
="Jumoke Academy District",="Library/Media - Support Staff",="Non-Certified",0.0
="Kent School District",="Library/Media - Support Staff",="Non-Certified",0.6
="Killingly School District",="Library/Media - Support Staff",="Non-Certified",5.0
="Learn",="Library/Media - Support Staff",="Non-Certified",3.4
="Lebanon School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Ledyard School District",="Library/Media - Support Staff",="Non-Certified",6.4
="Lisbon School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Litchfield School District",="Library/Media - Support Staff",="Non-Certified",2.0
="Madison School District",="Library/Media - Support Staff",="Non-Certified",5.0
="Manchester School District",="Library/Media - Support Staff",="Non-Certified",10.6
="Mansfield School District",="Library/Media - Support Staff",="Non-Certified",6.0
="Marlborough School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Meriden School District",="Library/Media - Support Staff",="Non-Certified",3.3
="Middletown School District",="Library/Media - Support Staff",="Non-Certified",9.0
="Milford School District",="Library/Media - Support Staff",="Non-Certified",9.9
="Monroe School District",="Library/Media - Support Staff",="Non-Certified",9.0
="Montville School District",="Library/Media - Support Staff",="Non-Certified",6.1
="Naugatuck School District",="Library/Media - Support Staff",="Non-Certified",2.0
="New Britain School District",="Library/Media - Support Staff",="Non-Certified",5.2
="New Canaan School District",="Library/Media - Support Staff",="Non-Certified",1.8
="New Fairfield School District",="Library/Media - Support Staff",="Non-Certified",3.0
="New Hartford School District",="Library/Media - Support Staff",="Non-Certified",0.5
="New Haven School District",="Library/Media - Support Staff",="Non-Certified",1.0
="New London School District",="Library/Media - Support Staff",="Non-Certified",5.0
="New Milford School District",="Library/Media - Support Staff",="Non-Certified",6.0
="Newington School District",="Library/Media - Support Staff",="Non-Certified",3.0
="Newtown School District",="Library/Media - Support Staff",="Non-Certified",4.7
="Norfolk School District",="Library/Media - Support Staff",="Non-Certified",1.0
="North Branford School District",="Library/Media - Support Staff",="Non-Certified",3.0
="North Canaan School District",="Library/Media - Support Staff",="Non-Certified",1.0
="North Haven School District",="Library/Media - Support Staff",="Non-Certified",4.0
="North Stonington School District",="Library/Media - Support Staff",="Non-Certified",2.4
="Norwalk School District",="Library/Media - Support Staff",="Non-Certified",14.1
="Norwich Free Academy District",="Library/Media - Support Staff",="Non-Certified",3.0
="Norwich School District",="Library/Media - Support Staff",="Non-Certified",10.0
="Odyssey Community School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Old Saybrook School District",="Library/Media - Support Staff",="Non-Certified",2.0
="Orange School District",="Library/Media - Support Staff",="Non-Certified",2.0
="Oxford School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Plainfield School District",="Library/Media - Support Staff",="Non-Certified",6.0
="Plainville School District",="Library/Media - Support Staff",="Non-Certified",5.8
="Plymouth School District",="Library/Media - Support Staff",="Non-Certified",4.0
="Pomfret School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Portland School District",="Library/Media - Support Staff",="Non-Certified",3.6
="Preston School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Putnam School District",="Library/Media - Support Staff",="Non-Certified",4.0
="Redding School District",="Library/Media - Support Staff",="Non-Certified",3.0
="Regional School District 04",="Library/Media - Support Staff",="Non-Certified",2.0
="Regional School District 05",="Library/Media - Support Staff",="Non-Certified",3.0
="Regional School District 06",="Library/Media - Support Staff",="Non-Certified",3.4
="Regional School District 07",="Library/Media - Support Staff",="Non-Certified",1.5
="Regional School District 08",="Library/Media - Support Staff",="Non-Certified",3.8
="Regional School District 09",="Library/Media - Support Staff",="Non-Certified",4.0
="Regional School District 10",="Library/Media - Support Staff",="Non-Certified",7.0
="Regional School District 11",="Library/Media - Support Staff",="Non-Certified",0.3
="Regional School District 12",="Library/Media - Support Staff",="Non-Certified",5.0
="Regional School District 13",="Library/Media - Support Staff",="Non-Certified",6.5
="Regional School District 14",="Library/Media - Support Staff",="Non-Certified",4.5
="Regional School District 15",="Library/Media - Support Staff",="Non-Certified",8.0
="Regional School District 16",="Library/Media - Support Staff",="Non-Certified",7.0
="Regional School District 17",="Library/Media - Support Staff",="Non-Certified",8.5
="Regional School District 18",="Library/Media - Support Staff",="Non-Certified",2.0
="Regional School District 19",="Library/Media - Support Staff",="Non-Certified",2.0
="Ridgefield School District",="Library/Media - Support Staff",="Non-Certified",6.0
="Rocky Hill School District",="Library/Media - Support Staff",="Non-Certified",3.2
="Salem School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Scotland School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Seymour School District",="Library/Media - Support Staff",="Non-Certified",3.5
="Sharon School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Shelton School District",="Library/Media - Support Staff",="Non-Certified",9.0
="Sherman School District",="Library/Media - Support Staff",="Non-Certified",1.0
