"FTE Staffing Report for 2008-09"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Administrators  Coordinators and Department Chairs - School Level","Certified",6.0
="Amistad Academy District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
="Andover School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Ansonia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.0
="Area Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",13.0
="Ashford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
="Avon School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
="Barkhamsted School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Berlin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
="Bethany School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Bethel School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.3
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
="Bolton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
="Bozrah School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",0.8
="Branford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.8
="Bridgeport Achievement First District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",67.0
="Bristol School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",29.0
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.2
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.4
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",26.8
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Charter School for Young Children on Asylum Hill District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",19.6
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.4
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Connecticut Technical High School System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",90.7
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
="Cornwall School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Coventry School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.2
="Cromwell School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.4
="Danbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",29.0
="Darien School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",21.3
="Deep River School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Derby School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.2
="East Granby School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.7
="East Haddam School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.0
="East Hampton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.2
="East Hartford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",30.0
="East Haven School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",17.2
="East Lyme School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.7
="East Windsor School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.3
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.2
="Eastford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Easton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.0
="Ellington School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.0
="Elm City College Preparatory School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.0
="Enfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",28.4
="Essex School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Explorations District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Fairfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",39.4
="Farmington School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",15.4
="Franklin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Glastonbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",28.4
="Granby School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.5
="Greenwich School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",41.7
="Griswold School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.4
="Groton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",24.8
="Guilford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",17.6
="Hamden School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",19.2
="Hampton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",0.8
="Hartford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",108.0
="Hartland School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Hebron School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
="Highville Charter School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Integrated Day Charter School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Interdistrict School for Arts and Comm District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
