"FTE Staffing Report for 2007-08"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","General Education - Teachers and Instructors","Certified",36.0
="Andover School District",="General Education - Teachers and Instructors",="Certified",25.3
="Ansonia School District",="General Education - Teachers and Instructors",="Certified",147.0
="Area Cooperative Educational Services",="General Education - Teachers and Instructors",="Certified",124.3
="Ashford School District",="General Education - Teachers and Instructors",="Certified",37.6
="Avon School District",="General Education - Teachers and Instructors",="Certified",212.4
="Barkhamsted School District",="General Education - Teachers and Instructors",="Certified",20.7
="Berlin School District",="General Education - Teachers and Instructors",="Certified",196.7
="Bethany School District",="General Education - Teachers and Instructors",="Certified",38.4
="Bethel School District",="General Education - Teachers and Instructors",="Certified",189.4
="Bloomfield School District",="General Education - Teachers and Instructors",="Certified",169.2
="Bolton School District",="General Education - Teachers and Instructors",="Certified",68.5
="Bozrah School District",="General Education - Teachers and Instructors",="Certified",20.0
="Branford School District",="General Education - Teachers and Instructors",="Certified",239.8
="Bridgeport Achievement First District",="General Education - Teachers and Instructors",="Certified",5.0
="Bridgeport School District",="General Education - Teachers and Instructors",="Certified",1185.2
="Bristol School District",="General Education - Teachers and Instructors",="Certified",529.9
="Brookfield School District",="General Education - Teachers and Instructors",="Certified",182.2
="Brooklyn School District",="General Education - Teachers and Instructors",="Certified",59.6
="Canaan School District",="General Education - Teachers and Instructors",="Certified",11.5
="Canterbury School District",="General Education - Teachers and Instructors",="Certified",39.5
="Canton School District",="General Education - Teachers and Instructors",="Certified",97.7
="Capitol Region Education Council",="General Education - Teachers and Instructors",="Certified",182.9
="Chaplin School District",="General Education - Teachers and Instructors",="Certified",19.0
="Cheshire School District",="General Education - Teachers and Instructors",="Certified",299.7
="Chester School District",="General Education - Teachers and Instructors",="Certified",25.9
="Clinton School District",="General Education - Teachers and Instructors",="Certified",147.5
="Colchester School District",="General Education - Teachers and Instructors",="Certified",186.5
="Colebrook School District",="General Education - Teachers and Instructors",="Certified",7.9
="Columbia School District",="General Education - Teachers and Instructors",="Certified",48.0
="Common Ground High School District",="General Education - Teachers and Instructors",="Certified",11.0
="Connecticut Technical High School System",="General Education - Teachers and Instructors",="Certified",1031.0
="Cooperative Educational Services",="General Education - Teachers and Instructors",="Certified",37.1
="Cornwall School District",="General Education - Teachers and Instructors",="Certified",14.7
="Coventry School District",="General Education - Teachers and Instructors",="Certified",123.1
="Cromwell School District",="General Education - Teachers and Instructors",="Certified",130.3
="Danbury School District",="General Education - Teachers and Instructors",="Certified",594.5
="Darien School District",="General Education - Teachers and Instructors",="Certified",320.3
="Deep River School District",="General Education - Teachers and Instructors",="Certified",28.7
="Derby School District",="General Education - Teachers and Instructors",="Certified",93.8
="East Granby School District",="General Education - Teachers and Instructors",="Certified",61.0
="East Haddam School District",="General Education - Teachers and Instructors",="Certified",87.4
="East Hampton School District",="General Education - Teachers and Instructors",="Certified",124.2
="East Hartford School District",="General Education - Teachers and Instructors",="Certified",477.6
="East Haven School District",="General Education - Teachers and Instructors",="Certified",236.2
="East Lyme School District",="General Education - Teachers and Instructors",="Certified",207.2
="East Windsor School District",="General Education - Teachers and Instructors",="Certified",95.2
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="General Education - Teachers and Instructors",="Certified",8.1
="Eastford School District",="General Education - Teachers and Instructors",="Certified",12.3
="Easton School District",="General Education - Teachers and Instructors",="Certified",73.7
="EdAdvance",="General Education - Teachers and Instructors",="Certified",5.5
="Ellington School District",="General Education - Teachers and Instructors",="Certified",153.1
="Elm City College Preparatory School",="General Education - Teachers and Instructors",="Certified",35.0
="Enfield School District",="General Education - Teachers and Instructors",="Certified",431.1
="Essex School District",="General Education - Teachers and Instructors",="Certified",41.2
="Explorations District",="General Education - Teachers and Instructors",="Certified",5.8
="Fairfield School District",="General Education - Teachers and Instructors",="Certified",659.8
="Farmington School District",="General Education - Teachers and Instructors",="Certified",287.1
="Franklin School District",="General Education - Teachers and Instructors",="Certified",16.5
="Glastonbury School District",="General Education - Teachers and Instructors",="Certified",426.7
="Granby School District",="General Education - Teachers and Instructors",="Certified",136.9
="Greenwich School District",="General Education - Teachers and Instructors",="Certified",629.9
