"FTE Staffing Report for 2010-11"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","General Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Amistad Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Andover School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
="Ansonia School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",45.5
="Area Cooperative Educational Services",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.3
="Ashford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
="Avon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5
="Barkhamsted School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.6
="Berlin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.7
="Bethany School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.8
="Bethel School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
="Bloomfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",38.0
="Bolton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.2
="Bozrah School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Branford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0
="Bridgeport Achievement First District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Bridgeport School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",152.0
="Bristol School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Brookfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.7
="Brooklyn School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.8
="Canaan School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.8
="Canterbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.1
="Canton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.3
="Capitol Region Education Council",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",135.7
="Chaplin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Charter School for Young Children on Asylum Hill District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
="Cheshire School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",41.8
="Chester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
="Clinton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4
="Colchester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.8
="Colebrook School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Columbia School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Common Ground High School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Connecticut Technical High School System",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Cooperative Educational Services",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.6
="Cornwall School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.2
="Coventry School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.2
="Cromwell School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.5
="Danbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",61.5
="Darien School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",32.9
="Deep River School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.9
="Derby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
="East Granby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.2
="East Haddam School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
="East Hampton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.5
="East Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",92.0
="East Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.9
="East Lyme School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",40.4
="East Windsor School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.5
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",38.0
="Eastford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
="Easton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.2
="EdAdvance",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",31.1
="Ellington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.1
="Elm City College Preparatory School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Enfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Essex School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
="Explorations District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Fairfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",67.1
="Farmington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.2
="Franklin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
