"FTE Staffing Report for 2009-10"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",21.0
="Amistad Academy District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.9
="Andover School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.9
="Ansonia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",96.8
="Area Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",60.0
="Ashford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.2
="Avon School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",123.5
="Barkhamsted School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.4
="Berlin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",119.1
="Bethany School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.9
="Bethel School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",128.0
="Bloomfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",182.0
="Bolton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",40.0
="Bozrah School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.4
="Branford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",161.0
="Bridgeport Achievement First District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0
="Bridgeport School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",880.5
="Bristol School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",379.8
="Brookfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",63.6
="Brooklyn School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",40.7
="Canaan School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
="Canterbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",32.3
="Canton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",84.5
="Capitol Region Education Council",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",329.9
="Chaplin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5
="Charter School for Young Children on Asylum Hill District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.8
="Cheshire School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",184.0
="Chester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.6
="Clinton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",78.2
="Colchester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",123.9
="Colebrook School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.2
="Columbia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.0
="Common Ground High School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.3
="Connecticut Technical High School System",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",378.0
="Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",58.0
="Cornwall School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.8
="Coventry School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",83.5
="Cromwell School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",97.9
="Danbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",340.5
="Darien School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",148.8
="Deep River School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.9
="Derby School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",50.4
="East Granby School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.2
="East Haddam School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",72.0
="East Hampton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",94.6
="East Hartford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",368.5
="East Haven School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",158.4
="East Lyme School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",132.5
="East Windsor School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",45.5
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",115.7
="Eastford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5
="Easton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",33.3
="EdAdvance",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",169.7
="Ellington School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",105.2
="Elm City College Preparatory School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.0
="Enfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",246.8
="Essex School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.4
="Explorations District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.5
="Fairfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",437.3
