"FTE Staffing Report for 2013-14"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",31.0
="Amistad Academy District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.0
="Andover School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.4
="Ansonia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",91.2
="Area Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",50.3
="Ashford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.0
="Avon School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",118.3
="Barkhamsted School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.6
="Berlin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",106.8
="Bethany School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.9
="Bethel School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",118.4
="Bloomfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",145.0
="Bolton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",47.7
="Bozrah School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.2
="Branford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",138.0
="Brass City Charter School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.7
="Bridgeport Achievement First District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.5
="Bridgeport School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",865.1
="Bristol School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",393.9
="Brookfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",118.1
="Brooklyn School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",59.0
="Canaan School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
="Canterbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",35.1
="Canton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",96.3
="Capitol Region Education Council",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",803.4
="Chaplin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0
="Cheshire School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",197.0
="Chester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0
="Clinton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",77.5
="Colchester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",114.5
="Colebrook School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.7
="Columbia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.5
="Common Ground High School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.1
="Connecticut Technical High School System",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",359.7
="Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",46.5
="Cornwall School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.9
="Coventry School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",82.0
="Cromwell School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",95.8
="Danbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",359.3
="Darien School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",149.1
="Deep River School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5
="Derby School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",54.2
