"FTE Staffing Report for 2007-08"

"District","Assignment Category","Educator Type","FTE Count"
"Andover School District","Administrators  Coordinators and Department Chairs - District Central Office","Certified",0.3
="Ansonia School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
="Area Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",10.0
="Avon School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
="Berlin School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
="Bethany School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
="Bethel School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.5
="Bolton School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
="Bozrah School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
="Branford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",32.0
="Bristol School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",18.0
="Brookfield School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
="Canterbury School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
="Canton School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.0
="Chaplin School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.2
="Cheshire School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
="Chester School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
="Clinton School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.5
="Colchester School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
="Colebrook School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
="Columbia School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
="Connecticut Technical High School System",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",13.0
