"FTE Staffing Report for 2012-13"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","General Education - Teachers and Instructors","Certified",63.6
="Amistad Academy District",="General Education - Teachers and Instructors",="Certified",72.1
="Andover School District",="General Education - Teachers and Instructors",="Certified",24.7
="Ansonia School District",="General Education - Teachers and Instructors",="Certified",139.6
="Area Cooperative Educational Services",="General Education - Teachers and Instructors",="Certified",116.8
="Ashford School District",="General Education - Teachers and Instructors",="Certified",38.6
="Avon School District",="General Education - Teachers and Instructors",="Certified",207.5
="Barkhamsted School District",="General Education - Teachers and Instructors",="Certified",20.5
="Berlin School District",="General Education - Teachers and Instructors",="Certified",204.9
="Bethany School District",="General Education - Teachers and Instructors",="Certified",36.9
="Bethel School District",="General Education - Teachers and Instructors",="Certified",191.6
="Bloomfield School District",="General Education - Teachers and Instructors",="Certified",183.2
="Bolton School District",="General Education - Teachers and Instructors",="Certified",61.3
="Bozrah School District",="General Education - Teachers and Instructors",="Certified",18.5
="Branford School District",="General Education - Teachers and Instructors",="Certified",244.8
="Bridgeport Achievement First District",="General Education - Teachers and Instructors",="Certified",48.0
="Bridgeport School District",="General Education - Teachers and Instructors",="Certified",1076.9
="Bristol School District",="General Education - Teachers and Instructors",="Certified",464.1
="Brookfield School District",="General Education - Teachers and Instructors",="Certified",179.2
="Brooklyn School District",="General Education - Teachers and Instructors",="Certified",58.5
="Canaan School District",="General Education - Teachers and Instructors",="Certified",11.8
="Canterbury School District",="General Education - Teachers and Instructors",="Certified",39.0
="Canton School District",="General Education - Teachers and Instructors",="Certified",102.9
="Capitol Region Education Council",="General Education - Teachers and Instructors",="Certified",465.4
="Chaplin School District",="General Education - Teachers and Instructors",="Certified",15.4
="Cheshire School District",="General Education - Teachers and Instructors",="Certified",276.2
="Chester School District",="General Education - Teachers and Instructors",="Certified",19.9
="Clinton School District",="General Education - Teachers and Instructors",="Certified",142.9
="Colchester School District",="General Education - Teachers and Instructors",="Certified",181.4
="Colebrook School District",="General Education - Teachers and Instructors",="Certified",8.2
="Columbia School District",="General Education - Teachers and Instructors",="Certified",38.0
="Common Ground High School District",="General Education - Teachers and Instructors",="Certified",15.2
="Connecticut Technical High School System",="General Education - Teachers and Instructors",="Certified",949.1
="Cooperative Educational Services",="General Education - Teachers and Instructors",="Certified",47.1
="Cornwall School District",="General Education - Teachers and Instructors",="Certified",15.2
="Coventry School District",="General Education - Teachers and Instructors",="Certified",117.7
="Cromwell School District",="General Education - Teachers and Instructors",="Certified",130.8
="Danbury School District",="General Education - Teachers and Instructors",="Certified",586.3
="Darien School District",="General Education - Teachers and Instructors",="Certified",329.2
="Deep River School District",="General Education - Teachers and Instructors",="Certified",26.6
="Derby School District",="General Education - Teachers and Instructors",="Certified",86.2
="East Granby School District",="General Education - Teachers and Instructors",="Certified",63.9
="East Haddam School District",="General Education - Teachers and Instructors",="Certified",89.7
="East Hampton School District",="General Education - Teachers and Instructors",="Certified",121.6
="East Hartford School District",="General Education - Teachers and Instructors",="Certified",452.6
="East Haven School District",="General Education - Teachers and Instructors",="Certified",203.4
="East Lyme School District",="General Education - Teachers and Instructors",="Certified",197.2
="East Windsor School District",="General Education - Teachers and Instructors",="Certified",93.9
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="General Education - Teachers and Instructors",="Certified",27.2
="Eastford School District",="General Education - Teachers and Instructors",="Certified",13.4
="Easton School District",="General Education - Teachers and Instructors",="Certified",65.4
="EdAdvance",="General Education - Teachers and Instructors",="Certified",5.0
="Ellington School District",="General Education - Teachers and Instructors",="Certified",158.0
="Elm City College Preparatory School District",="General Education - Teachers and Instructors",="Certified",40.0
="Enfield School District",="General Education - Teachers and Instructors",="Certified",373.0
="Essex School District",="General Education - Teachers and Instructors",="Certified",36.3
="Explorations District",="General Education - Teachers and Instructors",="Certified",7.1
="Fairfield School District",="General Education - Teachers and Instructors",="Certified",692.3
="Farmington School District",="General Education - Teachers and Instructors",="Certified",272.3
="Franklin School District",="General Education - Teachers and Instructors",="Certified",13.5
="Glastonbury School District",="General Education - Teachers and Instructors",="Certified",418.4
="Granby School District",="General Education - Teachers and Instructors",="Certified",131.2
="Greenwich School District",="General Education - Teachers and Instructors",="Certified",632.9
="Griswold School District",="General Education - Teachers and Instructors",="Certified",113.7
="Groton School District",="General Education - Teachers and Instructors",="Certified",354.2
="Guilford School District",="General Education - Teachers and Instructors",="Certified",239.7
="Hamden School District",="General Education - Teachers and Instructors",="Certified",400.9
="Hampton School District",="General Education - Teachers and Instructors",="Certified",11.4
="Hartford School District",="General Education - Teachers and Instructors",="Certified",1350.6
="Hartland School District",="General Education - Teachers and Instructors",="Certified",18.4
="Hebron School District",="General Education - Teachers and Instructors",="Certified",60.2
="Highville Charter School District",="General Education - Teachers and Instructors",="Certified",27.0
="Integrated Day Charter School District",="General Education - Teachers and Instructors",="Certified",19.1
="Interdistrict School for Arts and Comm District",="General Education - Teachers and Instructors",="Certified",14.2
="Jumoke Academy District",="General Education - Teachers and Instructors",="Certified",31.0
="Kent School District",="General Education - Teachers and Instructors",="Certified",24.1
="Killingly School District",="General Education - Teachers and Instructors",="Certified",173.2
="Learn",="General Education - Teachers and Instructors",="Certified",113.1
="Lebanon School District",="General Education - Teachers and Instructors",="Certified",83.6
="Ledyard School District",="General Education - Teachers and Instructors",="Certified",162.4
="Lisbon School District",="General Education - Teachers and Instructors",="Certified",33.3
="Litchfield School District",="General Education - Teachers and Instructors",="Certified",87.0
="Madison School District",="General Education - Teachers and Instructors",="Certified",228.9
="Manchester School District",="General Education - Teachers and Instructors",="Certified",452.9
="Mansfield School District",="General Education - Teachers and Instructors",="Certified",103.4
="Marlborough School District",="General Education - Teachers and Instructors",="Certified",35.5
="Meriden School District",="General Education - Teachers and Instructors",="Certified",481.5
="Middletown School District",="General Education - Teachers and Instructors",="Certified",307.3
="Milford School District",="General Education - Teachers and Instructors",="Certified",444.2
="Monroe School District",="General Education - Teachers and Instructors",="Certified",205.8
="Montville School District",="General Education - Teachers and Instructors",="Certified",167.4
="Naugatuck School District",="General Education - Teachers and Instructors",="Certified",250.2
="New Beginnings Inc Family Academy District",="General Education - Teachers and Instructors",="Certified",27.0
="New Britain School District",="General Education - Teachers and Instructors",="Certified",515.1
="New Canaan School District",="General Education - Teachers and Instructors",="Certified",301.1
="New Fairfield School District",="General Education - Teachers and Instructors",="Certified",177.2
="New Hartford School District",="General Education - Teachers and Instructors",="Certified",30.3
="New Haven School District",="General Education - Teachers and Instructors",="Certified",1410.6
="New London School District",="General Education - Teachers and Instructors",="Certified",166.1
="New Milford School District",="General Education - Teachers and Instructors",="Certified",278.5
="Newington School District",="General Education - Teachers and Instructors",="Certified",264.7
="Newtown School District",="General Education - Teachers and Instructors",="Certified",331.6
="Norfolk School District",="General Education - Teachers and Instructors",="Certified",9.5
="North Branford School District",="General Education - Teachers and Instructors",="Certified",135.3
="North Canaan School District",="General Education - Teachers and Instructors",="Certified",28.7
="North Haven School District",="General Education - Teachers and Instructors",="Certified",234.3
="North Stonington School District",="General Education - Teachers and Instructors",="Certified",64.0
="Norwalk School District",="General Education - Teachers and Instructors",="Certified",685.3
="Norwich Free Academy District",="General Education - Teachers and Instructors",="Certified",141.7
="Norwich School District",="General Education - Teachers and Instructors",="Certified",190.0
="Odyssey Community School District",="General Education - Teachers and Instructors",="Certified",25.8
="Old Saybrook School District",="General Education - Teachers and Instructors",="Certified",113.5
="Orange School District",="General Education - Teachers and Instructors",="Certified",87.7
="Oxford School District",="General Education - Teachers and Instructors",="Certified",121.9
="Park City Prep Charter School District",="General Education - Teachers and Instructors",="Certified",15.0
="Plainfield School District",="General Education - Teachers and Instructors",="Certified",146.0
="Plainville School District",="General Education - Teachers and Instructors",="Certified",174.4
="Plymouth School District",="General Education - Teachers and Instructors",="Certified",113.8
="Pomfret School District",="General Education - Teachers and Instructors",="Certified",36.0
="Portland School District",="General Education - Teachers and Instructors",="Certified",91.5
="Preston School District",="General Education - Teachers and Instructors",="Certified",29.8
="Project Oceanology",="General Education - Teachers and Instructors",="Certified",5.5
="Putnam School District",="General Education - Teachers and Instructors",="Certified",83.4
="Redding School District",="General Education - Teachers and Instructors",="Certified",81.4
="Regional School District 01",="General Education - Teachers and Instructors",="Certified",36.4
="Regional School District 04",="General Education - Teachers and Instructors",="Certified",71.1
="Regional School District 05",="General Education - Teachers and Instructors",="Certified",170.6
="Regional School District 06",="General Education - Teachers and Instructors",="Certified",75.1
="Regional School District 07",="General Education - Teachers and Instructors",="Certified",74.7
="Regional School District 08",="General Education - Teachers and Instructors",="Certified",114.3
="Regional School District 09",="General Education - Teachers and Instructors",="Certified",66.9
="Regional School District 10",="General Education - Teachers and Instructors",="Certified",172.4
="Regional School District 11",="General Education - Teachers and Instructors",="Certified",25.9
="Regional School District 12",="General Education - Teachers and Instructors",="Certified",73.1
="Regional School District 13",="General Education - Teachers and Instructors",="Certified",143.0
="Regional School District 14",="General Education - Teachers and Instructors",="Certified",125.1
="Regional School District 15",="General Education - Teachers and Instructors",="Certified",261.1
="Regional School District 16",="General Education - Teachers and Instructors",="Certified",159.4
="Regional School District 17",="General Education - Teachers and Instructors",="Certified",162.4
="Regional School District 18",="General Education - Teachers and Instructors",="Certified",108.1
="Regional School District 19",="General Education - Teachers and Instructors",="Certified",92.6
="Ridgefield School District",="General Education - Teachers and Instructors",="Certified",335.4
="Rocky Hill School District",="General Education - Teachers and Instructors",="Certified",164.8
="Salem School District",="General Education - Teachers and Instructors",="Certified",32.0
="Salisbury School District",="General Education - Teachers and Instructors",="Certified",30.6
="Scotland School District",="General Education - Teachers and Instructors",="Certified",11.6
="Seymour School District",="General Education - Teachers and Instructors",="Certified",140.5
="Sharon School District",="General Education - Teachers and Instructors",="Certified",22.4
="Shelton School District",="General Education - Teachers and Instructors",="Certified",296.6
="Sherman School District",="General Education - Teachers and Instructors",="Certified",29.0
="Side By Side Charter School District",="General Education - Teachers and Instructors",="Certified",14.4
="Simsbury School District",="General Education - Teachers and Instructors",="Certified",292.5
="Somers School District",="General Education - Teachers and Instructors",="Certified",102.2
="South Windsor School District",="General Education - Teachers and Instructors",="Certified",283.9
="Southington School District",="General Education - Teachers and Instructors",="Certified",422.6
="Sprague School District",="General Education - Teachers and Instructors",="Certified",25.0
="Stafford School District",="General Education - Teachers and Instructors",="Certified",121.3
="Stamford Academy District",="General Education - Teachers and Instructors",="Certified",12.0
="Stamford School District",="General Education - Teachers and Instructors",="Certified",1046.4
="Sterling School District",="General Education - Teachers and Instructors",="Certified",32.1
="Stonington School District",="General Education - Teachers and Instructors",="Certified",151.5
