"FTE Staffing Report for 2002-03"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Special Education - Teachers and Instructors","Certified",1.0
="Andover School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Ansonia School District",="Special Education - Teachers and Instructors",="Certified",18.0
="Area Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",90.4
="Ashford School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Avon School District",="Special Education - Teachers and Instructors",="Certified",17.0
="Barkhamsted School District",="Special Education - Teachers and Instructors",="Certified",2.0
="Berlin School District",="Special Education - Teachers and Instructors",="Certified",27.2
="Bethany School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Bethel School District",="Special Education - Teachers and Instructors",="Certified",21.0
="Bloomfield School District",="Special Education - Teachers and Instructors",="Certified",30.5
="Bolton School District",="Special Education - Teachers and Instructors",="Certified",6.0
="Bozrah School District",="Special Education - Teachers and Instructors",="Certified",3.5
="Branford School District",="Special Education - Teachers and Instructors",="Certified",31.8
="Bridgeport School District",="Special Education - Teachers and Instructors",="Certified",216.0
="Bristol School District",="Special Education - Teachers and Instructors",="Certified",67.7
="Brookfield School District",="Special Education - Teachers and Instructors",="Certified",17.8
="Brooklyn School District",="Special Education - Teachers and Instructors",="Certified",7.0
="Canaan School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Canterbury School District",="Special Education - Teachers and Instructors",="Certified",5.0
="Canton School District",="Special Education - Teachers and Instructors",="Certified",10.0
="Capitol Region Education Council",="Special Education - Teachers and Instructors",="Certified",71.3
="Chaplin School District",="Special Education - Teachers and Instructors",="Certified",2.8
="Cheshire School District",="Special Education - Teachers and Instructors",="Certified",45.2
="Chester School District",="Special Education - Teachers and Instructors",="Certified",4.6
="Clinton School District",="Special Education - Teachers and Instructors",="Certified",25.4
="Colchester School District",="Special Education - Teachers and Instructors",="Certified",26.0
="Colebrook School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Columbia School District",="Special Education - Teachers and Instructors",="Certified",5.0
="Connecticut Technical High School System",="Special Education - Teachers and Instructors",="Certified",70.1
="Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",44.3
="Cornwall School District",="Special Education - Teachers and Instructors",="Certified",2.0
="Coventry School District",="Special Education - Teachers and Instructors",="Certified",18.0
="Cromwell School District",="Special Education - Teachers and Instructors",="Certified",20.0
="Danbury School District",="Special Education - Teachers and Instructors",="Certified",89.4
="Darien School District",="Special Education - Teachers and Instructors",="Certified",34.1
="Deep River School District",="Special Education - Teachers and Instructors",="Certified",5.0
="Derby School District",="Special Education - Teachers and Instructors",="Certified",11.0
="East Granby School District",="Special Education - Teachers and Instructors",="Certified",6.0
="East Haddam School District",="Special Education - Teachers and Instructors",="Certified",14.0
="East Hampton School District",="Special Education - Teachers and Instructors",="Certified",22.1
="East Hartford School District",="Special Education - Teachers and Instructors",="Certified",74.6
="East Haven School District",="Special Education - Teachers and Instructors",="Certified",23.6
="East Lyme School District",="Special Education - Teachers and Instructors",="Certified",28.3
="East Windsor School District",="Special Education - Teachers and Instructors",="Certified",9.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Special Education - Teachers and Instructors",="Certified",17.4
="Eastford School District",="Special Education - Teachers and Instructors",="Certified",2.0
="Easton School District",="Special Education - Teachers and Instructors",="Certified",8.6
="EdAdvance",="Special Education - Teachers and Instructors",="Certified",9.0
="Ellington School District",="Special Education - Teachers and Instructors",="Certified",20.7
="Enfield School District",="Special Education - Teachers and Instructors",="Certified",60.8
="Essex School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Fairfield School District",="Special Education - Teachers and Instructors",="Certified",89.9
="Farmington School District",="Special Education - Teachers and Instructors",="Certified",20.2
="Franklin School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Glastonbury School District",="Special Education - Teachers and Instructors",="Certified",44.8
="Granby School District",="Special Education - Teachers and Instructors",="Certified",18.0
="Greenwich School District",="Special Education - Teachers and Instructors",="Certified",81.2
="Griswold School District",="Special Education - Teachers and Instructors",="Certified",22.0
="Groton School District",="Special Education - Teachers and Instructors",="Certified",53.2
="Guilford School District",="Special Education - Teachers and Instructors",="Certified",33.2
="Hamden School District",="Special Education - Teachers and Instructors",="Certified",54.0
="Hampton School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Hartford School District",="Special Education - Teachers and Instructors",="Certified",282.9
="Hartland School District",="Special Education - Teachers and Instructors",="Certified",2.5
