"FTE Staffing Report for 2013-14"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","General Education - Teachers and Instructors","Certified",75.0
="Amistad Academy District",="General Education - Teachers and Instructors",="Certified",89.3
="Andover School District",="General Education - Teachers and Instructors",="Certified",24.7
="Ansonia School District",="General Education - Teachers and Instructors",="Certified",145.0
="Area Cooperative Educational Services",="General Education - Teachers and Instructors",="Certified",114.8
="Ashford School District",="General Education - Teachers and Instructors",="Certified",38.0
="Avon School District",="General Education - Teachers and Instructors",="Certified",212.5
="Barkhamsted School District",="General Education - Teachers and Instructors",="Certified",20.5
="Berlin School District",="General Education - Teachers and Instructors",="Certified",208.5
="Bethany School District",="General Education - Teachers and Instructors",="Certified",36.0
="Bethel School District",="General Education - Teachers and Instructors",="Certified",191.2
="Bloomfield School District",="General Education - Teachers and Instructors",="Certified",181.4
="Bolton School District",="General Education - Teachers and Instructors",="Certified",59.0
="Bozrah School District",="General Education - Teachers and Instructors",="Certified",19.0
="Branford School District",="General Education - Teachers and Instructors",="Certified",236.5
="Brass City Charter School District",="General Education - Teachers and Instructors",="Certified",6.3
="Bridgeport Achievement First District",="General Education - Teachers and Instructors",="Certified",52.5
="Bridgeport School District",="General Education - Teachers and Instructors",="Certified",1107.3
="Bristol School District",="General Education - Teachers and Instructors",="Certified",456.4
="Brookfield School District",="General Education - Teachers and Instructors",="Certified",179.2
="Brooklyn School District",="General Education - Teachers and Instructors",="Certified",59.5
="Canaan School District",="General Education - Teachers and Instructors",="Certified",10.9
="Canterbury School District",="General Education - Teachers and Instructors",="Certified",37.1
="Canton School District",="General Education - Teachers and Instructors",="Certified",99.9
="Capitol Region Education Council",="General Education - Teachers and Instructors",="Certified",522.8
="Chaplin School District",="General Education - Teachers and Instructors",="Certified",15.4
="Cheshire School District",="General Education - Teachers and Instructors",="Certified",279.9
="Chester School District",="General Education - Teachers and Instructors",="Certified",19.5
="Clinton School District",="General Education - Teachers and Instructors",="Certified",142.9
="Colchester School District",="General Education - Teachers and Instructors",="Certified",180.3
="Colebrook School District",="General Education - Teachers and Instructors",="Certified",8.4
="Columbia School District",="General Education - Teachers and Instructors",="Certified",33.4
="Common Ground High School District",="General Education - Teachers and Instructors",="Certified",15.4
="Connecticut Technical High School System",="General Education - Teachers and Instructors",="Certified",957.1
="Cooperative Educational Services",="General Education - Teachers and Instructors",="Certified",46.6
="Cornwall School District",="General Education - Teachers and Instructors",="Certified",15.2
="Coventry School District",="General Education - Teachers and Instructors",="Certified",116.0
="Cromwell School District",="General Education - Teachers and Instructors",="Certified",131.4
="Danbury School District",="General Education - Teachers and Instructors",="Certified",603.7
="Darien School District",="General Education - Teachers and Instructors",="Certified",331.9
="Deep River School District",="General Education - Teachers and Instructors",="Certified",26.8
="Derby School District",="General Education - Teachers and Instructors",="Certified",86.9
="East Granby School District",="General Education - Teachers and Instructors",="Certified",64.7
="East Haddam School District",="General Education - Teachers and Instructors",="Certified",98.4
="East Hampton School District",="General Education - Teachers and Instructors",="Certified",121.4
="East Hartford School District",="General Education - Teachers and Instructors",="Certified",452.5
="East Haven School District",="General Education - Teachers and Instructors",="Certified",195.8
="East Lyme School District",="General Education - Teachers and Instructors",="Certified",200.8
="East Windsor School District",="General Education - Teachers and Instructors",="Certified",87.9
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="General Education - Teachers and Instructors",="Certified",28.3
="Eastford School District",="General Education - Teachers and Instructors",="Certified",13.0
="Easton School District",="General Education - Teachers and Instructors",="Certified",61.8
="EdAdvance",="General Education - Teachers and Instructors",="Certified",5.0
="Ellington School District",="General Education - Teachers and Instructors",="Certified",159.4
="Elm City College Preparatory School District",="General Education - Teachers and Instructors",="Certified",33.0
="Enfield School District",="General Education - Teachers and Instructors",="Certified",371.5
="Essex School District",="General Education - Teachers and Instructors",="Certified",34.1
="Explorations District",="General Education - Teachers and Instructors",="Certified",7.6
="Fairfield School District",="General Education - Teachers and Instructors",="Certified",689.8
="Farmington School District",="General Education - Teachers and Instructors",="Certified",278.2
="Franklin School District",="General Education - Teachers and Instructors",="Certified",11.9
="Glastonbury School District",="General Education - Teachers and Instructors",="Certified",419.3
="Granby School District",="General Education - Teachers and Instructors",="Certified",129.0
="Greenwich School District",="General Education - Teachers and Instructors",="Certified",639.7
="Griswold School District",="General Education - Teachers and Instructors",="Certified",117.9
="Groton School District",="General Education - Teachers and Instructors",="Certified",339.9
="Guilford School District",="General Education - Teachers and Instructors",="Certified",233.6
="Hamden School District",="General Education - Teachers and Instructors",="Certified",402.1
="Hampton School District",="General Education - Teachers and Instructors",="Certified",11.4
="Hartford School District",="General Education - Teachers and Instructors",="Certified",1351.4
="Hartland School District",="General Education - Teachers and Instructors",="Certified",18.4
="Hebron School District",="General Education - Teachers and Instructors",="Certified",57.1
="Highville Charter School District",="General Education - Teachers and Instructors",="Certified",25.8
="Integrated Day Charter School District",="General Education - Teachers and Instructors",="Certified",19.4
="Interdistrict School for Arts and Comm District",="General Education - Teachers and Instructors",="Certified",18.5
="Jumoke Academy District",="General Education - Teachers and Instructors",="Certified",35.0
="Kent School District",="General Education - Teachers and Instructors",="Certified",25.5
="Killingly School District",="General Education - Teachers and Instructors",="Certified",166.4
="Learn",="General Education - Teachers and Instructors",="Certified",140.6
="Lebanon School District",="General Education - Teachers and Instructors",="Certified",83.4
="Ledyard School District",="General Education - Teachers and Instructors",="Certified",163.3
="Lisbon School District",="General Education - Teachers and Instructors",="Certified",29.1
="Litchfield School District",="General Education - Teachers and Instructors",="Certified",85.2
="Madison School District",="General Education - Teachers and Instructors",="Certified",221.8
="Manchester School District",="General Education - Teachers and Instructors",="Certified",450.8
="Mansfield School District",="General Education - Teachers and Instructors",="Certified",99.4
="Marlborough School District",="General Education - Teachers and Instructors",="Certified",34.0
="Meriden School District",="General Education - Teachers and Instructors",="Certified",477.6
="Middletown School District",="General Education - Teachers and Instructors",="Certified",300.5
="Milford School District",="General Education - Teachers and Instructors",="Certified",433.5
="Monroe School District",="General Education - Teachers and Instructors",="Certified",205.9
="Montville School District",="General Education - Teachers and Instructors",="Certified",174.4
="Naugatuck School District",="General Education - Teachers and Instructors",="Certified",253.0
="New Beginnings Inc Family Academy District",="General Education - Teachers and Instructors",="Certified",34.0
="New Britain School District",="General Education - Teachers and Instructors",="Certified",563.1
="New Canaan School District",="General Education - Teachers and Instructors",="Certified",296.8
="New Fairfield School District",="General Education - Teachers and Instructors",="Certified",171.7
="New Hartford School District",="General Education - Teachers and Instructors",="Certified",33.8
="New Haven School District",="General Education - Teachers and Instructors",="Certified",1413.5
="New London School District",="General Education - Teachers and Instructors",="Certified",179.2
="New Milford School District",="General Education - Teachers and Instructors",="Certified",267.8
="Newington School District",="General Education - Teachers and Instructors",="Certified",269.5
="Newtown School District",="General Education - Teachers and Instructors",="Certified",337.0
="Norfolk School District",="General Education - Teachers and Instructors",="Certified",8.3
="North Branford School District",="General Education - Teachers and Instructors",="Certified",132.4
="North Canaan School District",="General Education - Teachers and Instructors",="Certified",28.7
="North Haven School District",="General Education - Teachers and Instructors",="Certified",233.4
="North Stonington School District",="General Education - Teachers and Instructors",="Certified",63.8
="Norwalk School District",="General Education - Teachers and Instructors",="Certified",698.6
="Norwich Free Academy District",="General Education - Teachers and Instructors",="Certified",139.9
="Norwich School District",="General Education - Teachers and Instructors",="Certified",199.0
="Odyssey Community School District",="General Education - Teachers and Instructors",="Certified",25.8
="Old Saybrook School District",="General Education - Teachers and Instructors",="Certified",110.9
="Orange School District",="General Education - Teachers and Instructors",="Certified",82.0
="Oxford School District",="General Education - Teachers and Instructors",="Certified",121.3
="Park City Prep Charter School District",="General Education - Teachers and Instructors",="Certified",15.0
="Plainfield School District",="General Education - Teachers and Instructors",="Certified",142.5
="Plainville School District",="General Education - Teachers and Instructors",="Certified",177.4
="Plymouth School District",="General Education - Teachers and Instructors",="Certified",112.7
="Pomfret School District",="General Education - Teachers and Instructors",="Certified",34.6
="Portland School District",="General Education - Teachers and Instructors",="Certified",91.0
="Preston School District",="General Education - Teachers and Instructors",="Certified",29.8
="Project Oceanology",="General Education - Teachers and Instructors",="Certified",5.5
="Putnam School District",="General Education - Teachers and Instructors",="Certified",83.4
="Redding School District",="General Education - Teachers and Instructors",="Certified",77.4
="Regional School District 01",="General Education - Teachers and Instructors",="Certified",30.8
="Regional School District 04",="General Education - Teachers and Instructors",="Certified",71.4
="Regional School District 05",="General Education - Teachers and Instructors",="Certified",164.7
="Regional School District 06",="General Education - Teachers and Instructors",="Certified",74.9
="Regional School District 07",="General Education - Teachers and Instructors",="Certified",74.2
="Regional School District 08",="General Education - Teachers and Instructors",="Certified",118.9
="Regional School District 09",="General Education - Teachers and Instructors",="Certified",66.2
="Regional School District 10",="General Education - Teachers and Instructors",="Certified",179.9
="Regional School District 11",="General Education - Teachers and Instructors",="Certified",26.0
="Regional School District 12",="General Education - Teachers and Instructors",="Certified",68.1
="Regional School District 13",="General Education - Teachers and Instructors",="Certified",139.3
="Regional School District 14",="General Education - Teachers and Instructors",="Certified",121.3
="Regional School District 15",="General Education - Teachers and Instructors",="Certified",253.7
="Regional School District 16",="General Education - Teachers and Instructors",="Certified",144.3
="Regional School District 17",="General Education - Teachers and Instructors",="Certified",168.0
="Regional School District 18",="General Education - Teachers and Instructors",="Certified",103.3
="Regional School District 19",="General Education - Teachers and Instructors",="Certified",91.6
="Ridgefield School District",="General Education - Teachers and Instructors",="Certified",331.1
="Rocky Hill School District",="General Education - Teachers and Instructors",="Certified",162.5
="Salem School District",="General Education - Teachers and Instructors",="Certified",29.5
="Salisbury School District",="General Education - Teachers and Instructors",="Certified",32.6
="Scotland School District",="General Education - Teachers and Instructors",="Certified",10.8
="Seymour School District",="General Education - Teachers and Instructors",="Certified",138.5
="Sharon School District",="General Education - Teachers and Instructors",="Certified",19.0
="Shelton School District",="General Education - Teachers and Instructors",="Certified",292.3
="Sherman School District",="General Education - Teachers and Instructors",="Certified",30.0
="Side By Side Charter School District",="General Education - Teachers and Instructors",="Certified",14.0
="Simsbury School District",="General Education - Teachers and Instructors",="Certified",285.8
="Somers School District",="General Education - Teachers and Instructors",="Certified",103.3
="South Windsor School District",="General Education - Teachers and Instructors",="Certified",288.8
="Southington School District",="General Education - Teachers and Instructors",="Certified",421.2
="Sprague School District",="General Education - Teachers and Instructors",="Certified",26.0
="Stafford School District",="General Education - Teachers and Instructors",="Certified",119.8
="Stamford Academy District",="General Education - Teachers and Instructors",="Certified",12.0
="Stamford School District",="General Education - Teachers and Instructors",="Certified",1080.3
="Sterling School District",="General Education - Teachers and Instructors",="Certified",31.6
="Stonington School District",="General Education - Teachers and Instructors",="Certified",154.1
="Stratford School District",="General Education - Teachers and Instructors",="Certified",432.6
="Suffield School District",="General Education - Teachers and Instructors",="Certified",157.3
="The Bridge Academy District",="General Education - Teachers and Instructors",="Certified",17.3
="The Gilbert School District",="General Education - Teachers and Instructors",="Certified",41.6
="Thomaston School District",="General Education - Teachers and Instructors",="Certified",66.2
