"FTE Staffing Report for 2011-12"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Amistad Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Andover School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
="Ansonia School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",47.0
="Area Cooperative Educational Services",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.9
="Ashford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.5
="Avon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",83.6
="Barkhamsted School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.7
="Berlin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.7
="Bethany School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.2
="Bethel School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.0
="Bloomfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.0
="Bolton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.5
="Bozrah School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Branford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.7
="Bridgeport Achievement First District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
="Bridgeport School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",223.0
="Bristol School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",105.0
="Brookfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.0
="Brooklyn School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
="Canterbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.4
="Canton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",42.9
="Capitol Region Education Council",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0
="Chaplin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Cheshire School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",82.5
="Chester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Clinton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.8
="Colchester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",54.5
="Colebrook School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Columbia School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
="Common Ground High School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Connecticut Technical High School System",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Cooperative Educational Services",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Cornwall School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.3
="Coventry School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.5
="Cromwell School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
="Danbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",177.8
="Darien School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",50.0
="Deep River School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5
="Derby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.0
="East Granby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",31.4
="East Haddam School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.5
="East Hampton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.3
="East Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",88.0
="East Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.5
="East Lyme School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",95.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Eastford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.7
="Easton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",50.0
="EdAdvance",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Ellington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",57.2
="Elm City College Preparatory School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Enfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",94.5
="Essex School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.1
="Explorations District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Fairfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",140.1
="Farmington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.7
="Glastonbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",88.1
="Granby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.8
="Greenwich School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",131.0
="Griswold School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.5
="Groton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",148.0
="Guilford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",81.0
="Hamden School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",77.5
="Hampton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
="Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",267.5
="Hartland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Hebron School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.5
="Highville Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Integrated Day Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Interdistrict School for Arts and Comm District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Jumoke Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Kent School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
="Killingly School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",58.0
="Learn",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
="Lebanon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
="Ledyard School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.0
="Lisbon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Litchfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
="Madison School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",55.2
="Manchester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",148.3
="Mansfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0
="Marlborough School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.7
="Meriden School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",131.0
="Middletown School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",117.3
="Milford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",156.0
="Monroe School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",66.4
="Montville School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.3
="Naugatuck School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",54.5
="New Beginnings Inc Family Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="New Britain School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",150.0
="New Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",66.5
="New Fairfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.9
="New Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.5
="New Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",143.0
="New London School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.1
="New Milford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",93.3
="Newington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",95.6
="Newtown School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",76.3
="Norfolk School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.7
="North Branford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.0
="North Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.7
="North Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0
="North Stonington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.4
="Norwich Free Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Norwich School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",57.2
="Odyssey Community School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
="Old Saybrook School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.0
="Orange School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0
="Oxford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",40.2
="Park City Prep Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Plainfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.5
="Plainville School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",58.1
="Plymouth School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
