"FTE Staffing Report for 2006-07"

"District","Assignment Category","Educator Type","FTE Count"
"Ansonia School District","Counselors  Social Workers  and School Psychologists","Certified",12.0
="Area Cooperative Educational Services",="Counselors  Social Workers  and School Psychologists",="Certified",26.0
="Ashford School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.6
="Avon School District",="Counselors  Social Workers  and School Psychologists",="Certified",16.8
="Barkhamsted School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.2
="Berlin School District",="Counselors  Social Workers  and School Psychologists",="Certified",16.8
="Bethany School District",="Counselors  Social Workers  and School Psychologists",="Certified",2.2
="Bethel School District",="Counselors  Social Workers  and School Psychologists",="Certified",16.9
="Bloomfield School District",="Counselors  Social Workers  and School Psychologists",="Certified",19.0
="Bolton School District",="Counselors  Social Workers  and School Psychologists",="Certified",5.0
="Bozrah School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Branford School District",="Counselors  Social Workers  and School Psychologists",="Certified",19.3
="Bridgeport School District",="Counselors  Social Workers  and School Psychologists",="Certified",112.3
="Bristol School District",="Counselors  Social Workers  and School Psychologists",="Certified",35.2
="Brookfield School District",="Counselors  Social Workers  and School Psychologists",="Certified",13.5
="Brooklyn School District",="Counselors  Social Workers  and School Psychologists",="Certified",4.0
="Canaan School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Canterbury School District",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Canton School District",="Counselors  Social Workers  and School Psychologists",="Certified",9.4
="Capitol Region Education Council",="Counselors  Social Workers  and School Psychologists",="Certified",24.2
="Chaplin School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Cheshire School District",="Counselors  Social Workers  and School Psychologists",="Certified",22.5
="Chester School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.1
="Clinton School District",="Counselors  Social Workers  and School Psychologists",="Certified",11.6
="Colchester School District",="Counselors  Social Workers  and School Psychologists",="Certified",14.4
="Colebrook School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.4
="Columbia School District",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Connecticut Technical High School System",="Counselors  Social Workers  and School Psychologists",="Certified",93.7
="Cooperative Educational Services",="Counselors  Social Workers  and School Psychologists",="Certified",15.9
="Cornwall School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Coventry School District",="Counselors  Social Workers  and School Psychologists",="Certified",11.5
="Cromwell School District",="Counselors  Social Workers  and School Psychologists",="Certified",8.0
="Danbury School District",="Counselors  Social Workers  and School Psychologists",="Certified",48.8
="Darien School District",="Counselors  Social Workers  and School Psychologists",="Certified",22.7
="Deep River School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.3
="Derby School District",="Counselors  Social Workers  and School Psychologists",="Certified",7.0
="East Granby School District",="Counselors  Social Workers  and School Psychologists",="Certified",4.3
="East Haddam School District",="Counselors  Social Workers  and School Psychologists",="Certified",6.6
="East Hampton School District",="Counselors  Social Workers  and School Psychologists",="Certified",6.0
="East Hartford School District",="Counselors  Social Workers  and School Psychologists",="Certified",32.0
="East Haven School District",="Counselors  Social Workers  and School Psychologists",="Certified",18.2
="East Lyme School District",="Counselors  Social Workers  and School Psychologists",="Certified",15.0
