"FTE Staffing Report for 2012-13"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Amistad Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Andover School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Ansonia School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",53.0
="Area Cooperative Educational Services",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.2
="Ashford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
="Avon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",79.2
="Barkhamsted School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.6
="Berlin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.6
="Bethany School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.2
="Bethel School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.0
="Bloomfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0
="Bolton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.5
="Bozrah School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
="Branford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",70.1
="Bridgeport Achievement First District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
="Bridgeport School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",214.0
="Bristol School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",104.0
="Brookfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.0
="Brooklyn School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.0
="Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
="Canterbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.5
="Canton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.7
="Capitol Region Education Council",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",47.5
="Chaplin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Cheshire School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",84.2
="Chester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
="Clinton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.1
="Colchester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.0
="Colebrook School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Columbia School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
="Common Ground High School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Connecticut Technical High School System",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Cooperative Educational Services",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Cornwall School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.3
="Coventry School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
="Cromwell School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.8
="Danbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",180.8
="Darien School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",39.0
="Deep River School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.1
="Derby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.0
="East Granby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.5
="East Haddam School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.5
="East Hampton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.2
="East Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",85.0
="East Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.5
="East Lyme School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",95.0
="East Windsor School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Eastford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
="Easton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.4
="EdAdvance",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Ellington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",57.4
="Elm City College Preparatory School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Enfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",86.0
="Essex School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.0
="Explorations District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Fairfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",123.2
="Farmington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",53.7
="Franklin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Glastonbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",85.1
="Granby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.2
="Greenwich School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",122.0
="Griswold School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.5
="Groton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",161.5
="Guilford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",88.0
="Hamden School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",82.8
="Hampton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6
="Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",300.5
="Hartland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Hebron School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",31.5
="Highville Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Integrated Day Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Interdistrict School for Arts and Comm District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Jumoke Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Kent School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.8
="Killingly School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",62.0
="Learn",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.8
="Lebanon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
="Ledyard School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.8
="Lisbon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Litchfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
="Madison School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",57.9
="Manchester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",121.0
="Mansfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0
="Marlborough School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.3
="Meriden School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",134.0
="Middletown School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",117.5
="Milford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",153.0
="Monroe School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.3
="Montville School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.7
="Naugatuck School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",57.5
="New Beginnings Inc Family Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="New Britain School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",151.0
="New Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",74.6
="New Fairfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.4
="New Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
="New Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",133.0
="New London School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0
="New Milford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",91.5
="Newington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",103.5
="Newtown School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",75.4
="Norfolk School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.7
="North Branford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.0
="North Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.8
="North Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.5
="North Stonington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.2
="Norwich Free Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Norwich School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",69.0
="Odyssey Community School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Old Saybrook School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.0
="Orange School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.5
="Oxford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.0
="Park City Prep Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Plainfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",62.4
="Plainville School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",60.8
="Plymouth School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
="Pomfret School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5
="Portland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
="Preston School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
="Putnam School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.5
="Redding School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.0
="Regional School District 01",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.7
="Regional School District 04",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
="Regional School District 05",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
="Regional School District 06",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.4
="Regional School District 07",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.8
="Regional School District 08",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.0
="Regional School District 09",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
="Regional School District 10",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.0
="Regional School District 11",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Regional School District 12",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
="Regional School District 13",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",40.5
="Regional School District 14",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.5
="Regional School District 15",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",65.8
="Regional School District 16",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.8
="Regional School District 17",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.8
="Regional School District 18",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",42.9
="Regional School District 19",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.0
="Ridgefield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",64.7
="Rocky Hill School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.7
="Salem School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5
="Salisbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.3
="Scotland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.7
="Seymour School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
