"Primary Disability (K-12), 2014-15"
"All Districts, Speech Language Impairment"

"",,"2014-15",,
"District","District Code","Count","Overall Prevalence Rate (%)","Within Special Education Prevalence Rate (%)"
"Andover School District","=""0010011""","*","*","*"
"Ansonia School District","=""0020011""",59,2.3,14.2
"Ashford School District","=""0030011""",11,2.9,23.4
"Avon School District","=""0040011""",56,1.7,17.9
"Barkhamsted School District","=""0050011""",13,4.3,35.1
"Berlin School District","=""0070011""",71,2.4,22.5
"Bethany School District","=""0080011""",14,3.6,25.5
"Bethel School District","=""0090011""",42,1.5,13.0
"Bloomfield School District","=""0110011""",43,2.0,15.5
"Bolton School District","=""0120011""",20,2.5,21.7
"Bozrah School District","=""0130011""","*","*","*"
"Branford School District","=""0140011""",69,2.2,16.7
"Bridgeport School District","=""0150011""",382,1.7,12.0
"Bristol School District","=""0170011""",152,1.8,11.2
"Brookfield School District","=""0180011""",44,1.6,13.6
"Brooklyn School District","=""0190011""",23,2.0,18.1
"Canaan School District","=""0210011""","*","*","*"
"Canterbury School District","=""0220011""",7,1.1,9.9
"Canton School District","=""0230011""",13,0.8,7.5
"Chaplin School District","=""0240011""","*","*","*"
"Cheshire School District","=""0250011""",65,1.4,13.7
"Chester School District","=""0260011""",9,4.1,25.7
"Clinton School District","=""0270011""",33,1.7,16.3
"Colchester School District","=""0280011""",94,3.5,26.0
"Colebrook School District","=""0290011""","*","*","*"
"Columbia School District","=""0300011""",6,0.9,8.0
"Connecticut Technical High School System","=""9000016""",47,0.4,4.9
"Cornwall School District","=""0310011""","*","*","*"
"Coventry School District","=""0320011""",25,1.4,12.2
"Cromwell School District","=""0330011""",44,2.2,20.6
"Danbury School District","=""0340011""",139,1.3,11.2
"Darien School District","=""0350011""",104,2.1,18.8
"Deep River School District","=""0360011""",6,1.9,12.5
"Derby School District","=""0370011""",39,2.5,18.3
"East Granby School District","=""0400011""",21,2.3,22.6
"East Haddam School District","=""0410011""",47,4.1,27.6
"East Hampton School District","=""0420011""",35,1.8,22.4
"East Hartford School District","=""0430011""",201,2.6,18.2
"East Haven School District","=""0440011""",83,2.5,19.4
"East Lyme School District","=""0450011""",43,1.7,12.5
"East Windsor School District","=""0470011""",30,2.4,13.8
"Eastford School District","=""0390011""",9,4.8,40.9
"Easton School District","=""0460011""",20,2.2,22.5
"Ellington School District","=""0480011""",27,1.0,9.3
"Enfield School District","=""0490011""",147,2.7,19.3
"Essex School District","=""0500011""",22,5.4,37.3
"Fairfield School District","=""0510011""",224,2.2,20.4
"Farmington School District","=""0520011""",72,1.8,15.5
"Franklin School District","=""0530011""",7,2.8,21.9
"Glastonbury School District","=""0540011""",94,1.5,15.2
"Granby School District","=""0560011""",22,1.1,11.1
"Greenwich School District","=""0570011""",161,1.9,18.3
"Griswold School District","=""0580011""",38,2.2,15.4
"Groton School District","=""0590011""",102,2.1,14.0
"Guilford School District","=""0600011""",53,1.5,13.5
"Hamden School District","=""0620011""",168,2.6,17.7
"Hampton School District","=""0630011""","*","*","*"
"Hartford School District","=""0640011""",504,2.5,14.2
"Hartland School District","=""0650011""",9,3.4,27.3
"Hebron School District","=""0670011""",32,4.2,30.5
"Kent School District","=""0680011""","*","*","*"
"Killingly School District","=""0690011""",56,2.4,14.1
"Lebanon School District","=""0710011""",27,2.6,17.2
"Ledyard School District","=""0720011""",47,2.0,13.3
"Lisbon School District","=""0730011""",22,3.7,31.4
"Litchfield School District","=""0740011""",19,1.9,16.7
"Madison School District","=""0760011""",22,0.7,6.0
"Manchester School District","=""0770011""",151,2.1,16.9
"Mansfield School District","=""0780011""",27,2.3,18.9
"Marlborough School District","=""0790011""",9,1.5,19.6
"Meriden School District","=""0800011""",129,1.5,8.7
"Middletown School District","=""0830011""",112,2.2,17.6
"Milford School District","=""0840011""",168,2.7,22.1
"Monroe School District","=""0850011""",60,1.8,17.1
"Montville School District","=""0860011""",55,2.3,19.4
"Naugatuck School District","=""0880011""",70,1.6,10.9
"New Britain School District","=""0890011""",188,1.7,11.1
"New Canaan School District","=""0900011""",104,2.5,26.9
"New Fairfield School District","=""0910011""",40,1.6,16.5
"New Hartford School District","=""0920011""",11,2.2,20.8
"New Haven School District","=""0930011""",253,1.3,9.6
"New London School District","=""0950011""",95,2.7,14.3
"New Milford School District","=""0960011""",56,1.3,9.9
"Newington School District","=""0940011""",65,1.5,12.3
"Newtown School District","=""0970011""",78,1.6,17.8
"Norfolk School District","=""0980011""",8,7.8,40.0
"North Branford School District","=""0990011""",61,3.0,21.1
"North Canaan School District","=""1000011""",13,4.8,28.9
"North Haven School District","=""1010011""",45,1.3,11.7
"North Stonington School District","=""1020011""",11,1.5,17.2
"Norwalk School District","=""1030011""",228,2.0,17.3
"Norwich School District","=""1040011""",154,2.8,16.8
"Old Saybrook School District","=""1060011""",28,2.0,14.1
"Orange School District","=""1070011""",30,2.6,29.4
"Oxford School District","=""1080011""",40,2.0,17.2
"Plainfield School District","=""1090011""",42,1.9,13.6
"Plainville School District","=""1100011""",49,2.1,15.6
"Plymouth School District","=""1110011""",37,2.2,15.8
"Pomfret School District","=""1120011""",10,1.7,17.9
"Portland School District","=""1130011""",25,1.8,18.2
"Preston School District","=""1140011""",35,5.8,34.0
"Putnam School District","=""1160011""",22,1.9,12.2
"Redding School District","=""1170011""",43,4.5,34.4
"Regional School District 01","=""2010012""","*","*","*"
"Regional School District 04","=""2040012""",6,0.6,4.5
"Regional School District 05","=""2050012""",33,1.4,12.2
"Regional School District 06","=""2060012""",11,1.4,10.2
"Regional School District 07","=""2070012""",10,1.0,8.6
"Regional School District 08","=""2080012""",9,0.5,4.1
"Regional School District 09","=""2090012""",12,1.1,9.9
"Regional School District 10","=""2100012""",30,1.2,11.9
"Regional School District 11","=""2110012""","*","*","*"
"Regional School District 12","=""2120012""",15,2.1,13.0
"Regional School District 13","=""2130012""",50,2.8,19.2
"Regional School District 14","=""2140012""",20,1.3,11.4
"Regional School District 15","=""2150012""",72,1.9,15.2
"Regional School District 16","=""2160012""",75,3.3,23.7
"Regional School District 17","=""2170012""",32,1.5,9.8
"Regional School District 18","=""2180012""",30,2.3,18.2
"Regional School District 19","=""2190012""",8,0.8,4.8
"Ridgefield School District","=""1180011""",65,1.3,13.9
"Rocky Hill School District","=""1190011""",31,1.2,12.9
"Salem School District","=""1210011""","*","*","*"
"Salisbury School District","=""1220011""",9,3.5,28.1
"Scotland School District","=""1230011""",7,6.3,35.0
"Seymour School District","=""1240011""",39,1.7,14.6
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",103,2.0,16.5
"Sherman School District","=""1270011""",12,2.4,16.7
"Simsbury School District","=""1280011""",62,1.4,11.0
"Somers School District","=""1290011""",29,2.0,18.1
"South Windsor School District","=""1320011""",63,1.4,11.5
"Southington School District","=""1310011""",128,1.9,16.1
"Sprague School District","=""1330011""",11,2.5,18.3
"Stafford School District","=""1340011""","*","*","*"
"Stamford School District","=""1350011""",256,1.6,14.7
"Sterling School District","=""1360011""",10,1.7,12.8
"Stonington School District","=""1370011""",32,1.4,9.6
"Stratford School District","=""1380011""",74,1.0,9.5
"Suffield School District","=""1390011""",25,1.1,10.8
"Thomaston School District","=""1400011""",20,2.0,14.6
"Thompson School District","=""1410011""",40,3.8,32.8
"Tolland School District","=""1420011""",21,0.8,6.8
"Torrington School District","=""1430011""",91,2.0,12.0
"Trumbull School District","=""1440011""",51,0.8,8.0
"Unified School District #1","=""3360015""",6,1.5,3.4
"Unified School District #2","=""3470015""","*","*","*"
"Union School District","=""1450011""","*","*","*"
"Vernon School District","=""1460011""",98,2.9,19.6
"Voluntown School District","=""1470011""",12,3.0,20.0
"Wallingford School District","=""1480011""",110,1.8,16.0
"Waterbury School District","=""1510011""",599,3.4,18.5
"Waterford School District","=""1520011""",43,1.6,11.0
"Watertown School District","=""1530011""",38,1.3,11.1
"West Hartford School District","=""1550011""",206,2.1,17.8
"West Haven School District","=""1560011""",202,2.9,20.8
"Westbrook School District","=""1540011""",11,1.4,12.2
"Weston School District","=""1570011""",33,1.4,16.5
"Westport School District","=""1580011""",79,1.4,13.7
"Wethersfield School District","=""1590011""",100,2.6,19.5
"Willington School District","=""1600011""",14,3.4,24.6
"Wilton School District","=""1610011""",64,1.5,11.7
"Winchester School District","=""1620011""",38,3.1,16.4
"Windham School District","=""1630011""",90,2.9,18.0
"Windsor Locks School District","=""1650011""",13,0.8,6.3
"Windsor School District","=""1640011""",56,1.5,9.5
