"Primary Disability (K-12), 2013-14"
"All Districts, Emotional Disturbance"

"",,"2013-14",,
"District","District Code","Count","Overall Prevalence Rate (%)","Within Special Education Prevalence Rate (%)"
"Ansonia School District","=""0020011""",31,1.3,9.2
"Avon School District","=""0040011""",17,0.5,4.9
"Berlin School District","=""0070011""",21,0.7,6.9
"Bethany School District","=""0080011""","*","*","*"
"Bethel School District","=""0090011""","*","*","*"
"Bloomfield School District","=""0110011""",21,1.0,8.9
"Bolton School District","=""0120011""",8,1.0,9.4
"Bozrah School District","=""0130011""","*","*","*"
"Branford School District","=""0140011""",42,1.3,10.0
"Bridgeport School District","=""0150011""",240,1.1,8.5
"Bristol School District","=""0170011""",123,1.5,9.5
"Brookfield School District","=""0180011""",18,0.6,5.7
"Brooklyn School District","=""0190011""",14,1.2,9.9
"Canaan School District","=""0210011""","*","*","*"
"Canterbury School District","=""0220011""","*","*","*"
"Canton School District","=""0230011""",12,0.7,7.3
"Chaplin School District","=""0240011""","*","*","*"
"Cheshire School District","=""0250011""",37,0.8,7.9
"Chester School District","=""0260011""","*","*","*"
"Clinton School District","=""0270011""",15,0.8,7.4
"Colchester School District","=""0280011""",32,1.2,8.9
"Columbia School District","=""0300011""",6,0.9,8.7
"Connecticut Technical High School System","=""9000016""",39,0.4,4.4
"Cornwall School District","=""0310011""","*","*","*"
"Coventry School District","=""0320011""",23,1.3,10.8
"Cromwell School District","=""0330011""",10,0.5,4.9
"Danbury School District","=""0340011""",56,0.5,4.7
"Darien School District","=""0350011""",20,0.4,3.8
"Deep River School District","=""0360011""","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","*","*","*"
"Derby School District","=""0370011""",18,1.1,8.8
"East Granby School District","=""0400011""","*","*","*"
"East Haddam School District","=""0410011""",6,0.5,3.4
"East Hampton School District","=""0420011""",6,0.3,3.9
"East Hartford School District","=""0430011""",110,1.4,9.8
"East Haven School District","=""0440011""",36,1.1,8.3
"East Lyme School District","=""0450011""",17,0.6,5.1
"East Windsor School District","=""0470011""",25,1.9,12.6
"Easton School District","=""0460011""","*","*","*"
"Ellington School District","=""0480011""",27,1.0,9.1
"Enfield School District","=""0490011""",71,1.3,9.5
"Essex School District","=""0500011""","*","*","*"
"Fairfield School District","=""0510011""",44,0.4,4.1
"Farmington School District","=""0520011""",29,0.7,6.7
"Franklin School District","=""0530011""","*","*","*"
"Glastonbury School District","=""0540011""",55,0.8,9.0
"Granby School District","=""0560011""",19,0.9,9.9
"Greenwich School District","=""0570011""",53,0.6,6.2
"Griswold School District","=""0580011""",34,1.9,13.4
"Groton School District","=""0590011""",82,1.7,11.3
"Guilford School District","=""0600011""",39,1.1,10.5
"Hamden School District","=""0620011""",87,1.3,10.0
"Hartford School District","=""0640011""",350,1.7,10.2
"Hartland School District","=""0650011""","*","*","*"
"Hebron School District","=""0670011""","*","*","*"
"Kent School District","=""0680011""","*","*","*"
"Killingly School District","=""0690011""",46,1.9,12.2
"Lebanon School District","=""0710011""","*","*","*"
"Ledyard School District","=""0720011""","*","*","*"
"Lisbon School District","=""0730011""","*","*","*"
"Litchfield School District","=""0740011""","*","*","*"
"Madison School District","=""0760011""",17,0.5,4.7
"Manchester School District","=""0770011""",83,1.2,9.3
"Mansfield School District","=""0780011""","*","*","*"
"Marlborough School District","=""0790011""","*","*","*"
"Meriden School District","=""0800011""",157,1.8,11.1
"Middletown School District","=""0830011""",61,1.2,10.1
"Milford School District","=""0840011""",76,1.2,9.5
"Monroe School District","=""0850011""",27,0.8,7.5
"Montville School District","=""0860011""",32,1.3,11.4
"Naugatuck School District","=""0880011""",24,0.5,4.0
"New Britain School District","=""0890011""",121,1.1,7.4
"New Canaan School District","=""0900011""",7,0.2,1.9
"New Fairfield School District","=""0910011""",15,0.6,5.8
"New Hartford School District","=""0920011""","*","*","*"
"New Haven School District","=""0930011""",201,1.1,8.3
"New London School District","=""0950011""",79,2.3,12.2
"New Milford School District","=""0960011""",71,1.6,12.2
"Newington School District","=""0940011""",29,0.7,5.5
"Newtown School District","=""0970011""",20,0.4,4.9
"North Branford School District","=""0990011""",25,1.2,8.7
