"Primary Disability (K-12), 2015-16"
"All Districts, Speech Language Impairment"

"",,"2015-16",,
"District","District Code","Count","Overall Prevalence Rate (%)","Within Special Education Prevalence Rate (%)"
"Andover School District","=""0010011""","*","*","*"
"Ansonia School District","=""0020011""",62,2.5,13.8
"Ashford School District","=""0030011""",8,2.2,18.2
"Avon School District","=""0040011""",50,1.5,17.2
"Barkhamsted School District","=""0050011""",11,4.2,31.4
"Berlin School District","=""0070011""",74,2.5,22.1
"Bethany School District","=""0080011""",16,4.3,33.3
"Bethel School District","=""0090011""",37,1.3,11.7
"Bloomfield School District","=""0110011""",49,2.3,15.6
"Bolton School District","=""0120011""",12,1.5,13.8
"Branford School District","=""0140011""",71,2.3,17.0
"Bridgeport School District","=""0150011""",356,1.6,10.6
"Bristol School District","=""0170011""",124,1.5,9.0
"Brookfield School District","=""0180011""",39,1.4,11.6
"Brooklyn School District","=""0190011""",26,2.3,20.3
"Canterbury School District","=""0220011""",8,1.2,11.6
"Canton School District","=""0230011""",18,1.1,9.9
"Chaplin School District","=""0240011""",7,4.1,25.9
"Cheshire School District","=""0250011""",56,1.3,11.6
"Chester School District","=""0260011""",7,3.3,20.6
"Clinton School District","=""0270011""",28,1.5,13.7
"Colchester School District","=""0280011""",103,4.0,28.1
"Colebrook School District","=""0290011""","*","*","*"
"Columbia School District","=""0300011""",6,0.9,6.6
"Connecticut Technical High School System","=""9000016""",49,0.5,4.8
"Cornwall School District","=""0310011""","*","*","*"
"Coventry School District","=""0320011""","*","*","*"
"Cromwell School District","=""0330011""",51,2.5,23.0
"Danbury School District","=""0340011""",154,1.4,11.8
"Darien School District","=""0350011""",109,2.3,18.6
"Deep River School District","=""0360011""","*","*","*"
"Derby School District","=""0370011""",43,2.9,20.8
"East Granby School District","=""0400011""",19,2.1,19.0
"East Haddam School District","=""0410011""",48,4.4,29.6
"East Hampton School District","=""0420011""",36,1.9,22.6
"East Hartford School District","=""0430011""",170,2.2,14.8
"East Haven School District","=""0440011""",68,2.1,15.5
"East Lyme School District","=""0450011""",41,1.6,12.5
"East Windsor School District","=""0470011""",24,2.0,12.6
"Eastford School District","=""0390011""",9,5.1,36.0
"Easton School District","=""0460011""",19,2.1,22.4
"Ellington School District","=""0480011""","*","*","*"
"Enfield School District","=""0490011""",143,2.7,18.4
"Essex School District","=""0500011""",16,4.4,29.6
"Fairfield School District","=""0510011""",208,2.1,19.5
"Farmington School District","=""0520011""",80,2.0,16.7
"Franklin School District","=""0530011""","*","*","*"
"Glastonbury School District","=""0540011""",94,1.5,14.7
"Granby School District","=""0560011""",26,1.3,12.1
"Greenwich School District","=""0570011""",135,1.6,15.1
"Griswold School District","=""0580011""",30,1.7,12.4
"Groton School District","=""0590011""",127,2.7,17.2
"Guilford School District","=""0600011""",45,1.3,11.3
"Hamden School District","=""0620011""",173,2.7,16.9
"Hampton School District","=""0630011""",7,7.4,43.8
"Hartford School District","=""0640011""",555,2.7,14.9
"Hartland School District","=""0650011""",8,3.0,22.9
"Hebron School District","=""0670011""",24,3.4,27.3
"Kent School District","=""0680011""",7,3.1,28.0
"Killingly School District","=""0690011""",52,2.3,13.3
"Lebanon School District","=""0710011""",12,1.2,8.5
"Ledyard School District","=""0720011""","*","*","*"
"Lisbon School District","=""0730011""",16,2.8,25.0
"Litchfield School District","=""0740011""",15,1.6,13.3
"Madison School District","=""0760011""",28,0.9,7.9
"Manchester School District","=""0770011""",152,2.1,17.4
"Mansfield School District","=""0780011""",28,2.4,20.4
"Marlborough School District","=""0790011""",8,1.5,19.0
"Meriden School District","=""0800011""",125,1.4,8.3
"Middletown School District","=""0830011""",110,2.2,17.1
"Milford School District","=""0840011""",153,2.5,20.4
"Monroe School District","=""0850011""",41,1.3,11.6
"Montville School District","=""0860011""",60,2.5,18.2
"Naugatuck School District","=""0880011""",73,1.7,10.8
"New Britain School District","=""0890011""",187,1.7,10.7
"New Canaan School District","=""0900011""",96,2.3,23.9
"New Fairfield School District","=""0910011""",35,1.4,15.2
"New Hartford School District","=""0920011""",12,2.5,21.4
"New Haven School District","=""0930011""",257,1.3,9.3
"New London School District","=""0950011""",81,2.3,12.3
"New Milford School District","=""0960011""",48,1.2,8.6
"Newington School District","=""0940011""",59,1.4,11.5
"Newtown School District","=""0970011""",71,1.5,15.0
"Norfolk School District","=""0980011""",8,7.6,50.0
"North Branford School District","=""0990011""",47,2.4,16.9
"North Canaan School District","=""1000011""",11,4.4,24.4
"North Haven School District","=""1010011""",34,1.1,9.5
"North Stonington School District","=""1020011""",14,1.9,21.2
"Norwalk School District","=""1030011""",245,2.1,17.2
"Norwich School District","=""1040011""",131,2.4,15.0
"Old Saybrook School District","=""1060011""",28,2.1,15.9
"Orange School District","=""1070011""",28,2.4,29.5
"Oxford School District","=""1080011""",46,2.3,18.8
"Plainfield School District","=""1090011""",30,1.4,10.0
"Plainville School District","=""1100011""",44,1.8,14.5
"Plymouth School District","=""1110011""",38,2.3,16.1
"Pomfret School District","=""1120011""",11,1.9,16.9
"Portland School District","=""1130011""",19,1.4,13.6
"Preston School District","=""1140011""",33,5.4,33.7
"Putnam School District","=""1160011""",23,2.0,12.1
"Redding School District","=""1170011""",41,4.5,35.3
"Regional School District 01","=""2010012""","*","*","*"
"Regional School District 04","=""2040012""",8,0.8,5.6
"Regional School District 05","=""2050012""",38,1.7,13.7
"Regional School District 06","=""2060012""",14,1.8,11.9
"Regional School District 07","=""2070012""",10,1.0,8.3
"Regional School District 08","=""2080012""",7,0.4,3.5
"Regional School District 09","=""2090012""",9,0.9,6.9
"Regional School District 10","=""2100012""",27,1.1,10.9
"Regional School District 11","=""2110012""","*","*","*"
"Regional School District 12","=""2120012""",15,2.2,13.4
"Regional School District 13","=""2130012""",50,2.9,19.9
"Regional School District 14","=""2140012""",15,1.0,9.1
"Regional School District 15","=""2150012""",73,1.9,14.6
"Regional School District 16","=""2160012""",75,3.3,23.7
"Regional School District 17","=""2170012""",34,1.6,9.8
"Regional School District 18","=""2180012""",28,2.1,17.7
"Regional School District 19","=""2190012""",11,1.1,6.4
"Ridgefield School District","=""1180011""",57,1.1,12.6
"Rocky Hill School District","=""1190011""",31,1.1,11.8
"Salem School District","=""1210011""",9,1.4,9.6
"Salisbury School District","=""1220011""",9,3.5,31.0
"Scotland School District","=""1230011""",6,5.7,37.5
"Seymour School District","=""1240011""",34,1.5,12.7
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",84,1.7,13.0
"Sherman School District","=""1270011""",10,2.1,16.1
"Simsbury School District","=""1280011""",49,1.2,8.9
"Somers School District","=""1290011""",25,1.7,15.3
"South Windsor School District","=""1320011""",59,1.4,11.1
"Southington School District","=""1310011""",125,1.9,16.0
"Sprague School District","=""1330011""",10,2.2,14.9
"Stafford School District","=""1340011""",20,1.3,10.5
"Stamford School District","=""1350011""",251,1.6,13.9
"Sterling School District","=""1360011""",9,1.6,11.5
"Stonington School District","=""1370011""",40,1.8,12.1
"Stratford School District","=""1380011""",72,1.0,8.6
"Suffield School District","=""1390011""",27,1.2,10.9
"Thomaston School District","=""1400011""",21,2.1,14.7
"Thompson School District","=""1410011""",34,3.3,27.4
"Tolland School District","=""1420011""",16,0.6,5.1
"Torrington School District","=""1430011""",94,2.1,11.5
"Trumbull School District","=""1440011""",55,0.9,8.1
"Unified School District #1","=""3360015""","*","*","*"
"Unified School District #2","=""3470015""","*","*","*"
"Union School District","=""1450011""","*","*","*"
"Vernon School District","=""1460011""",98,2.9,19.2
"Voluntown School District","=""1470011""",16,4.2,24.6
"Wallingford School District","=""1480011""",113,1.9,16.3
"Waterbury School District","=""1510011""",544,3.1,16.4
"Waterford School District","=""1520011""",45,1.7,11.6
"Watertown School District","=""1530011""",35,1.2,10.0
"West Hartford School District","=""1550011""",192,1.9,16.3
"West Haven School District","=""1560011""",196,2.9,19.2
"Westbrook School District","=""1540011""",9,1.2,9.6
"Weston School District","=""1570011""",32,1.3,15.3
"Westport School District","=""1580011""",84,1.5,14.5
"Wethersfield School District","=""1590011""",106,2.7,20.5
"Willington School District","=""1600011""",15,3.6,21.4
"Wilton School District","=""1610011""",56,1.4,10.4
"Winchester School District","=""1620011""",41,3.5,16.5
"Windham School District","=""1630011""",93,2.9,17.6
"Windsor Locks School District","=""1650011""",18,1.1,7.5
"Windsor School District","=""1640011""",45,1.2,7.5
"Wolcott School District","=""1660011""",26,1.1,10.1
"Woodbridge School District","=""1670011""",12,1.6,19.0
