"Primary Disability (K-12), 2012-13"
"All Districts, Speech Language Impairment"

"",,"2012-13",,
"District","District Code","Count","Overall Prevalence Rate (%)","Within Special Education Prevalence Rate (%)"
"Andover School District","=""0010011""","*","*","*"
"Ansonia School District","=""0020011""",39,1.5,12.5
"Ashford School District","=""0030011""",13,3.2,26.0
"Avon School District","=""0040011""",71,2.1,19.9
"Barkhamsted School District","=""0050011""",14,4.2,37.8
"Berlin School District","=""0070011""",79,2.6,26.4
"Bethany School District","=""0080011""",13,2.8,24.1
"Bethel School District","=""0090011""",47,1.6,14.7
"Bloomfield School District","=""0110011""",45,2.1,20.1
"Bolton School District","=""0120011""",11,1.3,12.8
"Bozrah School District","=""0130011""","*","*","*"
"Branford School District","=""0140011""",82,2.5,18.3
"Bridgeport School District","=""0150011""",402,1.9,14.4
"Bristol School District","=""0170011""",193,2.3,15.7
"Brookfield School District","=""0180011""",45,1.6,15.4
"Brooklyn School District","=""0190011""",21,1.8,14.8
"Canaan School District","=""0210011""","*","*","*"
"Canterbury School District","=""0220011""",7,1.0,10.4
"Canton School District","=""0230011""",18,1.0,11.7
"Chaplin School District","=""0240011""","*","*","*"
"Cheshire School District","=""0250011""",64,1.4,13.8
"Chester School District","=""0260011""",8,3.2,18.6
"Clinton School District","=""0270011""",38,1.9,19.4
"Colchester School District","=""0280011""",86,3.0,24.9
"Colebrook School District","=""0290011""","*","*","*"
"Columbia School District","=""0300011""",8,1.1,11.6
"Connecticut Technical High School System","=""9000016""",46,0.4,5.8
"Cornwall School District","=""0310011""","*","*","*"
"Coventry School District","=""0320011""",42,2.3,19.9
"Cromwell School District","=""0330011""",54,2.7,27.1
"Danbury School District","=""0340011""",156,1.5,13.9
"Darien School District","=""0350011""",115,2.4,19.7
"Deep River School District","=""0360011""",7,2.0,17.1
"Derby School District","=""0370011""",64,4.1,34.0
"East Granby School District","=""0400011""",17,1.9,18.7
"East Haddam School District","=""0410011""",46,3.6,28.8
"East Hampton School District","=""0420011""",48,2.5,31.6
"East Hartford School District","=""0430011""",261,3.4,24.0
"East Haven School District","=""0440011""",101,2.9,22.9
"East Lyme School District","=""0450011""",34,1.3,10.4
"East Windsor School District","=""0470011""",24,1.8,11.8
"Eastford School District","=""0390011""",8,3.7,28.6
"Easton School District","=""0460011""",14,1.4,18.7
"Ellington School District","=""0480011""",36,1.3,12.5
"Enfield School District","=""0490011""",174,3.1,23.3
"Essex School District","=""0500011""",16,3.3,36.4
"Fairfield School District","=""0510011""",220,2.2,19.9
"Farmington School District","=""0520011""",74,1.8,16.9
"Franklin School District","=""0530011""",7,2.6,21.2
"Glastonbury School District","=""0540011""",85,1.3,14.0
"Granby School District","=""0560011""",32,1.5,17.5
"Greenwich School District","=""0570011""",162,1.9,18.7
"Griswold School District","=""0580011""",36,2.0,15.1
"Groton School District","=""0590011""",125,2.5,17.7
"Guilford School District","=""0600011""",43,1.2,11.7
"Hamden School District","=""0620011""",148,2.2,18.3
"Hampton School District","=""0630011""",9,9.2,50.0
"Hartford School District","=""0640011""",505,2.5,14.9
"Hartland School District","=""0650011""",11,3.7,37.9
"Hebron School District","=""0670011""",35,3.8,33.0
"Kent School District","=""0680011""","*","*","*"
"Killingly School District","=""0690011""",66,2.7,18.0
"Lebanon School District","=""0710011""",28,2.5,18.5
"Ledyard School District","=""0720011""",51,2.1,15.3
"Lisbon School District","=""0730011""",23,3.7,28.4
"Litchfield School District","=""0740011""",27,2.6,22.5
"Madison School District","=""0760011""",25,0.7,7.1
"Manchester School District","=""0770011""",189,2.7,20.1
"Mansfield School District","=""0780011""",24,2.0,17.0
"Marlborough School District","=""0790011""",9,1.4,15.5
"Meriden School District","=""0800011""",149,1.7,11.5
"Middletown School District","=""0830011""",137,2.7,23.1
"Milford School District","=""0840011""",210,3.1,25.3
"Monroe School District","=""0850011""",67,1.9,18.4
"Montville School District","=""0860011""",59,2.4,20.6
"Naugatuck School District","=""0880011""",79,1.7,13.6
"New Britain School District","=""0890011""",180,1.7,11.2
"New Canaan School District","=""0900011""",113,2.7,29.4
"New Fairfield School District","=""0910011""",53,2.0,19.3
"New Hartford School District","=""0920011""",20,3.5,35.1
"New Haven School District","=""0930011""",274,1.5,11.7
"New London School District","=""0950011""",97,2.8,15.6
"New Milford School District","=""0960011""",72,1.6,12.2
"Newington School District","=""0940011""",85,1.9,15.7
"Newtown School District","=""0970011""",86,1.7,21.7
"Norfolk School District","=""0980011""",7,6.4,38.9
"North Branford School District","=""0990011""",70,3.3,25.0
"North Canaan School District","=""1000011""",15,5.0,34.9
"North Haven School District","=""1010011""",47,1.3,13.3
"North Stonington School District","=""1020011""",16,2.2,23.5
"Norwalk School District","=""1030011""",226,2.0,19.0
"Norwich School District","=""1040011""",150,2.7,16.8
"Old Saybrook School District","=""1060011""",37,2.6,18.0
"Orange School District","=""1070011""",36,2.9,32.1
"Oxford School District","=""1080011""",17,0.8,11.0
"Plainfield School District","=""1090011""",40,1.7,13.7
"Plainville School District","=""1100011""",46,1.9,14.7
"Plymouth School District","=""1110011""",36,2.1,14.6
"Pomfret School District","=""1120011""",10,1.5,14.9
"Portland School District","=""1130011""",18,1.3,14.5
"Preston School District","=""1140011""",26,4.2,31.7
"Putnam School District","=""1160011""",24,2.0,13.8
"Redding School District","=""1170011""",42,3.9,31.3
"Regional School District 04","=""2040012""",12,1.2,8.6
"Regional School District 05","=""2050012""",41,1.7,14.7
"Regional School District 06","=""2060012""",12,1.4,10.8
"Regional School District 07","=""2070012""",13,1.2,11.5
"Regional School District 08","=""2080012""",17,0.9,7.5
"Regional School District 09","=""2090012""",14,1.3,11.4
"Regional School District 10","=""2100012""",39,1.5,14.9
"Regional School District 11","=""2110012""","*","*","*"
"Regional School District 12","=""2120012""",13,1.6,10.3
"Regional School District 13","=""2130012""",60,3.1,21.6
"Regional School District 14","=""2140012""",36,2.1,18.0
"Regional School District 15","=""2150012""",87,2.1,17.5
"Regional School District 16","=""2160012""",53,2.2,19.9
"Regional School District 17","=""2170012""",30,1.3,9.6
"Regional School District 18","=""2180012""",35,2.5,22.2
"Regional School District 19","=""2190012""",9,0.8,5.2
"Ridgefield School District","=""1180011""",71,1.3,15.9
"Rocky Hill School District","=""1190011""",41,1.6,18.9
"Salem School District","=""1210011""","*","*","*"
"Salisbury School District","=""1220011""",7,2.4,20.0
"Scotland School District","=""1230011""",13,11.8,61.9
"Seymour School District","=""1240011""",33,1.4,13.6
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",104,2.0,18.3
"Sherman School District","=""1270011""",13,2.4,18.8
"Simsbury School District","=""1280011""",71,1.5,13.3
"Somers School District","=""1290011""",37,2.4,22.4
"South Windsor School District","=""1320011""",72,1.6,13.4
"Southington School District","=""1310011""",127,1.9,16.4
"Sprague School District","=""1330011""",13,2.9,32.5
"Stafford School District","=""1340011""",20,1.2,10.9
"Stamford School District","=""1350011""",259,1.7,16.9
"Sterling School District","=""1360011""",13,2.1,14.3
"Stonington School District","=""1370011""",41,1.7,13.4
"Stratford School District","=""1380011""",55,0.8,7.6
"Suffield School District","=""1390011""",44,1.9,17.8
"Thomaston School District","=""1400011""",27,2.4,18.9
"Thompson School District","=""1410011""",39,3.3,30.2
"Tolland School District","=""1420011""",22,0.8,7.0
"Torrington School District","=""1430011""",90,2.0,12.3
"Trumbull School District","=""1440011""",57,0.9,9.5
"Unified School District #1","=""3360015""","*","*","*"
"Unified School District #2","=""3470015""","*","*","*"
"Union School District","=""1450011""","*","*","*"
"Vernon School District","=""1460011""",87,2.4,19.5
"Voluntown School District","=""1470011""",11,2.8,27.5
"Wallingford School District","=""1480011""",124,2.0,16.2
"Waterbury School District","=""1510011""",575,3.3,19.5
"Waterford School District","=""1520011""",58,2.1,16.4
"Watertown School District","=""1530011""",43,1.4,12.4
"West Hartford School District","=""1550011""",184,1.8,16.9
"West Haven School District","=""1560011""",197,2.8,22.8
"Westbrook School District","=""1540011""",8,0.9,9.2
"Weston School District","=""1570011""",38,1.6,17.9
"Westport School District","=""1580011""",92,1.6,15.9
"Wethersfield School District","=""1590011""",116,3.0,25.4
"Willington School District","=""1600011""",18,3.9,28.6
"Wilton School District","=""1610011""",74,1.7,14.8
"Winchester School District","=""1620011""",39,3.0,15.6
"Windham School District","=""1630011""",89,2.9,17.5
"Windsor Locks School District","=""1650011""",12,0.7,5.9
"Windsor School District","=""1640011""",71,1.8,12.1
"Wolcott School District","=""1660011""",37,1.4,16.0
