"Five-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Special Education Status"

"",,,,"Graduates",,"Non-Graduates",,,
"District","School","Special Education Status","Five-Year Cohort Count","Graduation Count","Graduation Rate","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Amistad Academy","Non-Special Education",18,17,94.4,"*","*","*","*"
"Ansonia School District","Ansonia High School","Non-Special Education",175,148,84.6,"*","*",26,14.9
"Ansonia School District","Ansonia High School","Special Education",24,17,70.8,"*","*",6,25.0
"Avon School District","Avon High School","Non-Special Education",248,244,98.4,"*","*","*","*"
"Avon School District","Avon High School","Special Education",35,33,94.3,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Special Education",220,215,97.7,"*","*","*","*"
"Berlin School District","Berlin High School","Special Education",36,36,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","Non-Special Education",209,206,98.6,"*","*","*","*"
"Bethel School District","Bethel High School","Special Education",26,23,88.5,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-Special Education",141,133,94.3,"*","*",8,5.7
"Bloomfield School District","Bloomfield High School","Special Education",23,20,87.0,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Special Education","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Special Education","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Non-Special Education",64,61,95.3,"*","*","*","*"
"Bolton School District","Bolton High School","Special Education",6,6,100.0,"*","*","*","*"
"Branford School District","Branford High School","Non-Special Education",225,215,95.6,"*","*","*","*"
"Branford School District","Branford High School","Special Education",28,27,96.4,"*","*","*","*"
"Bridgeport School District","Bassick High School","Non-Special Education",260,145,55.8,"*","*",112,43.1
"Bridgeport School District","Bassick High School","Special Education",45,22,48.9,"*","*",21,46.7
"Bridgeport School District","Central High School","Non-Special Education",507,438,86.4,"*","*",68,13.4
"Bridgeport School District","Central High School","Special Education",57,36,63.2,"*","*",17,29.8
"Bridgeport School District","Harding High School","Non-Special Education",307,214,69.7,"*","*",92,30.0
"Bridgeport School District","Harding High School","Special Education",51,26,51.0,"*","*",23,45.1
"Bristol School District","Bristol Central High School","Non-Special Education",285,258,90.5,"*","*",27,9.5
"Bristol School District","Bristol Central High School","Special Education",46,39,84.8,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Non-Special Education",252,226,89.7,"*","*",26,10.3
"Bristol School District","Bristol Eastern High School","Special Education",36,33,91.7,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-Special Education",235,234,99.6,"*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education",17,16,94.1,"*","*","*","*"
"Canton School District","Canton High School","Non-Special Education",106,105,99.1,"*","*","*","*"
"Canton School District","Canton High School","Special Education",11,10,90.9,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-Special Education",65,55,84.6,"*","*",10,15.4
"Capitol Region Education Council","Great Path Academy at MCC","Special Education",10,9,90.0,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",91,82,90.1,"*","*",9,9.9
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education","*","*","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-Special Education",73,69,94.5,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Special Education","*","*","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Non-Special Education",359,358,99.7,"*","*","*","*"
"Cheshire School District","Cheshire High School","Special Education",36,35,97.2,"*","*","*","*"
"Clinton School District","The Morgan School","Non-Special Education",101,97,96.0,"*","*","*","*"
"Clinton School District","The Morgan School","Special Education",19,16,84.2,"*","*","*","*"
"Colchester School District","Bacon Academy","Non-Special Education",216,213,98.6,"*","*","*","*"
"Colchester School District","Bacon Academy","Special Education",24,22,91.7,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-Special Education","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Special Education","*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-Special Education",161,152,94.4,"*","*",9,5.6
"Connecticut Technical High School System","A. I. Prince Technical High School","Special Education",9,8,88.9,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-Special Education",199,189,95.0,"*","*",10,5.0
"Connecticut Technical High School System","Bullard-Havens Technical High School","Special Education","*","*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-Special Education",120,113,94.2,"*","*",7,5.8
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Special Education",9,9,100.0,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-Special Education",118,108,91.5,"*","*",10,8.5
"Connecticut Technical High School System","Eli Whitney Technical High School","Special Education",7,7,100.0,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-Special Education",124,119,96.0,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Special Education",30,29,96.7,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-Special Education",120,119,99.2,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Special Education",14,14,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-Special Education",194,189,97.4,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Special Education",11,11,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-Special Education",117,112,95.7,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Special Education",14,14,100.0,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-Special Education",134,131,97.8,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Special Education",27,26,96.3,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-Special Education",132,130,98.5,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Special Education",11,11,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-Special Education",143,139,97.2,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Special Education",9,9,100.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-Special Education",144,140,97.2,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Special Education",19,19,100.0,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-Special Education",206,200,97.1,"*","*",6,2.9
"Connecticut Technical High School System","Platt Technical High School","Special Education",12,12,100.0,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-Special Education",99,95,96.0,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Special Education",30,30,100.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-Special Education",173,170,98.3,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Special Education","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-Special Education",125,123,98.4,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Special Education",13,12,92.3,"*","*","*","*"
"Coventry School District","Coventry High School","Non-Special Education",124,116,93.5,"*","*","*","*"
"Coventry School District","Coventry High School","Special Education",24,21,87.5,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-Special Education",130,128,98.5,"*","*","*","*"
"Cromwell School District","Cromwell High School","Special Education",15,10,66.7,"*","*","*","*"
"Danbury School District","Danbury High School","Non-Special Education",634,560,88.3,"*","*",69,10.9
"Danbury School District","Danbury High School","Special Education",70,52,74.3,"*","*",14,20.0
"Darien School District","Darien High School","Non-Special Education",268,262,97.8,"*","*","*","*"
"Darien School District","Darien High School","Special Education",39,39,100.0,"*","*","*","*"
"Derby School District","Derby High School","Non-Special Education",99,83,83.8,"*","*","*","*"
"Derby School District","Derby High School","Special Education",10,6,60.0,"*","*","*","*"
"East Granby School District","East Granby High School","Non-Special Education",51,50,98.0,"*","*","*","*"
"East Granby School District","East Granby High School","Special Education",9,8,88.9,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education",90,84,93.3,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education",9,9,100.0,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education",153,"*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Special Education",6,"*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education",37,34,91.9,"*","*","*","*"
"East Hartford School District","East Hartford High School","Non-Special Education",363,334,92.0,"*","*",29,8.0
"East Hartford School District","East Hartford High School","Special Education",47,31,66.0,7,14.9,"*","*"
"East Haven School District","East Haven High School","Non-Special Education",190,154,81.1,"*","*",36,18.9
"East Haven School District","East Haven High School","Special Education",24,14,58.3,"*","*",9,37.5
"East Lyme School District","East Lyme High School","Non-Special Education",251,243,96.8,"*","*","*","*"
"East Lyme School District","East Lyme High School","Special Education",45,40,88.9,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-Special Education",77,70,90.9,"*","*","*","*"
"East Windsor School District","East Windsor High School","Special Education",8,7,87.5,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education",32,30,93.8,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Special Education","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",33,25,75.8,"*","*",8,24.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education",178,171,96.1,"*","*","*","*"
"Ellington School District","Ellington High School","Special Education",21,14,66.7,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-Special Education","*","*","*","*","*","*","*"
