"Five-Year Graduation Rates, Trend"
"All Districts, All Schools, All Students"

"",,,"Non-Graduates",,,,,,,
"",,,"Five-Year Still Enrolled Rate by Year",,,,"Five-Year Other Rate by Year",,,
"District","School","All Students","2010-11","2011-12","2012-13","2013-14","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","Amistad Academy","All Students",29.6,"*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Black","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Eligible For Lunch","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Female","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","High Needs","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Hispanic","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Male","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-ELL",29.6,"*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-High Needs","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-Hispanic","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-Special Education",29.6,"*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Not Eligible For Lunch","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","ELL","N/A","N/A","*","N/A","N/A","N/A","*","N/A"
"Amistad Academy District","Amistad Academy","Special Education","N/A","N/A","*","*","N/A","N/A","*","*"
"Amistad Academy District","Amistad Academy","Indian or Alaska Native","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"Ansonia School District","Ansonia High School","All Students",20.2,16.1,13.0,17.3,"*","*",4.3,"*"
"Ansonia School District","Ansonia High School","Black",20.0,26.3,21.7,21.2,"*","*","*","*"
"Ansonia School District","Ansonia High School","Eligible For Free Lunch",31.0,26.2,21.9,25.6,"*","*","*","*"
"Ansonia School District","Ansonia High School","Eligible For Lunch",29.5,20.5,18.3,21.2,"*","*",4.2,"*"
"Ansonia School District","Ansonia High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Female",20.4,12.2,9.5,16.4,"*","*","*","*"
"Ansonia School District","Ansonia High School","High Needs",28.3,19.7,16.9,20.8,"*","*",4.5,"*"
"Ansonia School District","Ansonia High School","Hispanic",25.6,25.0,18.4,18.6,"*","*","*","*"
"Ansonia School District","Ansonia High School","Male",20.0,19.8,16.5,18.2,"*","*",7.8,"*"
"Ansonia School District","Ansonia High School","Non-ELL",20.7,15.8,12.8,17.0,"*","*",3.6,"*"
"Ansonia School District","Ansonia High School","Non-High Needs",10.7,"*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Non-Hispanic",18.8,13.5,11.3,16.8,"*","*",3.8,"*"
"Ansonia School District","Ansonia High School","Non-Special Education",19.4,14.9,13.4,16.4,"*","*",4.3,"*"
"Ansonia School District","Ansonia High School","Not Eligible For Lunch",10.2,8.3,"*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","ELL","*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Special Education","*",25.0,"*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Indian or Alaska Native","*","N/A","N/A","N/A","*","N/A","N/A","N/A"
"Ansonia School District","Ansonia High School","Asian","*","*","*","N/A","*","*","*","N/A"
"Ansonia School District","Ansonia High School","White",17.0,9.6,7.3,15.1,"*","*","*","*"
"Ansonia School District","Ansonia High School","Hawaiian or Pacific Islander","N/A","*","*","N/A","N/A","*","*","N/A"
"Ansonia School District","Ansonia High School","Two or More Races","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"Avon School District","Avon High School","All Students","*",2.1,"*","*","*","*","*","*"
"Avon School District","Avon High School","Black","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Eligible For Free Lunch","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Eligible For Lunch","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Female","*","*","*","*","*","*","*","*"
