"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, Gender"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Grade","Gender","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",03,"F",33,33,100.0,33,"*","*",9,27.3,15,45.5,"*","*","*","*",2426
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",03,"M",46,45,97.8,45,"*","*",13,28.9,17,37.8,"*","*","*","*",2444
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",04,"F",45,45,100.0,45,"*","*",15,33.3,18,40.0,"*","*","*","*",2473
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",04,"M",35,35,100.0,35,"*","*",17,48.6,11,31.4,"*","*","*","*",2479
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",05,"F",68,68,100.0,68,38,55.9,20,29.4,"*","*","*","*","*","*",2445
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",05,"M",78,78,100.0,78,47,60.3,"*","*","*","*",0,0.0,"*","*",2428
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",06,"F",41,41,100.0,41,22,53.7,12,29.3,"*","*","*","*","*","*",2463
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",06,"M",38,38,100.0,38,25,65.8,"*","*","*","*",0,0.0,"*","*",2415
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",07,"F",32,31,96.9,31,13,41.9,11,35.5,"*","*","*","*",7,22.6,2501
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",07,"M",45,43,95.6,43,22,51.2,11,25.6,"*","*","*","*",10,23.3,2490
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",08,"F",30,30,100.0,30,21,70.0,"*","*","*","*",0,0.0,"*","*",2454
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",08,"M",29,29,100.0,28,21,75.0,"*","*","*","*","*","*","*","*",2439
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",11,"F",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*",2588
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",11,"M",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"F",40,39,97.5,39,8,20.5,11,28.2,14,35.9,6,15.4,20,51.3,2435
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"M",49,49,100.0,49,13,26.5,11,22.4,16,32.7,9,18.4,25,51.0,2435
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"F",40,40,100.0,40,"*","*",17,42.5,"*","*",9,22.5,"*","*",2484
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"M",36,36,100.0,36,"*","*",13,36.1,10,27.8,"*","*","*","*",2486
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"F",37,36,97.3,36,"*","*",16,44.4,"*","*",0,0.0,"*","*",2476
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"M",53,52,98.1,52,28,53.8,21,40.4,"*","*","*","*","*","*",2438
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"F",51,51,100.0,51,15,29.4,17,33.3,"*","*","*","*",19,37.3,2515
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"M",48,48,100.0,48,16,33.3,15,31.3,"*","*","*","*",17,35.4,2499
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"F",42,42,100.0,42,16,38.1,18,42.9,"*","*","*","*",8,19.0,2503
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"M",36,36,100.0,36,14,38.9,10,27.8,"*","*","*","*",12,33.3,2509
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"F",41,41,100.0,41,15,36.6,"*","*","*","*",12,29.3,"*","*",2557
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"M",38,38,100.0,38,"*","*",13,34.2,"*","*",10,26.3,"*","*",2554
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"F",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"M",28,27,96.4,27,0,0.0,"*","*","*","*","*","*","*","*",2529
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"F",26,26,100.0,26,"*","*","*","*","*","*",9,34.6,"*","*",2533
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"M",22,22,100.0,22,"*","*","*","*","*","*",11,50.0,"*","*",2562
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"F",20,20,100.0,20,"*","*","*","*","*","*",12,60.0,"*","*",2610
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"M",21,20,95.2,20,"*","*","*","*","*","*",8,40.0,"*","*",2589
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"F",57,52,91.2,52,26,50.0,14,26.9,"*","*","*","*",12,23.1,2545
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"M",55,51,92.7,51,22,43.1,11,21.6,"*","*","*","*",18,35.3,2576
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"F",98,96,98.0,96,48,50.0,33,34.4,"*","*","*","*",15,15.6,2487
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"M",87,85,97.7,85,28,32.9,38,44.7,"*","*","*","*",19,22.4,2507
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"F",95,93,97.9,93,51,54.8,30,32.3,"*","*","*","*",12,12.9,2492
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"M",114,112,98.2,112,71,63.4,28,25.0,"*","*","*","*",13,11.6,2469
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"F",38,38,100.0,38,"*","*",15,39.5,14,36.8,"*","*","*","*",2432
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"M",50,50,100.0,50,18,36.0,15,30.0,"*","*","*","*",17,34.0,2410
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"F",53,53,100.0,53,"*","*",32,60.4,"*","*",0,0.0,"*","*",2427
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"M",43,43,100.0,43,"*","*",21,48.8,"*","*",0,0.0,"*","*",2420
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"F",50,50,100.0,50,25,50.0,21,42.0,"*","*","*","*","*","*",2448
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"M",39,39,100.0,39,23,59.0,10,25.6,"*","*","*","*","*","*",2441
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"F",40,40,100.0,40,19,47.5,"*","*","*","*",0,0.0,"*","*",2459
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"M",48,48,100.0,48,22,45.8,15,31.3,"*","*","*","*","*","*",2465
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"F",45,45,100.0,45,14,31.1,"*","*",16,35.6,"*","*","*","*",2409
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"M",42,42,100.0,42,18,42.9,"*","*",12,28.6,"*","*","*","*",2401
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"F",51,50,98.0,50,11,22.0,29,58.0,"*","*","*","*",10,20.0,2446
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"M",42,42,100.0,42,9,21.4,22,52.4,"*","*","*","*",11,26.2,2452
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"F",40,40,100.0,40,"*","*",20,50.0,"*","*",0,0.0,"*","*",2459
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"M",45,45,100.0,45,25,55.6,"*","*",0,0.0,"*","*","*","*",2440
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"F",32,32,100.0,32,11,34.4,14,43.8,"*","*","*","*",7,21.9,2500
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"M",52,52,100.0,52,27,51.9,13,25.0,"*","*","*","*",12,23.1,2476
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"M","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"M","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"F",125,125,100.0,125,55,44.0,51,40.8,13,10.4,6,4.8,19,15.2,2477
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"M",121,121,100.0,121,45,37.2,47,38.8,23,19.0,6,5.0,29,24.0,2479
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"F",113,111,98.2,111,51,45.9,38,34.2,"*","*","*","*",22,19.8,2486
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"M",120,120,100.0,120,50,41.7,36,30.0,"*","*","*","*",34,28.3,2498
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"F",107,107,100.0,107,50,46.7,28,26.2,13,12.1,16,15.0,29,27.1,2525
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"M",120,120,100.0,120,52,43.3,29,24.2,25,20.8,14,11.7,39,32.5,2526
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"F",35,35,100.0,35,19,54.3,8,22.9,"*","*","*","*",8,22.9,2383
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"M",39,38,97.4,38,22,57.9,9,23.7,"*","*","*","*",7,18.4,2381
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"F",32,32,100.0,32,"*","*",19,59.4,"*","*",0,0.0,"*","*",2414
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"M",42,41,97.6,41,21,51.2,"*","*","*","*",0,0.0,"*","*",2415
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"F",35,35,100.0,35,21,60.0,"*","*","*","*",0,0.0,"*","*",2441
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"M",39,39,100.0,39,19,48.7,15,38.5,"*","*","*","*","*","*",2448
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"F",48,48,100.0,48,23,47.9,15,31.3,"*","*","*","*",10,20.8,2484
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"M",23,23,100.0,23,17,73.9,6,26.1,0,0.0,0,0.0,0,0.0,2429
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"F",31,30,96.8,30,14,46.7,9,30.0,"*","*","*","*",7,23.3,2483
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"M",39,39,100.0,39,18,46.2,13,33.3,"*","*","*","*",8,20.5,2502
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"F",33,33,100.0,33,12,36.4,"*","*","*","*","*","*","*","*",2529
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"M",30,30,100.0,30,21,70.0,"*","*","*","*","*","*","*","*",2472
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"F",23,23,100.0,23,"*","*","*","*",9,39.1,"*","*","*","*",2445
