"FTE Staffing Report for 2005-06"

"District","School","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Amistad Academy","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.5
="Andover School District",="Andover Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Ansonia School District",="Ansonia High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Ansonia Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Mead School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Prendergast School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Area Cooperative Educational Services",="Collaborative Alternative Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Thomas Edison Magnet Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Wintergreen Interdistrict Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Ashford School District",="Ashford School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
="Avon School District",="Avon High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Avon Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Pine Grove School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Roaring Brook School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Thompson Brook School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Barkhamsted School District",="Barkhamsted Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6
="Berlin School District",="Berlin High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.4
,="Catherine M. McGee Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.7
,="Emma Hart Willard School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
,="Mary E. Griswold School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.9
,="Richard D. Hubbard School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.3
