"FTE Staffing Report for 2004-05"

"District","School","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Amistad Academy","Library/Media - Support Staff","Non-Certified",0.0
="Andover School District",="Andover Elementary School",="Library/Media - Support Staff",="Non-Certified",0.0
="Ansonia School District",="Ansonia High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Ansonia Middle School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Mead School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Prendergast School",="Library/Media - Support Staff",="Non-Certified",1.0
="Area Cooperative Educational Services",="Collaborative Alternative Magnet School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Thomas Edison Magnet Middle School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Wintergreen Interdistrict Magnet School",="Library/Media - Support Staff",="Non-Certified",0.0
="Ashford School District",="Ashford School",="Library/Media - Support Staff",="Non-Certified",1.0
="Avon School District",="Avon High School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Avon Middle School",="Library/Media - Support Staff",="Non-Certified",0.5
,="Pine Grove School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Roaring Brook School",="Library/Media - Support Staff",="Non-Certified",0.0
,="Thompson Brook School",="Library/Media - Support Staff",="Non-Certified",1.0
="Barkhamsted School District",="Barkhamsted Elementary School",="Library/Media - Support Staff",="Non-Certified",1.0
="Berlin School District",="Berlin High School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Catherine M. McGee Middle School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Emma Hart Willard School",="Library/Media - Support Staff",="Non-Certified",1.1
,="Mary E. Griswold School",="Library/Media - Support Staff",="Non-Certified",1.1
,="Richard D. Hubbard School",="Library/Media - Support Staff",="Non-Certified",1.1
="Bethany School District",="Bethany Community School",="Library/Media - Support Staff",="Non-Certified",2.0
="Bethel School District",="Anna H. Rockwell School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Bethel High School",="Library/Media - Support Staff",="Non-Certified",2.0
,="Bethel Middle School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Frank A. Berry School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Ralph M. T. Johnson School",="Library/Media - Support Staff",="Non-Certified",1.0
="Bloomfield School District",="Bloomfield High School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Carmen Arace Intermediate School",="Library/Media - Support Staff",="Non-Certified",0.5
,="Carmen Arace Middle School",="Library/Media - Support Staff",="Non-Certified",0.5
,="J. P. Vincent School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Laurel School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Metacomet School",="Library/Media - Support Staff",="Non-Certified",1.0
="Bolton School District",="Bolton Center School",="Library/Media - Support Staff",="Non-Certified",1.0
,="Bolton High School",="Library/Media - Support Staff",="Non-Certified",1.5
="Bozrah School District",="Fields Memorial School",="Library/Media - Support Staff",="Non-Certified",1.0
="Branford School District",="Branford High School",="Library/Media - Support Staff",="Non-Certified",1.0
