"FTE Staffing Report for 2007-08"

"District","School","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Amistad Academy","Special Education - Teachers and Instructors","Certified",1.0
="Andover School District",="Andover Elementary School",="Special Education - Teachers and Instructors",="Certified",3.0
="Ansonia School District",="Ansonia High School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Ansonia Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Mead School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Prendergast School",="Special Education - Teachers and Instructors",="Certified",7.0
="Area Cooperative Educational Services",="A. C. E. S. Special Education Town Campus Learning Center",="Special Education - Teachers and Instructors",="Certified",1.0
,="Mill Road School",="Special Education - Teachers and Instructors",="Certified",17.0
,="Thomas Edison Magnet Middle School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Village School",="Special Education - Teachers and Instructors",="Certified",20.0
,="Whitney High School East",="Special Education - Teachers and Instructors",="Certified",17.0
,="Whitney High School North",="Special Education - Teachers and Instructors",="Certified",10.0
,="Whitney High School West",="Special Education - Teachers and Instructors",="Certified",7.0
,="Wintergreen Interdistrict Magnet School",="Special Education - Teachers and Instructors",="Certified",4.0
="Ashford School District",="Ashford School",="Special Education - Teachers and Instructors",="Certified",7.0
="Avon School District",="Avon High School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Avon Middle School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Pine Grove School",="Special Education - Teachers and Instructors",="Certified",7.5
,="Roaring Brook School",="Special Education - Teachers and Instructors",="Certified",6.1
,="Thompson Brook School",="Special Education - Teachers and Instructors",="Certified",4.0
="Barkhamsted School District",="Barkhamsted Elementary School",="Special Education - Teachers and Instructors",="Certified",3.0
="Berlin School District",="Berlin High School",="Special Education - Teachers and Instructors",="Certified",13.0
,="Catherine M. McGee Middle School",="Special Education - Teachers and Instructors",="Certified",9.4
,="Emma Hart Willard School",="Special Education - Teachers and Instructors",="Certified",6.5
,="Mary E. Griswold School",="Special Education - Teachers and Instructors",="Certified",3.5
,="Richard D. Hubbard School",="Special Education - Teachers and Instructors",="Certified",1.7
="Bethany School District",="Bethany Community School",="Special Education - Teachers and Instructors",="Certified",5.5
="Bethel School District",="Anna H. Rockwell School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Bethel High School",="Special Education - Teachers and Instructors",="Certified",10.6
,="Bethel Middle School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Frank A. Berry School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Ralph M. T. Johnson School",="Special Education - Teachers and Instructors",="Certified",6.0
="Bloomfield School District",="Bloomfield High School",="Special Education - Teachers and Instructors",="Certified",7.8
,="Carmen Arace Intermediate School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Carmen Arace Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="J. P. Vincent School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Laurel School",="Special Education - Teachers and Instructors",="Certified",2.5
,="Metacomet School",="Special Education - Teachers and Instructors",="Certified",2.0
="Bolton School District",="Bolton Center School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Bolton High School",="Special Education - Teachers and Instructors",="Certified",2.0
="Bozrah School District",="Fields Memorial School",="Special Education - Teachers and Instructors",="Certified",3.5
="Branford School District",="Branford High School",="Special Education - Teachers and Instructors",="Certified",9.5
,="Francis Walsh Intermediate School",="Special Education - Teachers and Instructors",="Certified",12.0
,="Indian Neck School",="Special Education - Teachers and Instructors",="Certified",3.0
,="John B. Sliney School",="Special Education - Teachers and Instructors",="Certified",3.0
