"FTE Staffing Report for 2012-13"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","Administrators  Coordinators and Department Chairs - School Level","Certified",12.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,,="General Education - Teachers and Instructors",="Certified",57.6
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,,="Library/Media - Support Staff",="Non-Certified",0.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",8.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1025.0
="Amistad Academy District",="Amistad Academy",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.3
,,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,,="General Education - Teachers and Instructors",="Certified",72.1
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,,="Library/Media - Support Staff",="Non-Certified",1.0
,,="School Nurses",="Non-Certified",3.0
,,="Special Education - Teachers and Instructors",="Certified",4.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",41.0
,,="Library/Media - Specialists (Certified)",="Certified",0.5
="Andover School District",="Andover Elementary School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,,="General Education - Teachers and Instructors",="Certified",24.7
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
,,="Library/Media - Support Staff",="Non-Certified",0.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",3.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.4
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,,="Instructional Specialists Who Support Teachers",="Certified",1.4
="Ansonia School District",="Ansonia High School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",5.6
,,="General Education - Teachers and Instructors",="Certified",43.9
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,,="Library/Media - Support Staff",="Non-Certified",1.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",5.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.0
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,,="Instructional Specialists Who Support Teachers",="Certified",3.1
,="Ansonia Middle School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,,="General Education - Teachers and Instructors",="Certified",24.7
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0
,,="Library/Media - Support Staff",="Non-Certified",1.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",6.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.1
,,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Mead School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,,="General Education - Teachers and Instructors",="Certified",34.0
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,,="Library/Media - Support Staff",="Non-Certified",1.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",5.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3
,,="Instructional Specialists Who Support Teachers",="Certified",2.6
,="Prendergast School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,,="General Education - Teachers and Instructors",="Certified",37.0
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,,="Library/Media - Support Staff",="Non-Certified",1.0
,,="School Nurses",="Non-Certified",1.5
,,="Special Education - Teachers and Instructors",="Certified",5.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0
,,="Instructional Specialists Who Support Teachers",="Certified",2.4
="Area Cooperative Educational Services",="Center for Autism Spectrum and Development Disorders",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",4.0
,,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Mill Road School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",6.0
,,="General Education - Teachers and Instructors",="Certified",8.0
,,="Special Education - Teachers and Instructors",="Certified",18.0
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Thomas Edison Magnet Middle School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",5.0
,,="General Education - Teachers and Instructors",="Certified",56.1
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,,="Library/Media - Support Staff",="Non-Certified",0.0
,,="School Nurses",="Non-Certified",1.6
,,="Special Education - Teachers and Instructors",="Certified",5.5
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.7
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Village School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,,="General Education - Teachers and Instructors",="Certified",3.0
,,="Special Education - Teachers and Instructors",="Certified",19.0
,,="Instructional Specialists Who Support Teachers",="Certified",4.0
,="Whitney High School East",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,,="General Education - Teachers and Instructors",="Certified",1.5
,,="Special Education - Teachers and Instructors",="Certified",16.0
,,="Instructional Specialists Who Support Teachers",="Certified",2.2
,="Whitney High School North",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,,="General Education - Teachers and Instructors",="Certified",4.0
,,="Special Education - Teachers and Instructors",="Certified",10.0
,,="Instructional Specialists Who Support Teachers",="Certified",0.4
,="Whitney High School West",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,,="General Education - Teachers and Instructors",="Certified",1.5
,,="Special Education - Teachers and Instructors",="Certified",6.0
,,="Instructional Specialists Who Support Teachers",="Certified",0.8
,="Wintergreen Interdistrict Magnet School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,,="General Education - Teachers and Instructors",="Certified",38.0
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,,="Library/Media - Support Staff",="Non-Certified",0.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",4.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.1
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,,="Instructional Specialists Who Support Teachers",="Certified",2.6
="Ashford School District",="Ashford School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.5
,,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,,="General Education - Teachers and Instructors",="Certified",38.6
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,,="Library/Media - Support Staff",="Non-Certified",0.5
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",5.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.8
,,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Avon School District",="Avon High School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.4
,,="Counselors  Social Workers  and School Psychologists",="Certified",10.2
,,="General Education - Teachers and Instructors",="Certified",70.5
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.7
,,="Library/Media - Support Staff",="Non-Certified",1.0
,,="School Nurses",="Non-Certified",1.2
,,="Special Education - Teachers and Instructors",="Certified",8.3
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.5
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.4
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,,="Instructional Specialists Who Support Teachers",="Certified",1.9
,="Avon Middle School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.2
,,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,,="General Education - Teachers and Instructors",="Certified",39.9
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.1
,,="Library/Media - Support Staff",="Non-Certified",0.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",6.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.1
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,,="Instructional Specialists Who Support Teachers",="Certified",2.7
,="Pine Grove School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.2
,,="Counselors  Social Workers  and School Psychologists",="Certified",1.5
,,="General Education - Teachers and Instructors",="Certified",31.5
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,,="Library/Media - Support Staff",="Non-Certified",0.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",7.8
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.6
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.3
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,,="Instructional Specialists Who Support Teachers",="Certified",3.6
,="Roaring Brook School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.2
,,="Counselors  Social Workers  and School Psychologists",="Certified",1.6
,,="General Education - Teachers and Instructors",="Certified",30.4
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.7
,,="Library/Media - Support Staff",="Non-Certified",0.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",3.6
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.2
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.5
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,,="Instructional Specialists Who Support Teachers",="Certified",3.5
,="Thompson Brook School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.2
,,="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,,="General Education - Teachers and Instructors",="Certified",36.3
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,,="Library/Media - Support Staff",="Non-Certified",0.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",5.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.8
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,,="Instructional Specialists Who Support Teachers",="Certified",1.6
="Barkhamsted School District",="Barkhamsted Elementary School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",1.1
,,="General Education - Teachers and Instructors",="Certified",20.5
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.8
,,="Library/Media - Support Staff",="Non-Certified",0.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",2.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.6
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.3
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,,="Instructional Specialists Who Support Teachers",="Certified",0.9
,="Shared Services Integrated Preschool",="Special Education - Teachers and Instructors",="Certified",1.0
="Berlin School District",="Berlin High School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",8.0
,,="General Education - Teachers and Instructors",="Certified",71.7
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
,,="Library/Media - Support Staff",="Non-Certified",1.0
,,="School Nurses",="Non-Certified",2.0
,,="Special Education - Teachers and Instructors",="Certified",11.8
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.7
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",31.9
