"FTE Staffing Report for 2007-08"

"District","School","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Amistad Academy","General Education - Paraprofessional Instructional Assistants","Non-Certified",10.0
="Andover School District",="Andover Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Ansonia School District",="Ansonia High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.3
,="Ansonia Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Mead School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.1
,="Prendergast School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",30.4
="Area Cooperative Educational Services",="Collaborative Alternative Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Thomas Edison Magnet Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Wintergreen Interdistrict Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.3
="Ashford School District",="Ashford School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
="Avon School District",="Avon High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Avon Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Pine Grove School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Roaring Brook School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Thompson Brook School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Barkhamsted School District",="Barkhamsted Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.9
="Berlin School District",="Berlin High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.6
,="Catherine M. McGee Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.1
,="Emma Hart Willard School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Mary E. Griswold School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.6
,="Richard D. Hubbard School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.4
="Bethany School District",="Bethany Community School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.1
="Bethel School District",="Anna H. Rockwell School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
,="Bethel High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
