"FTE Staffing Report for 2015-16"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Amistad Academy District",="Amistad Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Andover School District",="Andover Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
="Ansonia School District",="Ansonia High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.3
,="Ansonia Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Mead School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="P.A.C.E. (Positive And Creative Education)",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Prendergast School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Area Cooperative Educational Services",="Center for Autism Spectrum and Development Disorders",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.0
,="Mill Road School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.5
,="Thomas Edison Magnet Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Village School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",93.2
,="Whitney High School East",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.2
,="Whitney High School North",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.4
,="Whitney High School West",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.6
,="Wintergreen Interdistrict Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.6
="Ashford School District",="Ashford School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
="Avon School District",="Avon High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Avon Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Pine Grove School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Roaring Brook School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.7
,="Thompson Brook School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.6
="Barkhamsted School District",="Barkhamsted Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.6
,="Bridges at Barkhamsted Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Shared Services Integrated Preschool",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.3
="Berlin School District",="Berlin High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.9
,="Catherine M. McGee Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Emma Hart Willard School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.4
,="Mary E. Griswold School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Richard D. Hubbard School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Bethany School District",="Bethany Community School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.6
="Bethel School District",="Anna H. Rockwell School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Bethel High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Bethel Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Frank A. Berry School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Ralph M. T. Johnson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Bloomfield School District",="Bloomfield High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Carmen Arace Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Carmen Arace Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
,="Global Experience Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Laurel School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Metacomet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Wintonbury Early Childhood Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
="Bolton School District",="Bolton Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.4
,="Bolton High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.4
="Booker T. Washington Academy District",="Booker T. Washington Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Bozrah School District",="Fields Memorial School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
="Brass City Charter School District",="Brass City Charter School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Bridgeport Achievement First District",="Achievement First Bridgeport Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Bridgeport School District",="Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Barnum School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Bassick High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Beardsley School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Black Rock School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Blackham School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Bridgeport Learning Center",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
,="Bridgeport Military Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Bridgeport Regional Vocational Aquaculture School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Bryant School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Central High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
,="Cesar Batalla School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Classical Studies Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Columbus School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Cross School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Curiale School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Dunbar School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Edison School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Geraldine Johnson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
,="Hall School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Hallen School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Harding High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="High Horizons Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Hooker School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Interdistrict Discovery Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Jettie S. Tisdale School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0
,="Luis Munoz Marin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Madison School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Multicultural Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Park City Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Read School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Roosevelt School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Skane Center",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.0
,="Waltersville School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Winthrop School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
="Bristol School District",="Alternative Special Education Program (ASEP)",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Bristol Central High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Bristol Early Childhood Center-BECC",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
,="Bristol Eastern High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Bristol Preparatory Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Chippens Hill Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Chippens Hill Middle School Functional Program",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Chms Goal",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Community/Vocational Program",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Edgewood School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Ellen P. Hubbell School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Greene-Hills GOAL",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Greene-Hills School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Hubbell/Extended Resource",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Ivy Drive Extended Resource",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Ivy Drive GOAL",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Ivy Drive Medically Fragile",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Ivy Drive School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Mountain View School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Mt. View Extended Resource",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Mt. View GOAL",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Northeast MS/Extended Resource",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Northeast MS/GOAL",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Northeast Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
,="PreK Autism",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="South Side Extended Resource",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="South Side GOAL",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="South Side School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Stafford Autism",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Stafford School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="West Bristol School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
="Brookfield School District",="Brookfield High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Center Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Huckleberry Hill Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0
,="Whisconier Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
="Canaan School District",="Lee H. Kellogg School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
="Canterbury School District",="Canterbury Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.2
,="Dr. Helen Baldwin Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5
="Canton School District",="Canton High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Canton Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.6
,="Canton Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Cherry Brook Primary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.3
="Capital Preparatory Harbor School Inc. District",="Capital Preparatory Harbor School Inc.",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Capitol Region Education Council",="Academy of Aerospace and Engineering",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Academy of Aerospace and Engineering Elementary",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Academy of Science and Innovation",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Ana Grace Academy of the Arts Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Discovery Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Farmington Valley Regional Diagnostic Center",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Glastonbury/East Hartford Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.4
,="Greater Hartford Academy of Math and Science",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Greater Hartford Academy of the Arts High School - Full Time",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Greater Hartford Academy of the Arts Magnet Middle",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Integrated Program Models",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="International Magnet School for Global Citizenship",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="John J. Allison Polaris Center",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Lincoln Academy Regional Interdistrict Collaborative",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Metropolitan Learning Center for Global and International Studies",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Montessori Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
,="Museum Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Public Safety Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Reggio Magnet School of the Arts",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0
,="River Street Early Learning Center (Site 2)",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",61.0
,="River Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",95.0
,="Soundbridge",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Soundbridge @ Academy of Aerospace & Engineering Elementary",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Soundbridge @ Museum Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Soundbridge @ Silas Deane Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Soundbridge @ Wethersfield High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Strive (Southern Transition Real-World and Independent Vocational Education Program",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.4
,="Two Rivers Magnet High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Two Rivers Magnet Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="University of Hartford Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
="Chaplin School District",="Chaplin Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Cheshire School District",="Chapman School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.4
,="Cheshire High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
,="Cheshire Quinnipiac University Transition Collaborative",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Darcey School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Dodd Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.5
,="Doolittle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Highland School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.5
,="Humiston Alternative School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.8
,="Norton School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
="Chester School District",="Chester Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.6
="Clinton School District",="Abraham Pierson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Jared Eliot School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.8
,="Lewin G. Joel Jr. School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.4
,="The Morgan School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4
="Colchester School District",="Bacon Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.5
,="Colchester Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0
,="Jack Jackter Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
,="William J. Johnston Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
="Colebrook School District",="Colebrook Consolidated School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Columbia School District",="Horace W. Porter School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
