"FTE Staffing Report for 2007-08"

"District","School","Assignment Category","Educator Type","FTE Count"
"Ansonia School District","Ansonia High School","Counselors  Social Workers  and School Psychologists","Certified",4.0
,="Ansonia Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="Mead School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Prendergast School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
="Area Cooperative Educational Services",="Collaborative Alternative Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Mill Road School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0
,="Thomas Edison Magnet Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0
,="Village School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Whitney High School East",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="Whitney High School North",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="Whitney High School West",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Wintergreen Interdistrict Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Ashford School District",="Ashford School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6
="Avon School District",="Avon High School",="Counselors  Social Workers  and School Psychologists",="Certified",8.8
,="Avon Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="Pine Grove School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Roaring Brook School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Thompson Brook School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
="Barkhamsted School District",="Barkhamsted Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.1
="Berlin School District",="Berlin High School",="Counselors  Social Workers  and School Psychologists",="Certified",8.3
,="Catherine M. McGee Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0
,="Emma Hart Willard School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4
,="Mary E. Griswold School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4
,="Richard D. Hubbard School",="Counselors  Social Workers  and School Psychologists",="Certified",0.7
="Bethany School District",="Bethany Community School",="Counselors  Social Workers  and School Psychologists",="Certified",2.4
="Bethel School District",="Anna H. Rockwell School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,="Bethel High School",="Counselors  Social Workers  and School Psychologists",="Certified",6.9
,="Bethel Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0
,="Frank A. Berry School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,="Ralph M. T. Johnson School",="Counselors  Social Workers  and School Psychologists",="Certified",0.9
="Bloomfield School District",="Bloomfield High School",="Counselors  Social Workers  and School Psychologists",="Certified",6.5
,="Carmen Arace Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",4.8
,="Carmen Arace Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.1
,="J. P. Vincent School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Laurel School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Metacomet School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8
,="The Big Picture High School",="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Bolton School District",="Bolton Center School",="Counselors  Social Workers  and School Psychologists",="Certified",2.8
,="Bolton High School",="Counselors  Social Workers  and School Psychologists",="Certified",2.9
="Bozrah School District",="Fields Memorial School",="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Branford School District",="Branford High School",="Counselors  Social Workers  and School Psychologists",="Certified",8.5
,="Francis Walsh Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",6.0
,="John B. Sliney School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Mary R. Tisko School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Mary T. Murphy School",="Counselors  Social Workers  and School Psychologists",="Certified",1.8
="Bridgeport School District",="Barnum School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
