"FTE Staffing Report for 2011-12"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","Special Education - Teachers and Instructors","Certified",2.0
="Amistad Academy District",="Amistad Academy",="Special Education - Teachers and Instructors",="Certified",4.0
="Andover School District",="Andover Elementary School",="Special Education - Teachers and Instructors",="Certified",3.0
="Ansonia School District",="Ansonia High School",="Special Education - Teachers and Instructors",="Certified",5.4
,="Ansonia Middle School",="Special Education - Teachers and Instructors",="Certified",5.2
,="Mead School",="Special Education - Teachers and Instructors",="Certified",5.2
,="Prendergast School",="Special Education - Teachers and Instructors",="Certified",6.2
="Area Cooperative Educational Services",="Center for Autism Spectrum and Development Disorders",="Special Education - Teachers and Instructors",="Certified",3.0
,="Mill Road School",="Special Education - Teachers and Instructors",="Certified",17.0
,="Thomas Edison Magnet Middle School",="Special Education - Teachers and Instructors",="Certified",5.5
,="Village School",="Special Education - Teachers and Instructors",="Certified",19.0
,="Whitney High School East",="Special Education - Teachers and Instructors",="Certified",15.0
,="Whitney High School North",="Special Education - Teachers and Instructors",="Certified",10.0
,="Whitney High School West",="Special Education - Teachers and Instructors",="Certified",7.0
,="Wintergreen Interdistrict Magnet School",="Special Education - Teachers and Instructors",="Certified",4.0
="Ashford School District",="Ashford School",="Special Education - Teachers and Instructors",="Certified",6.0
="Avon School District",="Avon High School",="Special Education - Teachers and Instructors",="Certified",8.4
,="Avon Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Pine Grove School",="Special Education - Teachers and Instructors",="Certified",7.4
,="Roaring Brook School",="Special Education - Teachers and Instructors",="Certified",3.6
,="Thompson Brook School",="Special Education - Teachers and Instructors",="Certified",5.0
="Barkhamsted School District",="Barkhamsted Elementary School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Shared Services Integrated Preschool",="Special Education - Teachers and Instructors",="Certified",1.0
="Berlin School District",="Berlin High School",="Special Education - Teachers and Instructors",="Certified",13.3
,="Catherine M. McGee Middle School",="Special Education - Teachers and Instructors",="Certified",9.0
,="Emma Hart Willard School",="Special Education - Teachers and Instructors",="Certified",8.0
,="Mary E. Griswold School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Richard D. Hubbard School",="Special Education - Teachers and Instructors",="Certified",1.8
="Bethany School District",="Bethany Community School",="Special Education - Teachers and Instructors",="Certified",5.0
="Bethel School District",="Anna H. Rockwell School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Bethel High School",="Special Education - Teachers and Instructors",="Certified",9.0
,="Bethel Middle School",="Special Education - Teachers and Instructors",="Certified",8.2
,="Frank A. Berry School",="Special Education - Teachers and Instructors",="Certified",9.0
,="Ralph M. T. Johnson School",="Special Education - Teachers and Instructors",="Certified",5.8
="Bloomfield School District",="Bloomfield High School",="Special Education - Teachers and Instructors",="Certified",9.3
,="Carmen Arace Intermediate School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Carmen Arace Middle School",="Special Education - Teachers and Instructors",="Certified",4.0
,="J. P. Vincent School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Metacomet School",="Special Education - Teachers and Instructors",="Certified",2.0
,="The Big Picture High School",="Special Education - Teachers and Instructors",="Certified",0.7
,="Wintonbury Early Childhood Magnet School",="Special Education - Teachers and Instructors",="Certified",1.0
="Bolton School District",="Bolton Center School",="Special Education - Teachers and Instructors",="Certified",4.5
,="Bolton High School",="Special Education - Teachers and Instructors",="Certified",2.6
="Bozrah School District",="Fields Memorial School",="Special Education - Teachers and Instructors",="Certified",4.0
="Branford School District",="Branford High School",="Special Education - Teachers and Instructors",="Certified",9.5
,="Francis Walsh Intermediate School",="Special Education - Teachers and Instructors",="Certified",12.0
,="Indian Neck School",="Special Education - Teachers and Instructors",="Certified",3.0
,="John B. Sliney School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Mary R. Tisko School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Mary T. Murphy School",="Special Education - Teachers and Instructors",="Certified",3.0
="Bridgeport Achievement First District",="Achievement First Bridgeport Academy",="Special Education - Teachers and Instructors",="Certified",1.0
="Bridgeport School District",="Barnum School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Bassick High School",="Special Education - Teachers and Instructors",="Certified",9.0
,="Beardsley School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Black Rock School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Blackham School",="Special Education - Teachers and Instructors",="Certified",10.0
,="Bridgeport Learning Center",="Special Education - Teachers and Instructors",="Certified",11.0
,="Bryant School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Central High School",="Special Education - Teachers and Instructors",="Certified",12.5
,="Cesar Batalla School",="Special Education - Teachers and Instructors",="Certified",11.0
,="Classical Studies Academy",="Special Education - Teachers and Instructors",="Certified",1.0
,="Columbus School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Cross School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Curiale School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Dunbar School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Edison School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Geraldine Johnson School",="Special Education - Teachers and Instructors",="Certified",9.0
,="Hall School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Hallen School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Harding High School",="Special Education - Teachers and Instructors",="Certified",11.0
,="High Horizons Magnet School",="Special Education - Teachers and Instructors",="Certified",1.0
,="Hooker School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Interdistrict Discovery Magnet School",="Special Education - Teachers and Instructors",="Certified",1.0
,="Jettie S. Tisdale School",="Special Education - Teachers and Instructors",="Certified",14.5
,="Longfellow School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Luis Munoz Marin School",="Special Education - Teachers and Instructors",="Certified",8.0
,="Madison School",="Special Education - Teachers and Instructors",="Certified",8.0
,="Make The Grade",="Special Education - Teachers and Instructors",="Certified",0.5
,="Multicultural Magnet School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Park City Academy",="Special Education - Teachers and Instructors",="Certified",1.5
,="Park City Magnet School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Read School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Roosevelt School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Skane Center",="Special Education - Teachers and Instructors",="Certified",18.0
,="The University School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Waltersville School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Winthrop School",="Special Education - Teachers and Instructors",="Certified",3.0
="Bristol School District",="Alternative Special Education Program (ASEP)",="Special Education - Teachers and Instructors",="Certified",5.0
,="Bristol Central High School",="Special Education - Teachers and Instructors",="Certified",11.6
,="Bristol Eastern High School",="Special Education - Teachers and Instructors",="Certified",10.6
,="Chippens Hill Middle School",="Special Education - Teachers and Instructors",="Certified",8.0
,="Clara T. O'Connell School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Community/Vocational Program",="Special Education - Teachers and Instructors",="Certified",1.0
,="Edgewood School",="Special Education - Teachers and Instructors",="Certified",1.0
,="Ellen P. Hubbell School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Greene-Hills School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Ivy Drive School",="Special Education - Teachers and Instructors",="Certified",3.0
,="John J. Jennings School",="Special Education - Teachers and Instructors",="Certified",2.5
,="Memorial Boulevard Middle School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Mountain View School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Northeast Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="South Side School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Stafford School",="Special Education - Teachers and Instructors",="Certified",8.0
="Brookfield School District",="Brookfield High School",="Special Education - Teachers and Instructors",="Certified",5.9
,="Center Elementary School",="Special Education - Teachers and Instructors",="Certified",3.9
,="Huckleberry Hill Elementary School",="Special Education - Teachers and Instructors",="Certified",4.9
,="Whisconier Middle School",="Special Education - Teachers and Instructors",="Certified",5.9
="Brooklyn School District",="Brooklyn Elementary School",="Special Education - Teachers and Instructors",="Certified",3.2
,="Brooklyn Middle School",="Special Education - Teachers and Instructors",="Certified",4.8
="Canaan School District",="Lee H. Kellogg School",="Special Education - Teachers and Instructors",="Certified",1.0
="Canterbury School District",="Canterbury Elementary School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Dr. Helen Baldwin Middle School",="Special Education - Teachers and Instructors",="Certified",2.0
="Canton School District",="Canton High School",="Special Education - Teachers and Instructors",="Certified",7.2
,="Canton Intermediate School",="Special Education - Teachers and Instructors",="Certified",4.6
,="Canton Middle School",="Special Education - Teachers and Instructors",="Certified",0.8
,="Cherry Brook Primary School",="Special Education - Teachers and Instructors",="Certified",4.0
="Capitol Region Education Council",="Academy of Aerospace and Engineering",="Special Education - Teachers and Instructors",="Certified",2.5
,="Academy of Science and Innovation",="Special Education - Teachers and Instructors",="Certified",1.0
,="Discovery Academy",="Special Education - Teachers and Instructors",="Certified",1.0
,="Farmington Valley Regional Diagnostic Center",="Special Education - Teachers and Instructors",="Certified",2.0
,="Great Path Academy at MCC",="Special Education - Teachers and Instructors",="Certified",2.1
,="Greater Hartford Academy of the Arts High School - Full Time",="Special Education - Teachers and Instructors",="Certified",2.5
,="Integrated Program Models",="Special Education - Teachers and Instructors",="Certified",2.0
,="International Magnet School for Global Citizenship",="Special Education - Teachers and Instructors",="Certified",2.0
,="John J. Allison Polaris Center",="Special Education - Teachers and Instructors",="Certified",15.0
,="Lincoln Academy Regional Interdistrict Collaborative",="Special Education - Teachers and Instructors",="Certified",1.0
,="Metropolitan Learning Center for Global and International Studies",="Special Education - Teachers and Instructors",="Certified",4.0
,="Montessori Magnet School",="Special Education - Teachers and Instructors",="Certified",1.0
,="Museum Academy",="Special Education - Teachers and Instructors",="Certified",1.0
,="Public Safety Academy",="Special Education - Teachers and Instructors",="Certified",1.0
