"FTE Staffing Report for 2014-15"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","School Nurses","Non-Certified",1.0
="Amistad Academy District",="Amistad Academy",="School Nurses",="Non-Certified",4.5
="Andover School District",="Andover Elementary School",="School Nurses",="Non-Certified",1.0
="Ansonia School District",="Ansonia High School",="School Nurses",="Non-Certified",1.0
,="Ansonia Middle School",="School Nurses",="Non-Certified",1.0
,="Mead School",="School Nurses",="Non-Certified",1.0
,="Prendergast School",="School Nurses",="Non-Certified",1.5
="Area Cooperative Educational Services",="Thomas Edison Magnet Middle School",="School Nurses",="Non-Certified",2.0
,="Wintergreen Interdistrict Magnet School",="School Nurses",="Non-Certified",1.0
="Ashford School District",="Ashford School",="School Nurses",="Non-Certified",1.0
="Avon School District",="Avon High School",="School Nurses",="Non-Certified",2.2
,="Avon Middle School",="School Nurses",="Non-Certified",1.0
,="Pine Grove School",="School Nurses",="Non-Certified",1.0
,="Roaring Brook School",="School Nurses",="Non-Certified",1.0
,="Thompson Brook School",="School Nurses",="Non-Certified",1.0
="Barkhamsted School District",="Barkhamsted Elementary School",="School Nurses",="Non-Certified",1.0
="Berlin School District",="Berlin High School",="School Nurses",="Non-Certified",2.0
,="Catherine M. McGee Middle School",="School Nurses",="Non-Certified",1.0
,="Emma Hart Willard School",="School Nurses",="Non-Certified",1.0
,="Mary E. Griswold School",="School Nurses",="Non-Certified",1.0
,="Richard D. Hubbard School",="School Nurses",="Non-Certified",1.0
="Bethany School District",="Bethany Community School",="School Nurses",="Non-Certified",1.0
="Bethel School District",="Anna H. Rockwell School",="School Nurses",="Non-Certified",1.2
,="Bethel High School",="School Nurses",="Non-Certified",1.2
,="Bethel Middle School",="School Nurses",="Non-Certified",1.2
,="Frank A. Berry School",="School Nurses",="Non-Certified",1.2
,="Ralph M. T. Johnson School",="School Nurses",="Non-Certified",1.2
="Bloomfield School District",="Bloomfield High School",="School Nurses",="Non-Certified",1.0
,="Carmen Arace Intermediate School",="School Nurses",="Non-Certified",0.5
,="Carmen Arace Middle School",="School Nurses",="Non-Certified",0.5
,="Global Experience Magnet School",="School Nurses",="Non-Certified",1.0
,="Laurel School",="School Nurses",="Non-Certified",1.0
,="Learning Academy at Bloomfield",="School Nurses",="Non-Certified",0.0
,="Metacomet School",="School Nurses",="Non-Certified",1.0
,="Wintonbury Early Childhood Magnet School",="School Nurses",="Non-Certified",1.0
="Bolton School District",="Bolton Center School",="School Nurses",="Non-Certified",1.5
,="Bolton High School",="School Nurses",="Non-Certified",1.0
="Bozrah School District",="Fields Memorial School",="School Nurses",="Non-Certified",1.0
="Branford School District",="Branford High School",="School Nurses",="Non-Certified",1.0
,="Francis Walsh Intermediate School",="School Nurses",="Non-Certified",2.0
,="John B. Sliney School",="School Nurses",="Non-Certified",1.0
,="Mary R. Tisko School",="School Nurses",="Non-Certified",1.0
,="Mary T. Murphy School",="School Nurses",="Non-Certified",1.0
="Brass City Charter School District",="Brass City Charter School",="School Nurses",="Non-Certified",0.2
="Bridgeport School District",="Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus",="School Nurses",="Non-Certified",0.4
,="Barnum School",="School Nurses",="Non-Certified",1.0
,="Bassick High School",="School Nurses",="Non-Certified",1.0
,="Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus",="School Nurses",="Non-Certified",0.3
,="Black Rock School",="School Nurses",="Non-Certified",0.6
,="Blackham School",="School Nurses",="Non-Certified",1.4
,="Bridgeport Military Academy",="School Nurses",="Non-Certified",0.4
,="Bryant School",="School Nurses",="Non-Certified",0.6
,="Central High School",="School Nurses",="Non-Certified",1.5
,="Cesar Batalla School",="School Nurses",="Non-Certified",1.4
,="Classical Studies Academy",="School Nurses",="Non-Certified",2.0
,="Columbus School",="School Nurses",="Non-Certified",1.6
,="Cross School",="School Nurses",="Non-Certified",0.6
,="Curiale School",="School Nurses",="Non-Certified",1.0
,="Dunbar School",="School Nurses",="Non-Certified",0.4
,="Edison School",="School Nurses",="Non-Certified",0.4
,="Geraldine Johnson School",="School Nurses",="Non-Certified",1.0
,="Hall School",="School Nurses",="Non-Certified",0.6
,="Hallen School",="School Nurses",="Non-Certified",1.0
,="Harding High School",="School Nurses",="Non-Certified",1.0
,="High Horizons Magnet School",="School Nurses",="Non-Certified",0.5
,="Hooker School",="School Nurses",="Non-Certified",1.0
,="Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus",="School Nurses",="Non-Certified",0.3
,="Interdistrict Discovery Magnet School",="School Nurses",="Non-Certified",1.0
,="Jettie S. Tisdale School",="School Nurses",="Non-Certified",1.0
,="Luis Munoz Marin School",="School Nurses",="Non-Certified",1.0
,="Madison School",="School Nurses",="Non-Certified",0.6
,="Multicultural Magnet School",="School Nurses",="Non-Certified",0.5
,="Park City Magnet School",="School Nurses",="Non-Certified",1.0
,="Read School",="School Nurses",="Non-Certified",1.0
,="Roosevelt School",="School Nurses",="Non-Certified",0.6
,="Skane Center",="School Nurses",="Non-Certified",1.0
,="Waltersville School",="School Nurses",="Non-Certified",1.0
,="Winthrop School",="School Nurses",="Non-Certified",1.0
="Bristol School District",="Bristol Central High School",="School Nurses",="Non-Certified",1.0
,="Bristol Early Childhood Center-BECC",="School Nurses",="Non-Certified",1.0
,="Bristol Eastern High School",="School Nurses",="Non-Certified",2.0
,="Chippens Hill Middle School",="School Nurses",="Non-Certified",1.0
,="Edgewood School",="School Nurses",="Non-Certified",1.0
,="Ellen P. Hubbell School",="School Nurses",="Non-Certified",1.0
,="Greene-Hills School",="School Nurses",="Non-Certified",1.0
,="Ivy Drive School",="School Nurses",="Non-Certified",1.0
,="Mountain View School",="School Nurses",="Non-Certified",1.0
,="Northeast Middle School",="School Nurses",="Non-Certified",1.0
,="South Side School",="School Nurses",="Non-Certified",1.0
,="Stafford School",="School Nurses",="Non-Certified",1.0
,="West Bristol School",="School Nurses",="Non-Certified",2.0
="Brookfield School District",="Brookfield High School",="School Nurses",="Non-Certified",2.0
,="Center Elementary School",="School Nurses",="Non-Certified",1.0
,="Huckleberry Hill Elementary School",="School Nurses",="Non-Certified",2.0
