"FTE Staffing Report for 2007-08"

"District","School","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Amistad Academy","General Education - Teachers and Instructors","Certified",36.0
="Andover School District",="Andover Elementary School",="General Education - Teachers and Instructors",="Certified",25.3
="Ansonia School District",="Ansonia High School",="General Education - Teachers and Instructors",="Certified",40.0
,="Ansonia Middle School",="General Education - Teachers and Instructors",="Certified",38.0
,="Mead School",="General Education - Teachers and Instructors",="Certified",32.0
,="Prendergast School",="General Education - Teachers and Instructors",="Certified",38.0
="Area Cooperative Educational Services",="A. C. E. S. Special Education Town Campus Learning Center",="General Education - Teachers and Instructors",="Certified",2.0
,="Collaborative Alternative Magnet School",="General Education - Teachers and Instructors",="Certified",10.0
,="Mill Road School",="General Education - Teachers and Instructors",="Certified",8.0
,="Thomas Edison Magnet Middle School",="General Education - Teachers and Instructors",="Certified",55.6
,="Village School",="General Education - Teachers and Instructors",="Certified",3.0
,="Whitney High School East",="General Education - Teachers and Instructors",="Certified",1.0
,="Whitney High School North",="General Education - Teachers and Instructors",="Certified",4.0
,="Whitney High School West",="General Education - Teachers and Instructors",="Certified",2.0
,="Wintergreen Interdistrict Magnet School",="General Education - Teachers and Instructors",="Certified",36.3
="Ashford School District",="Ashford School",="General Education - Teachers and Instructors",="Certified",37.6
="Avon School District",="Avon High School",="General Education - Teachers and Instructors",="Certified",64.6
,="Avon Middle School",="General Education - Teachers and Instructors",="Certified",42.0
,="Pine Grove School",="General Education - Teachers and Instructors",="Certified",33.0
,="Roaring Brook School",="General Education - Teachers and Instructors",="Certified",36.6
,="Thompson Brook School",="General Education - Teachers and Instructors",="Certified",36.2
="Barkhamsted School District",="Barkhamsted Elementary School",="General Education - Teachers and Instructors",="Certified",20.7
="Berlin School District",="Berlin High School",="General Education - Teachers and Instructors",="Certified",62.2
,="Catherine M. McGee Middle School",="General Education - Teachers and Instructors",="Certified",53.3
,="Emma Hart Willard School",="General Education - Teachers and Instructors",="Certified",31.0
,="Mary E. Griswold School",="General Education - Teachers and Instructors",="Certified",35.0
,="Richard D. Hubbard School",="General Education - Teachers and Instructors",="Certified",15.2
="Bethany School District",="Bethany Community School",="General Education - Teachers and Instructors",="Certified",38.4
="Bethel School District",="Anna H. Rockwell School",="General Education - Teachers and Instructors",="Certified",27.1
,="Bethel High School",="General Education - Teachers and Instructors",="Certified",77.7
,="Bethel Middle School",="General Education - Teachers and Instructors",="Certified",52.2
,="Frank A. Berry School",="General Education - Teachers and Instructors",="Certified",26.1
,="Ralph M. T. Johnson School",="General Education - Teachers and Instructors",="Certified",29.2
="Bloomfield School District",="Bloomfield High School",="General Education - Teachers and Instructors",="Certified",51.1
,="Carmen Arace Intermediate School",="General Education - Teachers and Instructors",="Certified",25.1
,="Carmen Arace Middle School",="General Education - Teachers and Instructors",="Certified",28.3
,="J. P. Vincent School",="General Education - Teachers and Instructors",="Certified",21.2
,="Laurel School",="General Education - Teachers and Instructors",="Certified",19.2
,="Metacomet School",="General Education - Teachers and Instructors",="Certified",19.5
,="The Big Picture High School",="General Education - Teachers and Instructors",="Certified",6.0
="Bolton School District",="Bolton Center School",="General Education - Teachers and Instructors",="Certified",42.0
,="Bolton High School",="General Education - Teachers and Instructors",="Certified",26.5
="Bozrah School District",="Fields Memorial School",="General Education - Teachers and Instructors",="Certified",20.0
="Branford School District",="Branford High School",="General Education - Teachers and Instructors",="Certified",87.8
,="Francis Walsh Intermediate School",="General Education - Teachers and Instructors",="Certified",77.7
,="John B. Sliney School",="General Education - Teachers and Instructors",="Certified",24.8
,="Mary R. Tisko School",="General Education - Teachers and Instructors",="Certified",29.8
,="Mary T. Murphy School",="General Education - Teachers and Instructors",="Certified",28.8
="Bridgeport Achievement First District",="Achievement First Bridgeport Academy",="General Education - Teachers and Instructors",="Certified",5.0
="Bridgeport School District",="Barnum School",="General Education - Teachers and Instructors",="Certified",16.2
,="Bassick High School",="General Education - Teachers and Instructors",="Certified",71.5
,="Beardsley School",="General Education - Teachers and Instructors",="Certified",31.5
,="Black Rock School",="General Education - Teachers and Instructors",="Certified",20.3
,="Blackham School",="General Education - Teachers and Instructors",="Certified",57.0
,="Bridgeport Learning Center",="General Education - Teachers and Instructors",="Certified",1.3
,="Bridgeport Regional Vocational Aquaculture School",="General Education - Teachers and Instructors",="Certified",13.5
,="Bryant School",="General Education - Teachers and Instructors",="Certified",22.6
,="Central High School",="General Education - Teachers and Instructors",="Certified",136.5
,="Cesar Batalla School",="General Education - Teachers and Instructors",="Certified",54.8
,="Classical Studies Academy",="General Education - Teachers and Instructors",="Certified",20.7
,="Columbus School",="General Education - Teachers and Instructors",="Certified",45.2
,="Cross School",="General Education - Teachers and Instructors",="Certified",28.8
,="Curiale School",="General Education - Teachers and Instructors",="Certified",34.1
,="Dunbar School",="General Education - Teachers and Instructors",="Certified",23.9
,="Edison School",="General Education - Teachers and Instructors",="Certified",18.9
,="Garfield School",="General Education - Teachers and Instructors",="Certified",16.1
,="Geraldine Johnson School",="General Education - Teachers and Instructors",="Certified",13.4
,="Hall School",="General Education - Teachers and Instructors",="Certified",18.6
,="Hallen School",="General Education - Teachers and Instructors",="Certified",20.9
,="Harding High School",="General Education - Teachers and Instructors",="Certified",101.0
,="High Horizons Magnet School",="General Education - Teachers and Instructors",="Certified",23.9
,="Hooker School",="General Education - Teachers and Instructors",="Certified",23.6
,="Jettie S. Tisdale School",="General Education - Teachers and Instructors",="Certified",17.3
,="Longfellow School",="General Education - Teachers and Instructors",="Certified",30.3
,="Luis Munoz Marin School",="General Education - Teachers and Instructors",="Certified",52.2
,="Madison School",="General Education - Teachers and Instructors",="Certified",32.0
,="Make The Grade",="General Education - Teachers and Instructors",="Certified",4.1
,="Maplewood Annex",="General Education - Teachers and Instructors",="Certified",11.2
,="Multicultural Magnet School",="General Education - Teachers and Instructors",="Certified",26.5
,="Park City Academy",="General Education - Teachers and Instructors",="Certified",6.0
,="Park City Magnet School",="General Education - Teachers and Instructors",="Certified",24.8
,="Read School",="General Education - Teachers and Instructors",="Certified",48.5
,="Roosevelt School",="General Education - Teachers and Instructors",="Certified",45.6
,="Skane Center",="General Education - Teachers and Instructors",="Certified",4.6
,="Waltersville School",="General Education - Teachers and Instructors",="Certified",24.3
,="Winthrop School",="General Education - Teachers and Instructors",="Certified",39.8
="Bristol School District",="Bristol Central High School",="General Education - Teachers and Instructors",="Certified",82.2
,="Bristol Eastern High School",="General Education - Teachers and Instructors",="Certified",72.3
,="Chippens Hill Middle School",="General Education - Teachers and Instructors",="Certified",60.5
,="Clara T. O'Connell School",="General Education - Teachers and Instructors",="Certified",25.1
,="Clarence A. Bingham School",="General Education - Teachers and Instructors",="Certified",17.1
,="Edgewood School",="General Education - Teachers and Instructors",="Certified",23.3
,="Ellen P. Hubbell School",="General Education - Teachers and Instructors",="Certified",28.2
,="Greene-Hills School",="General Education - Teachers and Instructors",="Certified",22.2
,="Ivy Drive School",="General Education - Teachers and Instructors",="Certified",22.8
,="John J. Jennings School",="General Education - Teachers and Instructors",="Certified",19.9
,="Memorial Boulevard Middle School",="General Education - Teachers and Instructors",="Certified",37.0
,="Mountain View School",="General Education - Teachers and Instructors",="Certified",21.2
,="Northeast Middle School",="General Education - Teachers and Instructors",="Certified",37.5
,="South Side School",="General Education - Teachers and Instructors",="Certified",36.9
,="Stafford School",="General Education - Teachers and Instructors",="Certified",24.7
="Brookfield School District",="Brookfield High School",="General Education - Teachers and Instructors",="Certified",62.0
,="Center Elementary School",="General Education - Teachers and Instructors",="Certified",25.2
,="Huckleberry Hill Elementary School",="General Education - Teachers and Instructors",="Certified",36.9
,="Whisconier Middle School",="General Education - Teachers and Instructors",="Certified",58.9
="Brooklyn School District",="Brooklyn Elementary School",="General Education - Teachers and Instructors",="Certified",31.0
,="Brooklyn Middle School",="General Education - Teachers and Instructors",="Certified",28.6
="Canaan School District",="Lee H. Kellogg School",="General Education - Teachers and Instructors",="Certified",12.0
="Canterbury School District",="Canterbury Elementary School",="General Education - Teachers and Instructors",="Certified",19.5
,="Dr. Helen Baldwin Middle School",="General Education - Teachers and Instructors",="Certified",20.0
="Canton School District",="Canton High School",="General Education - Teachers and Instructors",="Certified",31.9
,="Canton Intermediate School",="General Education - Teachers and Instructors",="Certified",23.2
,="Canton Middle School",="General Education - Teachers and Instructors",="Certified",18.3
,="Cherry Brook Primary School",="General Education - Teachers and Instructors",="Certified",26.6
="Capitol Region Education Council",="CREC Early Learning Center at Asylum Hill",="General Education - Teachers and Instructors",="Certified",3.0
,="Glastonbury/East Hartford Magnet School",="General Education - Teachers and Instructors",="Certified",15.6
,="Great Path Academy at MCC",="General Education - Teachers and Instructors",="Certified",7.0
,="Greater Hartford Academy of Math and Science",="General Education - Teachers and Instructors",="Certified",10.7
,="Greater Hartford Academy of the Arts High School - Full Time",="General Education - Teachers and Instructors",="Certified",1.9
,="John J. Allison Polaris Center",="General Education - Teachers and Instructors",="Certified",3.0
,="Metropolitan Learning Center for Global and International Studies",="General Education - Teachers and Instructors",="Certified",49.9
,="Montessori Magnet School",="General Education - Teachers and Instructors",="Certified",17.6
,="Two Rivers Magnet Middle School",="General Education - Teachers and Instructors",="Certified",43.0
,="University of Hartford Magnet School",="General Education - Teachers and Instructors",="Certified",25.2
="Chaplin School District",="Chaplin Elementary School",="General Education - Teachers and Instructors",="Certified",19.0
="Cheshire School District",="Chapman School",="General Education - Teachers and Instructors",="Certified",19.9
,="Cheshire High School",="General Education - Teachers and Instructors",="Certified",97.1
,="Darcey School",="General Education - Teachers and Instructors",="Certified",12.0
,="Dodd Middle School",="General Education - Teachers and Instructors",="Certified",52.9
,="Doolittle School",="General Education - Teachers and Instructors",="Certified",32.1
,="Highland School",="General Education - Teachers and Instructors",="Certified",52.2
,="Humiston School",="General Education - Teachers and Instructors",="Certified",3.4
,="Norton School",="General Education - Teachers and Instructors",="Certified",30.1
="Chester School District",="Chester Elementary School",="General Education - Teachers and Instructors",="Certified",25.9
="Clinton School District",="Abraham Pierson School",="General Education - Teachers and Instructors",="Certified",18.7
,="Jared Eliot School",="General Education - Teachers and Instructors",="Certified",37.8
,="Lewin G. Joel Jr. School",="General Education - Teachers and Instructors",="Certified",44.6
,="The Morgan School",="General Education - Teachers and Instructors",="Certified",47.2
="Colchester School District",="Bacon Academy",="General Education - Teachers and Instructors",="Certified",69.2
,="Colchester Elementary School",="General Education - Teachers and Instructors",="Certified",35.0
,="Jack Jackter Intermediate School",="General Education - Teachers and Instructors",="Certified",40.0
,="William J. Johnston Middle School",="General Education - Teachers and Instructors",="Certified",56.0
="Colebrook School District",="Colebrook Consolidated School",="General Education - Teachers and Instructors",="Certified",7.9
="Columbia School District",="Horace W. Porter School",="General Education - Teachers and Instructors",="Certified",48.0
="Common Ground High School District",="Common Ground High School",="General Education - Teachers and Instructors",="Certified",11.0
="Connecticut Technical High School System",="A. I. Prince Technical High School",="General Education - Teachers and Instructors",="Certified",71.3
,="Bristol Technical Education Center",="General Education - Teachers and Instructors",="Certified",13.4
,="Bullard-Havens Technical High School",="General Education - Teachers and Instructors",="Certified",80.3
,="E. C. Goodwin Technical High School",="General Education - Teachers and Instructors",="Certified",65.9
,="Eli Whitney Technical High School",="General Education - Teachers and Instructors",="Certified",71.9
,="Ella T. Grasso Southeastern Technical High School",="General Education - Teachers and Instructors",="Certified",59.4
,="Emmett O'Brien Technical High School",="General Education - Teachers and Instructors",="Certified",46.3
,="H. C. Wilcox Technical High School",="General Education - Teachers and Instructors",="Certified",65.1
,="H. H. Ellis Technical High School",="General Education - Teachers and Instructors",="Certified",53.3
,="Henry Abbott Technical High School",="General Education - Teachers and Instructors",="Certified",62.5
,="Howell Cheney Technical High School",="General Education - Teachers and Instructors",="Certified",56.2
,="J. M. Wright Technical High School",="General Education - Teachers and Instructors",="Certified",33.2
,="Norwich Technical High School",="General Education - Teachers and Instructors",="Certified",52.4
,="Oliver Wolcott Technical High School",="General Education - Teachers and Instructors",="Certified",57.2
,="Platt Technical High School",="General Education - Teachers and Instructors",="Certified",65.6
,="Vinal Technical High School",="General Education - Teachers and Instructors",="Certified",59.8
,="W. F. Kaynor Technical High School",="General Education - Teachers and Instructors",="Certified",64.6
,="Windham Technical High School",="General Education - Teachers and Instructors",="Certified",51.6
="Cooperative Educational Services",="C. E. S. Special Education",="General Education - Teachers and Instructors",="Certified",2.5
,="Six-Six Magnet School",="General Education - Teachers and Instructors",="Certified",34.6
="Cornwall School District",="Cornwall Consolidated School",="General Education - Teachers and Instructors",="Certified",14.7
="Coventry School District",="Capt. Nathan Hale School",="General Education - Teachers and Instructors",="Certified",33.5
,="Coventry Grammar School",="General Education - Teachers and Instructors",="Certified",23.0
,="Coventry High School",="General Education - Teachers and Instructors",="Certified",40.0
,="George Hersey Robertson School",="General Education - Teachers and Instructors",="Certified",26.6
="Cromwell School District",="Cromwell High School",="General Education - Teachers and Instructors",="Certified",41.5
,="Cromwell Middle School",="General Education - Teachers and Instructors",="Certified",35.2
,="Edna C. Stevens School",="General Education - Teachers and Instructors",="Certified",26.2
,="Woodside Intermediate School",="General Education - Teachers and Instructors",="Certified",27.4
="Danbury School District",="Alternative Center For Excellence",="General Education - Teachers and Instructors",="Certified",8.0
,="Broadview Middle School",="General Education - Teachers and Instructors",="Certified",67.6
,="Danbury High School",="General Education - Teachers and Instructors",="Certified",165.8
