"FTE Staffing Report for 2002-03"

"District","School","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Amistad Academy","Administrators  Coordinators and Department Chairs - School Level","Certified",1.8
,,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,,="General Education - Teachers and Instructors",="Certified",14.9
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,,="Library/Media - Support Staff",="Non-Certified",0.0
,,="School Nurses",="Non-Certified",0.0
,,="Special Education - Teachers and Instructors",="Certified",1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.4
="Andover School District",="Andover Elementary School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.4
,,="General Education - Teachers and Instructors",="Certified",23.6
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.3
,,="Library/Media - Support Staff",="Non-Certified",0.1
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",3.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.8
,,="Instructional Specialists Who Support Teachers",="Certified",2.0
,,="Library/Media - Specialists (Certified)",="Certified",1.0
="Ansonia School District",="Ansonia High School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.2
,,="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,,="General Education - Teachers and Instructors",="Certified",37.3
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,,="Library/Media - Support Staff",="Non-Certified",0.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",5.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.5
,,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Ansonia Middle School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,,="Counselors  Social Workers  and School Psychologists",="Certified",2.4
,,="General Education - Teachers and Instructors",="Certified",34.5
,,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
,,="Library/Media - Support Staff",="Non-Certified",1.0
,,="School Nurses",="Non-Certified",1.0
,,="Special Education - Teachers and Instructors",="Certified",4.0
