"FTE Staffing Report for 2012-13"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","Counselors  Social Workers  and School Psychologists","Certified",1.0
="Amistad Academy District",="Amistad Academy",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Ansonia School District",="Ansonia High School",="Counselors  Social Workers  and School Psychologists",="Certified",5.6
,="Ansonia Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="Mead School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,="Prendergast School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5
="Area Cooperative Educational Services",="Center for Autism Spectrum and Development Disorders",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Mill Road School",="Counselors  Social Workers  and School Psychologists",="Certified",6.0
,="Thomas Edison Magnet Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0
,="Village School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Whitney High School East",="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="Whitney High School North",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="Whitney High School West",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Wintergreen Interdistrict Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Ashford School District",="Ashford School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
="Avon School District",="Avon High School",="Counselors  Social Workers  and School Psychologists",="Certified",10.2
,="Avon Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="Pine Grove School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5
,="Roaring Brook School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6
,="Thompson Brook School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5
="Barkhamsted School District",="Barkhamsted Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.1
="Berlin School District",="Berlin High School",="Counselors  Social Workers  and School Psychologists",="Certified",8.0
,="Catherine M. McGee Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0
,="Emma Hart Willard School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4
,="Mary E. Griswold School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4
,="Richard D. Hubbard School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Bethany School District",="Bethany Community School",="Counselors  Social Workers  and School Psychologists",="Certified",2.4
="Bethel School District",="Anna H. Rockwell School",="Counselors  Social Workers  and School Psychologists",="Certified",1.9
,="Bethel High School",="Counselors  Social Workers  and School Psychologists",="Certified",6.5
,="Bethel Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.4
,="Frank A. Berry School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4
,="Ralph M. T. Johnson School",="Counselors  Social Workers  and School Psychologists",="Certified",1.7
="Bloomfield School District",="Bloomfield High School",="Counselors  Social Workers  and School Psychologists",="Certified",7.0
,="Carmen Arace Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,="Carmen Arace Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.5
,="Global Experience Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Laurel School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Metacomet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Wintonbury Early Childhood Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Bolton School District",="Bolton Center School",="Counselors  Social Workers  and School Psychologists",="Certified",2.2
,="Bolton High School",="Counselors  Social Workers  and School Psychologists",="Certified",2.6
="Bozrah School District",="Fields Memorial School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8
="Branford School District",="Branford High School",="Counselors  Social Workers  and School Psychologists",="Certified",7.0
,="Francis Walsh Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",6.0
,="Indian Neck School",="Counselors  Social Workers  and School Psychologists",="Certified",0.2
,="John B. Sliney School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5
,="Mary R. Tisko School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3
,="Mary T. Murphy School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5
="Bridgeport Achievement First District",="Achievement First Bridgeport Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.5
="Bridgeport School District",="Barnum School",="Counselors  Social Workers  and School Psychologists",="Certified",3.9
,="Bassick High School",="Counselors  Social Workers  and School Psychologists",="Certified",8.7
,="Beardsley School",="Counselors  Social Workers  and School Psychologists",="Certified",1.1
,="Black Rock School",="Counselors  Social Workers  and School Psychologists",="Certified",0.6
,="Blackham School",="Counselors  Social Workers  and School Psychologists",="Certified",3.5
,="Bridgeport Learning Center",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="Bridgeport Regional Vocational Aquaculture School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Bryant School",="Counselors  Social Workers  and School Psychologists",="Certified",0.4
,="Central High School",="Counselors  Social Workers  and School Psychologists",="Certified",13.9
,="Cesar Batalla School",="Counselors  Social Workers  and School Psychologists",="Certified",4.1
,="Classical Studies Academy",="Counselors  Social Workers  and School Psychologists",="Certified",0.8
,="Columbus School",="Counselors  Social Workers  and School Psychologists",="Certified",3.8
,="Cross School",="Counselors  Social Workers  and School Psychologists",="Certified",2.2
,="Curiale School",="Counselors  Social Workers  and School Psychologists",="Certified",2.8
,="Dunbar School",="Counselors  Social Workers  and School Psychologists",="Certified",1.9
,="Edison School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8
,="Geraldine Johnson School",="Counselors  Social Workers  and School Psychologists",="Certified",3.6
,="Hall School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8
,="Hallen School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3
,="Harding High School",="Counselors  Social Workers  and School Psychologists",="Certified",9.5
,="High Horizons Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Hooker School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,="Interdistrict Discovery Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Jettie S. Tisdale School",="Counselors  Social Workers  and School Psychologists",="Certified",3.4
,="Luis Munoz Marin School",="Counselors  Social Workers  and School Psychologists",="Certified",3.8
,="Madison School",="Counselors  Social Workers  and School Psychologists",="Certified",2.8
,="Multicultural Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,="Park City Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.3
,="Park City Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.9
,="Read School",="Counselors  Social Workers  and School Psychologists",="Certified",3.1
,="Roosevelt School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6
,="Skane Center",="Counselors  Social Workers  and School Psychologists",="Certified",3.4
,="Waltersville School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Winthrop School",="Counselors  Social Workers  and School Psychologists",="Certified",2.6
="Bristol School District",="Bristol Central High School",="Counselors  Social Workers  and School Psychologists",="Certified",7.9
,="Bristol Eastern High School",="Counselors  Social Workers  and School Psychologists",="Certified",8.4
,="Chippens Hill Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.4
,="Edgewood School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Ellen P. Hubbell School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4
,="Greene-Hills School",="Counselors  Social Workers  and School Psychologists",="Certified",2.6
,="Ivy Drive School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Mountain View School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2
,="Northeast Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="South Side School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4
,="Stafford School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="West Bristol School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5
="Brookfield School District",="Brookfield High School",="Counselors  Social Workers  and School Psychologists",="Certified",6.0
,="Center Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Huckleberry Hill Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6
,="Whisconier Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.4
="Brooklyn School District",="Brooklyn Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Brooklyn Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Canaan School District",="Lee H. Kellogg School",="Counselors  Social Workers  and School Psychologists",="Certified",0.6
="Canterbury School District",="Canterbury Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Dr. Helen Baldwin Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Canton School District",="Canton High School",="Counselors  Social Workers  and School Psychologists",="Certified",3.1
,="Canton Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Canton Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",1.8
,="Cherry Brook Primary School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8
="Capitol Region Education Council",="Academy of Aerospace and Engineering",="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="Academy of Science and Innovation",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="Ana Grace Academy of the Arts Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Discovery Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Glastonbury/East Hartford Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Greater Hartford Academy of Math and Science",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Greater Hartford Academy of the Arts High School - Full Time",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="Greater Hartford Academy of the Arts Magnet Middle",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="International Magnet School for Global Citizenship",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="John J. Allison Polaris Center",="Counselors  Social Workers  and School Psychologists",="Certified",5.0
,="Lincoln Academy Regional Interdistrict Collaborative",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Metropolitan Learning Center for Global and International Studies",="Counselors  Social Workers  and School Psychologists",="Certified",6.0
,="Montessori Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Museum Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Public Safety Academy",="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="Reggio Magnet School of the Arts",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="River Street Early Learning Center (Site 2)",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="River Street School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="Two Rivers Magnet High School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="Two Rivers Magnet Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="University of Hartford Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
="Chaplin School District",="Chaplin Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Cheshire School District",="Chapman School",="Counselors  Social Workers  and School Psychologists",="Certified",0.9
,="Cheshire High School",="Counselors  Social Workers  and School Psychologists",="Certified",9.0
,="Darcey School",="Counselors  Social Workers  and School Psychologists",="Certified",0.9
,="Dodd Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.6
,="Doolittle School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6
,="Highland School",="Counselors  Social Workers  and School Psychologists",="Certified",3.2
,="Humiston School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="Norton School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4
="Chester School District",="Chester Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2
="Clinton School District",="Abraham Pierson School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3
,="Jared Eliot School",="Counselors  Social Workers  and School Psychologists",="Certified",3.6
,="Lewin G. Joel Jr. School",="Counselors  Social Workers  and School Psychologists",="Certified",1.7
,="The Morgan School",="Counselors  Social Workers  and School Psychologists",="Certified",4.9
="Colchester School District",="Bacon Academy",="Counselors  Social Workers  and School Psychologists",="Certified",9.0
,="Colchester Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",2.1
,="Jack Jackter Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",1.1
,="William J. Johnston Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.6
="Colebrook School District",="Colebrook Consolidated School",="Counselors  Social Workers  and School Psychologists",="Certified",0.4
="Columbia School District",="Horace W. Porter School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Common Ground High School District",="Common Ground High School",="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Connecticut Technical High School System",="A. I. Prince Technical High School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0
,="Bullard-Havens Technical High School",="Counselors  Social Workers  and School Psychologists",="Certified",6.9
,="E. C. Goodwin Technical High School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="Eli Whitney Technical High School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="Ella T. Grasso Southeastern Technical High School",="Counselors  Social Workers  and School Psychologists",="Certified",7.0
,="Emmett O'Brien Technical High School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="H. C. Wilcox Technical High School",="Counselors  Social Workers  and School Psychologists",="Certified",5.7
