"FTE Staffing Report for 2011-12"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","General Education - Teachers and Instructors","Certified",59.2
="Amistad Academy District",="Amistad Academy",="General Education - Teachers and Instructors",="Certified",71.4
="Andover School District",="Andover Elementary School",="General Education - Teachers and Instructors",="Certified",25.2
="Ansonia School District",="Ansonia High School",="General Education - Teachers and Instructors",="Certified",43.3
,="Ansonia Middle School",="General Education - Teachers and Instructors",="Certified",24.7
,="Mead School",="General Education - Teachers and Instructors",="Certified",33.0
,="Prendergast School",="General Education - Teachers and Instructors",="Certified",41.0
="Area Cooperative Educational Services",="Mill Road School",="General Education - Teachers and Instructors",="Certified",8.0
,="Thomas Edison Magnet Middle School",="General Education - Teachers and Instructors",="Certified",51.1
,="Village School",="General Education - Teachers and Instructors",="Certified",3.0
,="Whitney High School East",="General Education - Teachers and Instructors",="Certified",0.5
,="Whitney High School North",="General Education - Teachers and Instructors",="Certified",4.0
,="Whitney High School West",="General Education - Teachers and Instructors",="Certified",1.5
,="Wintergreen Interdistrict Magnet School",="General Education - Teachers and Instructors",="Certified",38.3
="Ashford School District",="Ashford School",="General Education - Teachers and Instructors",="Certified",39.5
="Avon School District",="Avon High School",="General Education - Teachers and Instructors",="Certified",69.0
,="Avon Middle School",="General Education - Teachers and Instructors",="Certified",40.5
,="Pine Grove School",="General Education - Teachers and Instructors",="Certified",30.9
,="Roaring Brook School",="General Education - Teachers and Instructors",="Certified",31.7
,="Thompson Brook School",="General Education - Teachers and Instructors",="Certified",34.8
="Barkhamsted School District",="Barkhamsted Elementary School",="General Education - Teachers and Instructors",="Certified",20.7
="Berlin School District",="Berlin High School",="General Education - Teachers and Instructors",="Certified",68.2
,="Catherine M. McGee Middle School",="General Education - Teachers and Instructors",="Certified",54.0
,="Emma Hart Willard School",="General Education - Teachers and Instructors",="Certified",28.8
,="Mary E. Griswold School",="General Education - Teachers and Instructors",="Certified",34.7
,="Richard D. Hubbard School",="General Education - Teachers and Instructors",="Certified",15.4
="Bethany School District",="Bethany Community School",="General Education - Teachers and Instructors",="Certified",36.9
="Bethel School District",="Anna H. Rockwell School",="General Education - Teachers and Instructors",="Certified",26.4
,="Bethel High School",="General Education - Teachers and Instructors",="Certified",64.2
,="Bethel Middle School",="General Education - Teachers and Instructors",="Certified",44.5
,="Frank A. Berry School",="General Education - Teachers and Instructors",="Certified",27.4
,="Ralph M. T. Johnson School",="General Education - Teachers and Instructors",="Certified",26.8
="Bloomfield School District",="Bloomfield High School",="General Education - Teachers and Instructors",="Certified",52.9
,="Carmen Arace Intermediate School",="General Education - Teachers and Instructors",="Certified",23.5
,="Carmen Arace Middle School",="General Education - Teachers and Instructors",="Certified",23.2
,="J. P. Vincent School",="General Education - Teachers and Instructors",="Certified",28.8
,="Metacomet School",="General Education - Teachers and Instructors",="Certified",19.8
,="The Big Picture High School",="General Education - Teachers and Instructors",="Certified",8.3
,="Wintonbury Early Childhood Magnet School",="General Education - Teachers and Instructors",="Certified",20.6
="Bolton School District",="Bolton Center School",="General Education - Teachers and Instructors",="Certified",38.3
,="Bolton High School",="General Education - Teachers and Instructors",="Certified",25.8
="Bozrah School District",="Fields Memorial School",="General Education - Teachers and Instructors",="Certified",17.5
="Branford School District",="Branford High School",="General Education - Teachers and Instructors",="Certified",73.7
,="Francis Walsh Intermediate School",="General Education - Teachers and Instructors",="Certified",70.4
,="John B. Sliney School",="General Education - Teachers and Instructors",="Certified",25.8
,="Mary R. Tisko School",="General Education - Teachers and Instructors",="Certified",28.3
,="Mary T. Murphy School",="General Education - Teachers and Instructors",="Certified",28.8
="Bridgeport Achievement First District",="Achievement First Bridgeport Academy",="General Education - Teachers and Instructors",="Certified",40.0
="Bridgeport School District",="Barnum School",="General Education - Teachers and Instructors",="Certified",35.6
,="Bassick High School",="General Education - Teachers and Instructors",="Certified",57.0
,="Beardsley School",="General Education - Teachers and Instructors",="Certified",20.9
,="Black Rock School",="General Education - Teachers and Instructors",="Certified",19.1
,="Blackham School",="General Education - Teachers and Instructors",="Certified",54.8
,="Bridgeport Learning Center",="General Education - Teachers and Instructors",="Certified",1.0
,="Bridgeport Regional Vocational Aquaculture School",="General Education - Teachers and Instructors",="Certified",15.0
,="Bryant School",="General Education - Teachers and Instructors",="Certified",21.6
,="Central High School",="General Education - Teachers and Instructors",="Certified",110.1
,="Cesar Batalla School",="General Education - Teachers and Instructors",="Certified",57.2
,="Classical Studies Academy",="General Education - Teachers and Instructors",="Certified",20.5
,="Columbus School",="General Education - Teachers and Instructors",="Certified",38.9
,="Cross School",="General Education - Teachers and Instructors",="Certified",24.9
,="Curiale School",="General Education - Teachers and Instructors",="Certified",32.9
,="Dunbar School",="General Education - Teachers and Instructors",="Certified",21.4
,="Edison School",="General Education - Teachers and Instructors",="Certified",14.0
,="Geraldine Johnson School",="General Education - Teachers and Instructors",="Certified",37.7
,="Hall School",="General Education - Teachers and Instructors",="Certified",15.8
,="Hallen School",="General Education - Teachers and Instructors",="Certified",17.6
,="Harding High School",="General Education - Teachers and Instructors",="Certified",77.0
,="High Horizons Magnet School",="General Education - Teachers and Instructors",="Certified",21.0
,="Hooker School",="General Education - Teachers and Instructors",="Certified",20.4
,="Interdistrict Discovery Magnet School",="General Education - Teachers and Instructors",="Certified",20.4
,="Jettie S. Tisdale School",="General Education - Teachers and Instructors",="Certified",29.5
,="Longfellow School",="General Education - Teachers and Instructors",="Certified",25.4
,="Luis Munoz Marin School",="General Education - Teachers and Instructors",="Certified",49.8
,="Madison School",="General Education - Teachers and Instructors",="Certified",25.0
,="Make The Grade",="General Education - Teachers and Instructors",="Certified",4.0
,="Multicultural Magnet School",="General Education - Teachers and Instructors",="Certified",26.9
,="Park City Academy",="General Education - Teachers and Instructors",="Certified",7.0
,="Park City Magnet School",="General Education - Teachers and Instructors",="Certified",24.5
,="Read School",="General Education - Teachers and Instructors",="Certified",42.7
,="Roosevelt School",="General Education - Teachers and Instructors",="Certified",32.3
,="Skane Center",="General Education - Teachers and Instructors",="Certified",1.8
,="The University School",="General Education - Teachers and Instructors",="Certified",9.0
,="Waltersville School",="General Education - Teachers and Instructors",="Certified",26.9
,="Winthrop School",="General Education - Teachers and Instructors",="Certified",37.4
="Bristol School District",="Bristol Central High School",="General Education - Teachers and Instructors",="Certified",72.9
,="Bristol Eastern High School",="General Education - Teachers and Instructors",="Certified",71.9
,="Chippens Hill Middle School",="General Education - Teachers and Instructors",="Certified",62.0
,="Clara T. O'Connell School",="General Education - Teachers and Instructors",="Certified",22.9
,="Edgewood School",="General Education - Teachers and Instructors",="Certified",23.6
,="Ellen P. Hubbell School",="General Education - Teachers and Instructors",="Certified",27.6
,="Greene-Hills School",="General Education - Teachers and Instructors",="Certified",18.3
,="Ivy Drive School",="General Education - Teachers and Instructors",="Certified",22.2
,="John J. Jennings School",="General Education - Teachers and Instructors",="Certified",20.2
,="Memorial Boulevard Middle School",="General Education - Teachers and Instructors",="Certified",38.0
,="Mountain View School",="General Education - Teachers and Instructors",="Certified",18.9
,="Northeast Middle School",="General Education - Teachers and Instructors",="Certified",37.5
,="South Side School",="General Education - Teachers and Instructors",="Certified",33.9
,="Stafford School",="General Education - Teachers and Instructors",="Certified",24.4
="Brookfield School District",="Brookfield High School",="General Education - Teachers and Instructors",="Certified",61.2
,="Center Elementary School",="General Education - Teachers and Instructors",="Certified",26.0
,="Huckleberry Hill Elementary School",="General Education - Teachers and Instructors",="Certified",35.8
,="Whisconier Middle School",="General Education - Teachers and Instructors",="Certified",58.0
="Brooklyn School District",="Brooklyn Elementary School",="General Education - Teachers and Instructors",="Certified",32.0
,="Brooklyn Middle School",="General Education - Teachers and Instructors",="Certified",27.3
="Canaan School District",="Lee H. Kellogg School",="General Education - Teachers and Instructors",="Certified",11.9
