"FTE Staffing Report for 2010-11"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","Administrators  Coordinators and Department Chairs - School Level","Certified",6.9
="Amistad Academy District",="Amistad Academy",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.8
="Andover School District",="Andover Elementary School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Ansonia School District",="Ansonia High School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Ansonia Middle School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Mead School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Prendergast School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Area Cooperative Educational Services",="Mill Road School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Thomas Edison Magnet Middle School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Village School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Whitney High School East",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Whitney High School North",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Whitney High School West",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Wintergreen Interdistrict Magnet School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Ashford School District",="Ashford School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.5
="Avon School District",="Avon High School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.2
,="Avon Middle School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Pine Grove School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.2
,="Roaring Brook School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.2
,="Thompson Brook School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.1
="Barkhamsted School District",="Barkhamsted Elementary School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Berlin School District",="Berlin High School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.2
,="Catherine M. McGee Middle School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Emma Hart Willard School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Mary E. Griswold School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Richard D. Hubbard School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.2
="Bethany School District",="Bethany Community School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Bethel School District",="Anna H. Rockwell School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Bethel High School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.7
,="Bethel Middle School",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
