"Five-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Gender"

"",,,,"Non-Graduates",,,
"District","School","Gender","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Amistad Academy","Female",15,"*","*","*","*"
"Amistad Academy District","Amistad Academy","Male",8,"*","*","*","*"
"Ansonia School District","Ansonia High School","Female",73,"*","*",12,16.4
"Ansonia School District","Ansonia High School","Male",77,"*","*",14,18.2
"Avon School District","Avon High School","Female",147,"*","*","*","*"
"Avon School District","Avon High School","Male",122,"*","*","*","*"
"Berlin School District","Berlin High School","Female",113,"*","*","*","*"
"Berlin School District","Berlin High School","Male",119,"*","*","*","*"
"Bethel School District","Bethel High School","Female",116,"*","*","*","*"
"Bethel School District","Bethel High School","Male",128,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Female",65,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Male",69,"*","*",7,10.1
"Bloomfield School District","Global Experience Magnet School","Female",16,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Male",10,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Female","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Male","*","*","*","*","*"
"Bolton School District","Bolton High School","Female",53,"*","*","*","*"
"Bolton School District","Bolton High School","Male",47,"*","*","*","*"
"Branford School District","Branford High School","Female",150,"*","*",7,4.7
"Branford School District","Branford High School","Male",145,"*","*",13,9.0
"Bridgeport School District","Bassick High School","Female",166,8,4.8,41,24.7
"Bridgeport School District","Bassick High School","Male",172,7,4.1,54,31.4
"Bridgeport School District","Central High School","Female",286,"*","*",34,11.9
"Bridgeport School District","Central High School","Male",269,6,2.2,46,17.1
"Bridgeport School District","Harding High School","Female",156,"*","*",28,17.9
"Bridgeport School District","Harding High School","Male",151,"*","*",56,37.1
"Bristol School District","Bristol Central High School","Female",154,"*","*",13,8.4
"Bristol School District","Bristol Central High School","Male",173,"*","*",26,15.0
"Bristol School District","Bristol Eastern High School","Female",174,"*","*",11,6.3
"Bristol School District","Bristol Eastern High School","Male",169,"*","*",20,11.8
"Brookfield School District","Brookfield High School","Female",115,"*","*","*","*"
"Brookfield School District","Brookfield High School","Male",115,"*","*","*","*"
"Canton School District","Canton High School","Female",65,"*","*","*","*"
"Canton School District","Canton High School","Male",69,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Female",17,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Male",14,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Female",75,"*","*",10,13.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Male",19,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Female",41,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Male",6,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Female",50,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Male",47,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Female",14,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Male",31,"*","*","*","*"
"Cheshire School District","Cheshire High School","Female",185,"*","*","*","*"
"Cheshire School District","Cheshire High School","Male",179,"*","*","*","*"
"Clinton School District","The Morgan School","Female",58,"*","*","*","*"
"Clinton School District","The Morgan School","Male",70,"*","*","*","*"
"Colchester School District","Bacon Academy","Female",139,"*","*","*","*"
"Colchester School District","Bacon Academy","Male",108,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Female",15,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Male",14,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Female",96,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Male",87,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Female",91,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Male",94,"*","*",9,9.6
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Female",63,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Male",80,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Female",46,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Male",64,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Female",50,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Male",77,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Female",38,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Male",88,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Female",62,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Male",115,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Female",19,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Male",92,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Female",53,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Male",90,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Female",48,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Male",106,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Female",63,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Male",92,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Female",46,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Male",99,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Female",65,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Male",142,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Female",44,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Male",97,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Female",77,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Male",105,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Female",42,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Male",87,"*","*","*","*"
"Coventry School District","Coventry High School","Female",69,"*","*","*","*"
"Coventry School District","Coventry High School","Male",61,"*","*","*","*"
"Cromwell School District","Cromwell High School","Female",72,"*","*","*","*"
"Cromwell School District","Cromwell High School","Male",60,"*","*","*","*"
"Danbury School District","Danbury High School","Female",345,"*","*",35,10.1
"Danbury School District","Danbury High School","Male",357,"*","*",38,10.6
"Darien School District","Darien High School","Female",165,"*","*","*","*"
"Darien School District","Darien High School","Male",164,"*","*","*","*"
"Derby School District","Derby High School","Female",53,"*","*","*","*"
"Derby School District","Derby High School","Male",49,"*","*","*","*"
"East Granby School District","East Granby High School","Female",25,"*","*","*","*"
"East Granby School District","East Granby High School","Male",39,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Female",50,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Male",50,"*","*","*","*"
"East Hampton School District","East Hampton High School","Female",64,"*","*","*","*"
"East Hampton School District","East Hampton High School","Male",55,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Female",31,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Male",15,"*","*","*","*"
"East Hartford School District","East Hartford High School","Female",184,7,3.8,14,7.6
"East Hartford School District","East Hartford High School","Male",167,13,7.8,12,7.2
"East Hartford School District","Stevens Alternate High school","Female",31,"*","*",12,38.7
"East Hartford School District","Stevens Alternate High school","Male",50,"*","*",15,30.0
"East Haven School District","East Haven High School","Female",112,"*","*",12,10.7
"East Haven School District","East Haven High School","Male",139,"*","*",23,16.5
"East Lyme School District","East Lyme High School","Female",131,"*","*","*","*"
"East Lyme School District","East Lyme High School","Male",130,"*","*","*","*"
"East Windsor School District","East Windsor High School","Female",53,"*","*","*","*"
"East Windsor School District","East Windsor High School","Male",53,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Female",20,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Male",14,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Female",18,"*","*",8,44.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Male",12,"*","*","*","*"
"Ellington School District","Ellington High School","Female",93,"*","*","*","*"
"Ellington School District","Ellington High School","Male",101,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Female",10,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Male",13,"*","*","*","*"
"Enfield School District","Enfield High School","Female",82,"*","*",10,12.2
"Enfield School District","Enfield High School","Male",108,"*","*",19,17.6
"Enfield School District","Enrico Fermi High School","Female",110,"*","*",8,7.3
"Enfield School District","Enrico Fermi High School","Male",122,"*","*",7,5.7
"Explorations District","Explorations","Female",9,"*","*","*","*"
"Explorations District","Explorations","Male",17,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Female",197,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Male",162,"*","*",9,5.6
"Fairfield School District","Fairfield Warde High School","Female",170,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Male",182,"*","*",6,3.3
"Farmington School District","Farmington High School","Female",153,"*","*","*","*"
"Farmington School District","Farmington High School","Male",183,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Female",295,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Male",270,"*","*","*","*"
"Granby School District","Granby Memorial High School","Female",100,"*","*","*","*"
"Granby School District","Granby Memorial High School","Male",99,"*","*","*","*"
"Greenwich School District","Greenwich High School","Female",327,"*","*","*","*"
"Greenwich School District","Greenwich High School","Male",329,"*","*","*","*"
"Griswold School District","Griswold High School","Female",85,"*","*",6,7.1
"Griswold School District","Griswold High School","Male",81,"*","*",12,14.8
"Groton School District","Robert E. Fitch High School","Female",153,"*","*",14,9.2
"Groton School District","Robert E. Fitch High School","Male",160,"*","*",25,15.6
"Guilford School District","Guilford High School","Female",141,"*","*","*","*"
"Guilford School District","Guilford High School","Male",138,"*","*","*","*"
"Hamden School District","Hamden High School","Female",206,"*","*","*","*"
"Hamden School District","Hamden High School","Male",230,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Female",88,"*","*",13,14.8
"Hartford School District","Bulkeley High School Upper School","Male",109,"*","*",22,20.2
"Hartford School District","Capital Preparatory Magnet School","Female",29,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Male",25,"*","*","*","*"
"Hartford School District","Classical Magnet School","Female",49,"*","*","*","*"
"Hartford School District","Classical Magnet School","Male",35,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Female",47,"*","*",11,23.4
"Hartford School District","Culinary Arts Academy","Male",48,6,12.5,11,22.9
"Hartford School District","Great Path Academy High School at MCC","Female",38,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Male",14,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Female",26,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Male",57,"*","*",20,35.1
"Hartford School District","HPHS Academy of Nursing and Health Science","Female",104,"*","*",22,21.2
"Hartford School District","HPHS Academy of Nursing and Health Science","Male",26,"*","*",9,34.6
"Hartford School District","HPHS Law and Government Academy","Female",60,"*","*",9,15.0
"Hartford School District","HPHS Law and Government Academy","Male",58,"*","*",12,20.7
"Hartford School District","High School Inc.","Female",35,"*","*",10,28.6
"Hartford School District","High School Inc.","Male",37,"*","*",9,24.3
"Hartford School District","Journalism and Media Academy Magnet School","Female",33,"*","*",9,27.3
"Hartford School District","Journalism and Media Academy Magnet School","Male",38,"*","*","*","*"
"Hartford School District","OPPortunity High School","Female",27,"*","*",14,51.9
"Hartford School District","OPPortunity High School","Male",35,"*","*",13,37.1
"Hartford School District","Pathways Academy of Technology and Design","Female",18,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Male",53,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Female",54,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Male",46,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Female",21,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Male",59,"*","*","*","*"
"Killingly School District","Killingly High School","Female",107,"*","*",9,8.4
"Killingly School District","Killingly High School","Male",96,"*","*",19,19.8
"Learn","Connecticut River Academy","Female",52,"*","*","*","*"
"Learn","Connecticut River Academy","Male",44,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Female",13,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Male",11,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Female",25,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Male",7,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Female",61,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Male",42,"*","*","*","*"
"Ledyard School District","Ledyard High School","Female",119,"*","*","*","*"
"Ledyard School District","Ledyard High School","Male",113,"*","*","*","*"
"Litchfield School District","Litchfield High School","Female",33,"*","*","*","*"
"Litchfield School District","Litchfield High School","Male",33,"*","*","*","*"
"Madison School District","Daniel Hand High School","Female",166,"*","*","*","*"
"Madison School District","Daniel Hand High School","Male",151,"*","*","*","*"
"Manchester School District","Manchester High School","Female",209,"*","*",16,7.7
"Manchester School District","Manchester High School","Male",205,"*","*",22,10.7
"Meriden School District","Francis T. Maloney High School","Female",155,"*","*",27,17.4
"Meriden School District","Francis T. Maloney High School","Male",149,"*","*",25,16.8
"Meriden School District","Orville H. Platt High School","Female",128,"*","*",16,12.5
"Meriden School District","Orville H. Platt High School","Male",162,"*","*",34,21.0
"Middletown School District","Middletown High School","Female",160,"*","*",11,6.9
"Middletown School District","Middletown High School","Male",139,"*","*",12,8.6
"Milford School District","Jonathan Law High School","Female",131,"*","*","*","*"
"Milford School District","Jonathan Law High School","Male",124,"*","*",8,6.5
"Milford School District","Joseph A. Foran High School","Female",117,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Male",122,"*","*","*","*"
"Monroe School District","Masuk High School","Female",150,"*","*","*","*"
"Monroe School District","Masuk High School","Male",143,"*","*","*","*"
"Montville School District","Montville High School","Female",100,"*","*",8,8.0
"Montville School District","Montville High School","Male",83,"*","*",6,7.2
"Naugatuck School District","Naugatuck High School","Female",168,"*","*",18,10.7
"Naugatuck School District","Naugatuck High School","Male",162,"*","*",26,16.0
"New Britain School District","New Britain High School","Female",311,8,2.6,68,21.9
"New Britain School District","New Britain High School","Male",301,7,2.3,71,23.6
"New Canaan School District","New Canaan High School","Female",171,"*","*","*","*"
"New Canaan School District","New Canaan High School","Male",139,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Female",113,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Male",123,"*","*","*","*"
"New Haven School District","Cooperative High School","Female",105,"*","*",6,5.7
"New Haven School District","Cooperative High School","Male",59,"*","*","*","*"
"New Haven School District","High School In The Community","Female",37,"*","*",15,40.5
"New Haven School District","High School In The Community","Male",22,"*","*",6,27.3
"New Haven School District","Hill Regional Career High School","Female",107,"*","*",9,8.4
"New Haven School District","Hill Regional Career High School","Male",63,"*","*",7,11.1
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Female",8,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Male",28,"*","*","*","*"
"New Haven School District","James Hillhouse High School","Female",131,"*","*",29,22.1
"New Haven School District","James Hillhouse High School","Male",131,8,6.1,27,20.6
"New Haven School District","Metropolitan Business Academy","Female",57,"*","*","*","*"
"New Haven School District","Metropolitan Business Academy","Male",35,"*","*","*","*"
"New Haven School District","New Haven Academy","Female",34,"*","*","*","*"
"New Haven School District","New Haven Academy","Male",31,"*","*","*","*"
"New Haven School District","Sound School","Female",35,"*","*","*","*"
"New Haven School District","Sound School","Male",49,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","Female",136,"*","*",27,19.9
"New Haven School District","Wilbur Cross High School","Male",149,"*","*",54,36.2
"New London School District","New London High School","Female",98,"*","*",13,13.3
"New London School District","New London High School","Male",122,"*","*",28,23.0
"New Milford School District","New Milford High School","Female",200,"*","*",8,4.0
"New Milford School District","New Milford High School","Male",175,"*","*",15,8.6
"Newington School District","Newington High School","Female",186,"*","*","*","*"
"Newington School District","Newington High School","Male",177,"*","*","*","*"
"Newtown School District","Newtown High School","Female",205,"*","*","*","*"
"Newtown School District","Newtown High School","Male",215,"*","*","*","*"
"North Branford School District","North Branford High School","Female",64,"*","*","*","*"
"North Branford School District","North Branford High School","Male",82,"*","*","*","*"
"North Haven School District","North Haven High School","Female",155,"*","*",11,7.1
"North Haven School District","North Haven High School","Male",156,"*","*",11,7.1
"North Stonington School District","Wheeler High School","Female",24,"*","*","*","*"
"North Stonington School District","Wheeler High School","Male",32,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Female",201,8,4.0,8,4.0
"Norwalk School District","Brien McMahon High School","Male",194,14,7.2,18,9.3
"Norwalk School District","Norwalk High School","Female",180,"*","*",10,5.6
"Norwalk School District","Norwalk High School","Male",195,6,3.1,12,6.2
"Norwalk School District","Norwalk Pathways Academy at Briggs","Female",28,14,50.0,8,28.6
"Norwalk School District","Norwalk Pathways Academy at Briggs","Male",15,"*","*",7,46.7
"Norwich Free Academy District","Norwich Free Academy","Female",338,"*","*",28,8.3
"Norwich Free Academy District","Norwich Free Academy","Male",264,"*","*",35,13.3
"Old Saybrook School District","Old Saybrook Senior High School","Female",62,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Male",71,"*","*","*","*"
"Oxford School District","Oxford High School","Female",88,"*","*","*","*"
"Oxford School District","Oxford High School","Male",85,"*","*","*","*"
"Plainfield School District","Plainfield High School","Female",90,"*","*",6,6.7
"Plainfield School District","Plainfield High School","Male",79,"*","*",9,11.4
"Plainville School District","Plainville High School","Female",91,"*","*","*","*"
"Plainville School District","Plainville High School","Male",81,"*","*","*","*"
"Plymouth School District","Terryville High School","Female",52,"*","*","*","*"
"Plymouth School District","Terryville High School","Male",75,"*","*","*","*"
"Portland School District","Portland High School","Female",51,"*","*","*","*"
"Portland School District","Portland High School","Male",61,"*","*","*","*"
"Putnam School District","Putnam High School","Female",29,"*","*","*","*"
"Putnam School District","Putnam High School","Male",36,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Female",60,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Male",60,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Female",73,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Male",63,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Female",188,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Male",225,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Female",45,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Male",48,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Female",107,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Male",79,"*","*","*","*"
"Regional School District 08","RHAM High School","Female",142,"*","*","*","*"
"Regional School District 08","RHAM High School","Male",148,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Female",137,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Male",112,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Female",111,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Male",101,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Female",22,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Male",17,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Female",38,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Male",39,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Female",70,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Male",60,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Female",123,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Male",84,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Female",146,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Male",178,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Female",96,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Male",80,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Female",71,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Male",80,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Female",54,"*","*","*","*"
