"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, High Needs Status"

"",,,,,,"Non-Graduates",,,
"District","District Code","School","School Code","High Needs Status","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","High Needs",14,"*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Non-High Needs",13,0,"*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","High Needs",99,"*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Non-High Needs",84,0,0.0,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","High Needs",31,0,0.0,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Non-High Needs",223,"*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","High Needs",43,0,0.0,6,14.0
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Non-High Needs",217,0,0.0,7,3.2
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","High Needs",42,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Non-High Needs",204,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","High Needs",70,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Non-High Needs",97,"*","*","*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","High Needs","*","*","*","*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Non-High Needs","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","High Needs",9,0,"*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Non-High Needs",63,0,0.0,"*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","High Needs",62,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Non-High Needs",212,0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","High Needs",326,"*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Non-High Needs",9,"*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","High Needs",547,"*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Non-High Needs",49,"*","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","High Needs",411,"*","*",200,48.7
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Non-High Needs",22,"*","*",12,54.5
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","High Needs",123,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Non-High Needs",208,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","High Needs",107,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Non-High Needs",257,"*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","High Needs",18,0,"*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Non-High Needs",245,0,0.0,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","High Needs",18,"*","*",0,"*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Non-High Needs",100,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","High Needs",68,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Non-High Needs",49,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","High Needs",22,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Non-High Needs",39,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","High Needs",23,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Non-High Needs",79,0,0.0,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","High Needs",48,"*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Non-High Needs",316,0,0.0,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","High Needs",35,0,0.0,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Non-High Needs",109,0,0.0,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","High Needs",42,"*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Non-High Needs",208,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","High Needs",27,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Non-High Needs",11,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","High Needs",41,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Non-High Needs",110,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","High Needs",64,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-High Needs",127,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","High Needs",28,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-High Needs",73,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","High Needs",39,0,0.0,11,28.2
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-High Needs",84,0,0.0,12,14.3
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","High Needs",36,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-High Needs",89,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","High Needs",13,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-High Needs",106,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","High Needs",35,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-High Needs",147,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","High Needs",18,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-High Needs",111,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","High Needs",49,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-High Needs",108,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","High Needs",13,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-High Needs",122,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","High Needs",18,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-High Needs",93,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","High Needs",22,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-High Needs",170,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","High Needs",34,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-High Needs",165,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","High Needs",26,0,0.0,"*","*"
