"Five-Year Graduation Rates, Trend"
"State of Connecticut, Race/Ethnicity"

"",,"Non-Graduates",,,,,,,
"",,"Five-Year Still Enrolled Rate by Year",,,,"Five-Year Other Rate by Year",,,
"District","Race/Ethnicity","2010-11","2011-12","2012-13","2013-14","2010-11","2011-12","2012-13","2013-14"
"State of Connecticut","Asian",5.4,4.8,3.1,3.1,"*",0.5,1.3,1.7
"State of Connecticut","Black",21.4,20.8,16.6,12.9,2.6,1.3,3.4,4.3
"State of Connecticut","Hispanic",29.2,25.3,22.3,18.6,2.2,1.1,3.0,3.6
"State of Connecticut","Indian or Alaska Native",24.2,"*","*",12.2,"*","*","*","*"
"State of Connecticut","White",7.3,6.1,5.1,4.3,1.4,0.9,2.0,2.0
"State of Connecticut","Hawaiian or Pacific Islander","N/A","*","*",25.0,"N/A","*","*","*"
"State of Connecticut","Two or More Races","N/A",12.4,11.2,10.3,"N/A","*",2.4,2.2

