"Five-Year Graduation Rates, Trend"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,"Graduates",,,
"",,,"Five-Year Graduation Rate by Year",,,
"District","School","Free/Reduced Price Meal Eligibility","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","Amistad Academy","Eligible For Free Lunch","*",92.3,83.3,88.9
"Amistad Academy District","Amistad Academy","Eligible For Reduced Lunch","*","*","*","*"
"Amistad Academy District","Amistad Academy","Not Eligible For Lunch",69.2,"*","*","*"
"Ansonia School District","Ansonia High School","Eligible For Free Lunch",65.5,72.6,75.2,73.2
"Ansonia School District","Ansonia High School","Eligible For Reduced Lunch",87.5,90.7,83.8,90.9
"Ansonia School District","Ansonia High School","Not Eligible For Lunch",89.8,90.3,93.9,89.1
"Avon School District","Avon High School","Eligible For Free Lunch","*","*","*","*"
"Avon School District","Avon High School","Eligible For Reduced Lunch","*","*","*","*"
"Avon School District","Avon High School","Not Eligible For Lunch",98.0,98.5,99.2,99.2
"Berlin School District","Berlin High School","Eligible For Free Lunch","*",100.0,84.0,93.1
"Berlin School District","Berlin High School","Eligible For Reduced Lunch","*",88.9,88.9,100.0
"Berlin School District","Berlin High School","Not Eligible For Lunch",96.7,98.2,97.8,97.9
"Bethel School District","Bethel High School","Eligible For Free Lunch",83.3,100.0,76.0,80.6
"Bethel School District","Bethel High School","Eligible For Reduced Lunch",100.0,100.0,86.7,100.0
"Bethel School District","Bethel High School","Not Eligible For Lunch",95.2,97.0,98.4,96.9
"Bloomfield School District","Bloomfield High School","Eligible For Free Lunch",79.2,88.2,93.5,97.2
"Bloomfield School District","Bloomfield High School","Eligible For Reduced Lunch",91.7,95.5,95.0,94.7
"Bloomfield School District","Bloomfield High School","Not Eligible For Lunch",85.0,97.3,98.2,86.0
"Bloomfield School District","Global Experience Magnet School","Eligible For Free Lunch","N/A","N/A",100.0,100.0
"Bloomfield School District","Global Experience Magnet School","Eligible For Reduced Lunch","N/A","N/A","*","*"
"Bloomfield School District","Global Experience Magnet School","Not Eligible For Lunch","N/A","N/A",100.0,100.0
"Bloomfield School District","Learning Academy at Bloomfield","Eligible For Free Lunch","N/A","N/A","*","*"
