"Five-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,"Non-Graduates",,,
"District","School","Free/Reduced Price Meal Eligibility","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Amistad Academy","Eligible For Free Lunch",18,"*","*","*","*"
"Amistad Academy District","Amistad Academy","Eligible For Reduced Lunch","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Not Eligible For Lunch","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Eligible For Free Lunch",105,"*","*",23,21.9
"Ansonia School District","Ansonia High School","Eligible For Reduced Lunch",37,"*","*","*","*"
"Ansonia School District","Ansonia High School","Not Eligible For Lunch",66,"*","*","*","*"
"Avon School District","Avon High School","Eligible For Free Lunch","*","*","*","*","*"
"Avon School District","Avon High School","Eligible For Reduced Lunch","*","*","*","*","*"
"Avon School District","Avon High School","Not Eligible For Lunch",247,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Free Lunch",25,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Reduced Lunch",9,"*","*","*","*"
"Berlin School District","Berlin High School","Not Eligible For Lunch",229,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Free Lunch",25,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Reduced Lunch",15,"*","*","*","*"
"Bethel School District","Bethel High School","Not Eligible For Lunch",193,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Eligible For Free Lunch",46,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Eligible For Reduced Lunch",20,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Not Eligible For Lunch",55,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Eligible For Free Lunch",10,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Eligible For Reduced Lunch","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Not Eligible For Lunch",14,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Eligible For Free Lunch",7,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Not Eligible For Lunch","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Free Lunch","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Reduced Lunch","*","*","*","*","*"
"Bolton School District","Bolton High School","Not Eligible For Lunch",71,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Free Lunch",38,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Reduced Lunch",21,"*","*","*","*"
"Branford School District","Branford High School","Not Eligible For Lunch",210,"*","*",9,4.3
"Bridgeport School District","Bassick High School","Eligible For Free Lunch",295,7,2.4,91,30.8
"Bridgeport School District","Bassick High School","Eligible For Reduced Lunch",16,"*","*","*","*"
"Bridgeport School District","Bassick High School","Not Eligible For Lunch","*","*","*","*","*"
"Bridgeport School District","Central High School","Eligible For Free Lunch",505,9,1.8,86,17.0
"Bridgeport School District","Central High School","Eligible For Reduced Lunch",30,"*","*","*","*"
"Bridgeport School District","Central High School","Not Eligible For Lunch","*","*","*","*","*"
"Bridgeport School District","Harding High School","Eligible For Free Lunch",304,"*","*",108,35.5
"Bridgeport School District","Harding High School","Eligible For Reduced Lunch",23,"*","*",6,26.1
"Bridgeport School District","Harding High School","Not Eligible For Lunch","*","*","*","*","*"
"Bristol School District","Bristol Central High School","Eligible For Free Lunch",85,"*","*",24,28.2
"Bristol School District","Bristol Central High School","Eligible For Reduced Lunch",44,"*","*",8,18.2
"Bristol School District","Bristol Central High School","Not Eligible For Lunch",182,"*","*",6,3.3
"Bristol School District","Bristol Eastern High School","Eligible For Free Lunch",67,"*","*",17,25.4
"Bristol School District","Bristol Eastern High School","Eligible For Reduced Lunch",35,"*","*",6,17.1
"Bristol School District","Bristol Eastern High School","Not Eligible For Lunch",201,"*","*",11,5.5
"Brookfield School District","Brookfield High School","Eligible For Free Lunch",18,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Reduced Lunch",8,"*","*","*","*"
"Brookfield School District","Brookfield High School","Not Eligible For Lunch",212,"*","*","*","*"
"Canton School District","Canton High School","Eligible For Free Lunch",8,"*","*","*","*"
"Canton School District","Canton High School","Eligible For Reduced Lunch",8,"*","*","*","*"
"Canton School District","Canton High School","Not Eligible For Lunch",106,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Free Lunch",9,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Reduced Lunch",7,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Not Eligible For Lunch",22,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Free Lunch",37,"*","*",6,16.2
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Reduced Lunch",10,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Not Eligible For Lunch",39,"*","*",6,15.4
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Free Lunch",34,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Reduced Lunch",11,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Not Eligible For Lunch",45,"*","*","*","*"
"Cheshire School District","Cheshire High School","Eligible For Free Lunch",18,"*","*","*","*"
"Cheshire School District","Cheshire High School","Eligible For Reduced Lunch",11,"*","*","*","*"
"Cheshire School District","Cheshire High School","Not Eligible For Lunch",326,"*","*","*","*"
"Clinton School District","The Morgan School","Eligible For Free Lunch",20,"*","*","*","*"
"Clinton School District","The Morgan School","Eligible For Reduced Lunch",8,"*","*","*","*"
"Clinton School District","The Morgan School","Not Eligible For Lunch",115,"*","*",7,6.1
"Colchester School District","Bacon Academy","Eligible For Free Lunch",18,"*","*","*","*"
"Colchester School District","Bacon Academy","Eligible For Reduced Lunch",14,"*","*","*","*"
"Colchester School District","Bacon Academy","Not Eligible For Lunch",218,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Eligible For Free Lunch",20,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Eligible For Reduced Lunch",8,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Not Eligible For Lunch",10,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Eligible For Free Lunch",113,"*","*",9,8.0
"Connecticut Technical High School System","A. I. Prince Technical High School","Eligible For Reduced Lunch",26,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Not Eligible For Lunch",27,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Free Lunch",111,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Reduced Lunch",48,"*","*","*","*"
