"Five-Year Graduation Rates, Trend"
"All Districts, All Schools, High Needs Status"

"",,,"Non-Graduates",,,,,,,
"",,,"Five-Year Still Enrolled Rate by Year",,,,"Five-Year Other Rate by Year",,,
"District","School","High Needs Status","2010-11","2011-12","2012-13","2013-14","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","Amistad Academy","High Needs","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-High Needs","*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","High Needs",28.3,"*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Non-High Needs",10.7,"*","*","*","*","*","*","*"
"Avon School District","Avon High School","High Needs","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Non-High Needs","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","High Needs",14.0,"*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Non-High Needs",3.2,"*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","High Needs","*","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Non-High Needs","*","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","High Needs",14.3,7.3,"*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-High Needs",12.4,"*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","High Needs","N/A","N/A","*","*","N/A","N/A","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-High Needs","N/A","N/A","*","*","N/A","N/A","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","High Needs","N/A","N/A","*","*","N/A","N/A","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-High Needs","N/A","N/A","*","*","N/A","N/A","*","*"
"Bloomfield School District","The Big Picture High School","High Needs","*","*","N/A","N/A","*","*","N/A","N/A"
"Bloomfield School District","The Big Picture High School","Non-High Needs","*","*","N/A","N/A","*","*","N/A","N/A"
"Bolton School District","Bolton High School","High Needs","*","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Non-High Needs","*","*","*","*","*","*","*","*"
"Branford School District","Branford High School","High Needs","*","*","*",12.1,"*","*","*","*"
"Branford School District","Branford High School","Non-High Needs","*","*","*",3.7,"*","*","*","*"
"Bridgeport School District","Bassick High School","High Needs",32.2,43.8,30.4,28.1,"*","*",2.2,4.4
"Bridgeport School District","Bassick High School","Non-High Needs","*","*","*","N/A","*","*","*","N/A"
"Bridgeport School District","Central High School","High Needs",19.2,15.1,16.4,"*",2.0,"*",1.7,1.4
"Bridgeport School District","Central High School","Non-High Needs","*","N/A","*","*","*","N/A","*","*"
"Bridgeport School District","Harding High School","High Needs",48.7,31.9,34.8,27.4,2.2,"*","*","*"
"Bridgeport School District","Harding High School","Non-High Needs",54.5,"*","*","N/A","*","*","*","N/A"
"Bristol School District","Bristol Central High School","High Needs",30.9,16.5,22.1,19.7,"*","*","*","*"
"Bristol School District","Bristol Central High School","Non-High Needs",12.0,4.0,"*",4.7,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","High Needs",15.9,15.7,18.8,14.9,"*","*","*",3.7
"Bristol School District","Bristol Eastern High School","Non-High Needs",9.3,6.0,"*",3.8,"*","*","*","*"
"Brookfield School District","Brookfield High School","High Needs","*","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Non-High Needs","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","High Needs","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Non-High Needs","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","High Needs","N/A","N/A","*","*","N/A","N/A","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-High Needs","N/A","N/A","*","*","N/A","N/A","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","High Needs",10.3,16.0,"N/A","N/A","*","*","N/A","N/A"
"Capitol Region Education Council","Great Path Academy at MCC","Non-High Needs","*","*","N/A","N/A","*","*","N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","High Needs",27.3,"*",15.1,11.7,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-High Needs","*",16.2,"*","*","*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","High Needs","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
