"Five-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Special Education Status"

"",,,,"Non-Graduates",,,
"District","School","Special Education Status","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Amistad Academy","Non-Special Education",18,"*","*","*","*"
"Ansonia School District","Ansonia High School","Non-Special Education",175,"*","*",26,14.9
"Ansonia School District","Ansonia High School","Special Education",24,"*","*",6,25.0
"Avon School District","Avon High School","Non-Special Education",248,"*","*","*","*"
"Avon School District","Avon High School","Special Education",35,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Special Education",220,"*","*","*","*"
"Berlin School District","Berlin High School","Special Education",36,"*","*","*","*"
"Bethel School District","Bethel High School","Non-Special Education",209,"*","*","*","*"
"Bethel School District","Bethel High School","Special Education",26,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-Special Education",141,"*","*",8,5.7
"Bloomfield School District","Bloomfield High School","Special Education",23,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Special Education","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Special Education","*","*","*","*","*"
"Bolton School District","Bolton High School","Non-Special Education",64,"*","*","*","*"
"Bolton School District","Bolton High School","Special Education",6,"*","*","*","*"
"Branford School District","Branford High School","Non-Special Education",225,"*","*","*","*"
"Branford School District","Branford High School","Special Education",28,"*","*","*","*"
"Bridgeport School District","Bassick High School","Non-Special Education",260,"*","*",112,43.1
"Bridgeport School District","Bassick High School","Special Education",45,"*","*",21,46.7
"Bridgeport School District","Central High School","Non-Special Education",507,"*","*",68,13.4
"Bridgeport School District","Central High School","Special Education",57,"*","*",17,29.8
"Bridgeport School District","Harding High School","Non-Special Education",307,"*","*",92,30.0
"Bridgeport School District","Harding High School","Special Education",51,"*","*",23,45.1
"Bristol School District","Bristol Central High School","Non-Special Education",285,"*","*",27,9.5
"Bristol School District","Bristol Central High School","Special Education",46,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Non-Special Education",252,"*","*",26,10.3
"Bristol School District","Bristol Eastern High School","Special Education",36,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-Special Education",235,"*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education",17,"*","*","*","*"
"Canton School District","Canton High School","Non-Special Education",106,"*","*","*","*"
"Canton School District","Canton High School","Special Education",11,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-Special Education",65,"*","*",10,15.4
"Capitol Region Education Council","Great Path Academy at MCC","Special Education",10,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",91,"*","*",9,9.9
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-Special Education",73,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Special Education","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Non-Special Education",359,"*","*","*","*"
"Cheshire School District","Cheshire High School","Special Education",36,"*","*","*","*"
"Clinton School District","The Morgan School","Non-Special Education",101,"*","*","*","*"
"Clinton School District","The Morgan School","Special Education",19,"*","*","*","*"
"Colchester School District","Bacon Academy","Non-Special Education",216,"*","*","*","*"
"Colchester School District","Bacon Academy","Special Education",24,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-Special Education","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-Special Education",161,"*","*",9,5.6
"Connecticut Technical High School System","A. I. Prince Technical High School","Special Education",9,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-Special Education",199,"*","*",10,5.0
"Connecticut Technical High School System","Bullard-Havens Technical High School","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-Special Education",120,"*","*",7,5.8
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Special Education",9,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-Special Education",118,"*","*",10,8.5
"Connecticut Technical High School System","Eli Whitney Technical High School","Special Education",7,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-Special Education",124,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Special Education",30,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-Special Education",120,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Special Education",14,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-Special Education",194,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Special Education",11,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-Special Education",117,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Special Education",14,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-Special Education",134,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Special Education",27,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-Special Education",132,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Special Education",11,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-Special Education",143,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Special Education",9,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-Special Education",144,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Special Education",19,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-Special Education",206,"*","*",6,2.9
"Connecticut Technical High School System","Platt Technical High School","Special Education",12,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-Special Education",99,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Special Education",30,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-Special Education",173,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-Special Education",125,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Special Education",13,"*","*","*","*"
"Coventry School District","Coventry High School","Non-Special Education",124,"*","*","*","*"
"Coventry School District","Coventry High School","Special Education",24,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-Special Education",130,"*","*","*","*"
"Cromwell School District","Cromwell High School","Special Education",15,"*","*","*","*"
"Danbury School District","Danbury High School","Non-Special Education",634,"*","*",69,10.9
"Danbury School District","Danbury High School","Special Education",70,"*","*",14,20.0
"Darien School District","Darien High School","Non-Special Education",268,"*","*","*","*"
"Darien School District","Darien High School","Special Education",39,"*","*","*","*"
"Derby School District","Derby High School","Non-Special Education",99,"*","*","*","*"
"Derby School District","Derby High School","Special Education",10,"*","*","*","*"
"East Granby School District","East Granby High School","Non-Special Education",51,"*","*","*","*"
"East Granby School District","East Granby High School","Special Education",9,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education",90,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education",9,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education",153,"*","*","*","*"
"East Hampton School District","East Hampton High School","Special Education",6,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education",37,"*","*","*","*"
"East Hartford School District","East Hartford High School","Non-Special Education",363,"*","*",29,8.0
