"Five-Year Graduation Rates, Trend"
"All Districts, All Schools, English Learner Status"

"",,,"Graduates",,,
"",,,"Five-Year Graduation Rate by Year",,,
"District","School","English Learner Status","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","Amistad Academy","Non-ELL",63.0,94.4,"*",91.3
"Amistad Academy District","Amistad Academy","ELL","N/A","N/A","*","N/A"
"Ansonia School District","Ansonia High School","Non-ELL","*",83.2,83.6,"*"
"Ansonia School District","Ansonia High School","ELL","*",77.8,69.2,"*"
"Avon School District","Avon High School","Non-ELL","*","*","*",99.3
"Avon School District","Avon High School","ELL","*","*","*","N/A"
"Berlin School District","Berlin High School","Non-ELL","*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*"
"Bethel School District","Bethel High School","Non-ELL","*","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",83.7,93.3,95.8,93.1
"Bloomfield School District","Bloomfield High School","ELL","*","N/A","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-ELL","N/A","N/A",100.0,100.0
"Bloomfield School District","Learning Academy at Bloomfield","Non-ELL","N/A","N/A","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","ELL","N/A","N/A","*","N/A"
"Bloomfield School District","The Big Picture High School","Non-ELL","*",82.4,"N/A","N/A"
"Bolton School District","Bolton High School","Non-ELL",95.8,95.7,96.3,98.0
"Branford School District","Branford High School","Non-ELL","*","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*","*"
"Bridgeport School District","Bassick High School","Non-ELL",66.8,56.9,68.0,67.0
"Bridgeport School District","Bassick High School","ELL",63.8,47.9,63.6,69.5
"Bridgeport School District","Central High School","Non-ELL",78.4,84.0,82.7,85.9
"Bridgeport School District","Central High School","ELL",76.4,84.5,75.5,67.3
"Bridgeport School District","Harding High School","Non-ELL",50.4,67.4,66.7,73.0
"Bridgeport School District","Harding High School","ELL",42.4,65.7,53.8,64.4
"Bristol School District","Bristol Central High School","Non-ELL",79.4,89.4,86.9,87.6
"Bristol School District","Bristol Central High School","ELL","*",100.0,69.2,"*"
