"Five-Year Graduation Rates, Trend"
"All Districts, All Schools, All Students"

"",,"Non-Graduates",,,,,,,
"",,"Five-Year Still Enrolled Rate by Year",,,,"Five-Year Other Rate by Year",,,
"District","School","2010-11","2011-12","2012-13","2013-14","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","Amistad Academy","*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","*","*",13.0,"*","*","*",4.3,"*"
"Avon School District","Avon High School","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","*","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School",2.4,"*","*","*",2.8,"*","*","*"
"Bloomfield School District","Bloomfield High School","*","*","*",6.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","N/A","N/A","*","*","N/A","N/A","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","N/A","N/A","*","*","N/A","N/A","*","*"
"Bloomfield School District","The Big Picture High School","*","*","N/A","N/A","*","*","N/A","N/A"
"Bolton School District","Bolton High School","*","*","*","*","*","*","*","*"
"Branford School District","Branford High School","*","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School",32.2,43.6,30.6,28.1,"*","*","*",4.4
"Bridgeport School District","Central High School",19.3,15.1,16.3,14.4,2.5,"*",1.7,"*"
"Bridgeport School District","Harding High School",49.0,32.1,34.6,27.4,"*","*","*","*"
"Bristol School District","Bristol Central High School",19.0,10.0,12.2,11.9,"*","*","*","*"
"Bristol School District","Bristol Eastern High School",11.3,10.1,11.2,9.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","N/A","N/A","*","*","N/A","N/A","*","*"
"Capitol Region Education Council","Great Path Academy at MCC",10.3,14.7,"N/A","N/A","*","*","N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time",16.4,"*",15.1,11.7,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies",7.8,"*","*","*","*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","N/A","N/A","N/A",13.3,"N/A","N/A","N/A","*"
"Cheshire School District","Cheshire High School","*","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","*","*","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","*","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School",7.3,5.9,8.4,"*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School",4.7,4.9,3.6,7.6,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","*",5.4,"*","*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School",18.7,8.0,13.4,7.3,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","*",3.9,"*",4.7,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School",5.0,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School",10.9,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School",6.4,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School",6.8,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School",3.0,2.8,"*","*","*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School",6.7,"*",5.0,5.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","*","*","*","*","*","*","*","*"
"Coventry School District","Coventry High School","*","*","*","*","*","*","*","*"
"Cromwell School District","Cromwell High School","*","*","*","*","*","*","*","*"
"Danbury School District","Alternative Center For Excellence","N/A","N/A",45.5,"N/A","N/A","N/A","*","N/A"
